URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,Plane Weight,sample_weight
T,B77W,MDY UUA /OV 4000N 17000E/TM 1300/FL340/TP B77W/TB OCNL SEV/RM ZOA CWSU,OCNL SEV,,34000.0,40.0,170.0,2019-02-01 13:00:00,5.0,1,U,0.6
F,A340,UUA /OV CYFB 090070 /TM 1710 /FL360 /TP A340 /TB MDT-SEV,MDT-SEV,,36000.0,63.75639,-65.91722511007441,2019-02-01 17:10:00,5.0,1,L,0.6
F,B763,UUA /OV 6125N04330W /TM 1846 /FL340 /TP B763 /TB SEV /RM MDT OCNL SEV,SEV,,34000.0,61.4166,-43.5,2019-02-01 18:46:00,5.0,1,H,1.0
F,B77L,SNP UA /OV SNP279229/TM 2225/FL360/TP B77L/TB SEV/RM AIRSPEED +/-30KTS. FL350 CONT MOD. ZAN,SEV,,36000.0,57.7571065700001,-177.17190472943193,2019-02-01 22:25:00,5.0,1,U,0.6
T,B77L,SNP UUA /OV SNP284225/TM 2225/FL360/TP B77L/TB SEV/RM AS +/-50 KTS ALT +/- 300 FT,SEV,,36000.0,58.06728059234802,-176.93019342339437,2019-02-01 22:25:00,5.0,1,U,0.6
T,B777,ACV UUA /OV 4151N 13000W/TM 2233/FL350/TP B777/TB SEV/RM ZOA CWSU,SEV,,35000.0,41.85,-130.0,2019-02-01 22:33:00,5.0,1,H,1.0
T,C25B,TSP UUA /OV TSP225006/TM 1816/FL100/TP C25B/TB SEV/RM TSP 6SW,SEV,,10000.0,35.06428359431069,-118.52569169414755,2019-02-02 18:16:00,5.0,1,U,0.6
F,PA46,EDW UA /OV O26/TM 2338/FL210/TP PA46/TB SEV/RM SEVERE TURB FL210-230,SEV,,21000.0,36.58,-118.04,2019-02-02 23:38:00,5.0,1,L,0.6
T,G4,LAS UUA /OV LAS210035 /TM 0437 /FL130 /TP G4 /TB SEV /RM ZLATMUWC AWC-WEB,SEV,,13000.0,35.574837594717835,-115.51316578484344,2019-02-03 04:37:00,5.0,1,L,0.6
T,A319,ALS UUA /OV ALS053035/TM 1512/FL370/TP A319/TB SEV MTN WAVE /RM +-250FT +-25KTS NO INJURY OR DAMAGE ZDV,SEV MTN WAVE,,37000.0,37.789977199293645,-105.27460514748056,2019-02-03 15:12:00,5.0,1,M,0.8
T,CRJ2,PUB UUA /OV PUB270050/TM 1540/FL300/TP CRJ2/TB SEV/RM MOD MTN WAVE ZDV,SEV,,30000.0,38.29,-105.56014330003704,2019-02-03 15:40:00,5.0,1,M,0.8
T,B738,ALS UUA /OV ALS022027/TM 1605/FL310/TP B738/TB SEV/RM +/-20KTS MTW ZDV,SEV,,31000.0,37.85615653044035,-105.64906486217129,2019-02-03 16:05:00,5.0,1,M,0.8
T,E170,ALS UUA /OV ALS075030/TM 1625/FL260/TP E170/TB SEV/RM FL260-FL270 ZDV,SEV,,26000.0,37.56831000473307,-105.2530767638868,2019-02-03 16:25:00,5.0,1,U,0.6
T,A321,ALS UUA /OV ALS035035/TM 1648/FL280/TP A321/TB SEV MTN WAVE/RM +/-300FT +/-30KTS ZDV,SEV MTN WAVE,,28000.0,37.91676739747471,-105.43996375438648,2019-02-03 16:48:00,5.0,1,M,0.8
T,B739,ALS UUA /OV ALS090030/TM 1658/FL280/TP B739/TB SEV MTN WAVE/RM +/-300FT +/-30KTS ZDV,SEV MTN WAVE,,28000.0,37.43889,-105.23161779642383,2019-02-03 16:58:00,5.0,1,M,0.8
F,PC12,DEN UA /OV DEN/270/7/TM 1722/FL110/TP PC12/TB SEV TURB,SEV TURB,,11000.0,39.8328,-104.6575,2019-02-03 17:22:00,5.0,1,L,0.6
T,PC12,DEN UUA /OV DEN270007/TM 1722/FL110/TP PC12/TB SEV TURB/RM ZDV,SEV TURB,,11000.0,39.8328,-104.80943845617632,2019-02-03 17:22:00,5.0,1,L,0.6
T,BE20,PUB UUA /OV PUB270030/TM 1730/FL145/TP BE20/TB SEV MTW/RM DURC 145-FL230 +/-2000FT ZDV,SEV MTW,,14500.0,38.29,-105.13541798002224,2019-02-03 17:30:00,5.0,1,M,0.8
T,B737,LAR UUA /OV LAR/TM 1950/FL390/TP B737/TB SEV MTN WAVE/RM +/-25KTS +/-1000FT UNABLE TO HOLD ALT ZDV,SEV MTN WAVE,,39000.0,41.31206,-105.675,2019-02-03 19:50:00,5.0,1,M,0.8
T,B757,LAR UUA /OV LAR240040/TM 1955/FL360/TP B757/TB SEV MTN WAVE/RM +/-30KTS ZDV,SEV MTN WAVE,,36000.0,40.97869966663967,-106.4437094484826,2019-02-03 19:55:00,5.0,1,M,0.8
T,PA32,CVS UUA /OV TXO090005 /TM 2110 /FL100 /TP PA32 /TB SEV/RM AWC-WEB,SEV,,10000.0,34.5,-102.7388746086574,2019-02-03 21:10:00,5.0,1,L,0.6
T,PA32,CVN UUA /OV TXO/TM 2110/FL085/TP PA32/TB SEV/RM ZAB/FDCS,SEV,,8500.0,34.5,-102.84,2019-02-03 21:10:00,5.0,1,L,0.6
T,B757,GXY UUA /OV GLL261027/TM 2130/FL270/TP B757/TB SEV/RM SMOOTH LVG FL260 ZDV,SEV,,27000.0,40.42959878868994,-105.13455058830723,2019-02-03 21:30:00,5.0,1,M,0.8
T,EA50,DEN UUA /OV DEN305048/TM 0213/FL150/TP EA50/TB SEV,SEV,,15000.0,40.29169831687108,-105.5109447793116,2019-02-04 02:13:00,5.0,1,U,0.6
T,H25B,DAN UUA /OV SBV/TM 0720/FL350/TP H25B/TB SEV/RM FL310-FL350,SEV,,35000.0,36.68,-79.01,2019-02-04 07:20:00,5.0,1,M,0.8
T,C441,APA UUA /OV APA210015/TM 1755/FL140/TP C441/TB SEV/RM FL140-138,SEV,,14000.0,39.35347611202193,-105.01217244485088,2019-02-04 17:55:00,5.0,1,L,0.6
T,AC50,SCK UUA /OV MOD325008/TM 2129/FL040/TP AC50/SK BASES 028/TB SEV,SEV,,4000.0,37.73504911942279,-121.05098773039636,2019-02-04 21:29:00,5.0,1,L,0.6
T,B737,VGT UUA /OV LAS280025/TM 2027/FL140/TP B737/TA M03/TB SEV/IC SEV MX/RM COR SA-ID AND TEMP. ZLA CWSU,SEV,,14000.0,36.15241926799308,-115.66001094728328,2019-02-05 20:27:00,5.0,1,M,0.8
T,HELO,PSP UUA /OV KPSP293007/TM 0030/FL015/TP HELO/TB SEV 015,SEV 015,,1500.0,33.875258990736604,-116.6359802514031,2019-02-06 00:30:00,5.0,1,U,0.6
T,C525,GJT UUA /OV JNC270065/TM 0411/FL250/TP C525/TB SEV/RM ZDV,SEV,,25000.0,39.06,-110.18528641607932,2019-02-06 04:11:00,5.0,1,L,0.6
T,GLEX,WWD UUA /OV ATR/TM 1706/FL390/TP GLEX/TB SEV,SEV,,39000.0,38.81,-75.21,2019-02-06 17:06:00,5.0,1,M,0.8
