URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
T,C550,JXN UUA /OV JXN037018/TM 1635/FL110/TP C550/TB SEV,SEV,,11000.0,42.49940005987649,-84.21543520761774,2021-08-09 16:35:00+00:00,5.0,1,0,L,0.6
T,BE9,GYY UUA /OV CGT250017/TM 0019/FL050/TP BE9/L/TB OCNL SEV 050-090,OCNL SEV 050-090,,5000.0,41.41308644335425,-87.92557367002068,2021-08-25 00:19:00+00:00,5.0,1,0,L,0.6
F,A359,DVL UA /OV DVL215050/TM 1237/FL410/TP A359/TB CONS LGT,CONS LGT,,41000.0,47.43189800360756,-99.62430992828524,2021-08-27 12:37:00+00:00,1.0,0,0,U,0.6
F,C560,ZZV UA /OV ZZV/TM 1704/FL400/TP C560/SK SKC/TB OCNL LGT CHOP,OCNL LGT CHOP,,40000.0,39.94445,-81.89209,2021-08-01 17:04:00+00:00,1.0,0,0,M,0.8
F,C525,SDF UA /OV IIU080013/TM 0638/FL410/TP C525/TB OCNL LGT CHOP/RM MSTLY SMTH,OCNL LGT CHOP,,41000.0,38.1376268193564,-85.30883110982386,2021-08-09 06:38:00+00:00,1.0,0,0,L,0.6
T,C560,MJX UUA /OV CYN045020/TM 1307/FL150/TP C560/TB SEV,SEV,,15000.0,40.0557213522977,-74.123095147332,2021-08-04 13:07:00+00:00,5.0,1,0,M,0.8
F,CRJ9,BAX UA /OV BAX/TM 1302/FL340/TP CRJ9/TB NEG,NEG,,34000.0,43.78022,-82.98542,2021-08-22 13:02:00+00:00,0.0,0,0,U,0.6
F,B763,CID UA /OV CID360020/TM 1322/FL380/TP B763/TB LGT CHOP,LGT CHOP,,38000.0,42.216259333360334,-91.724588,2021-08-14 13:22:00+00:00,1.0,0,0,H,1.0
F,BE10,MCG UA /OV ANC-MCG /TM 1853 /FL160 /TP BE10 /SK SKC /TB NEG /RM (AKFSS,NEG,,16000.0,62.06,-152.79500000000002,2021-08-31 18:53:00+00:00,0.0,0,0,L,0.6
F,C182,SLI UA /OV SLI180006 /TM 0252 /FL037 /TP C182 /TB NEG,NEG,,3700.0,33.6899918999919,-118.052,2021-08-17 02:52:00+00:00,0.0,0,0,L,0.6
F,B737,LEX UA /OV HYK150030/TM 2142/FL360/TP B737/TB CONS LGT CHOP /IC IMC,CONS LGT CHOP,,36000.0,37.53695222404385,-84.15284944511866,2021-08-25 21:42:00+00:00,1.0,0,0,M,0.8
T,H25B,BOS UUA /OV BOS280015/TM 1521/FL030/TP H25B/WX +RA/TB SEV/RM DURC FROM KBED LEAVING 030,SEV,,3000.0,42.403985560795846,-71.34294894667703,2021-08-19 15:21:00+00:00,5.0,1,1,M,0.8
F,A320,HUF UA /OV CMI360010/TM 0947/FL370/TP A320/TB LGT,LGT,,37000.0,40.20551016668016,-88.27781,2021-08-13 09:47:00+00:00,1.0,0,0,M,0.8
F,C185,FHU UA /OV 2AZ9 /TM 1719 /FL105 /TP C185 /TB NEG /RM SMOOTH AS GLASS,NEG,,10500.0,31.6,-109.65,2021-08-01 17:19:00+00:00,0.0,0,0,L,0.6
T,C208,FAI UUA /OV FAI315024 /TM 0122 /FL052 /TP C208 /TB EXTRM /RM FAIATCT (AKFSS),EXTRM,,5200.0,65.09286562275724,-148.51459451373472,2021-08-11 01:22:00+00:00,7.0,1,0,L,0.6
