URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
F,MD11,CKB UA /OV EKN180030/TM 0207/FL360/TP MD11/TB OCNL LGT,OCNL LGT,,36000.0,38.3852394999595,-79.85278,2021-06-24 02:07:00+00:00,1.0,0,0,H,1.0
F,PA46,BJI UA /OV BJI360050/TM 0044/FL070/TP PA46/TB SEV CAT/RM LOST 400FT,SEV CAT,,7000.0,48.34283083340083,-94.93372,2021-06-05 00:44:00+00:00,5.0,1,1,L,0.6
T,E145,SJT UUA /OV 20SE ELA/TM 1926/FL340/TP E145/TB SEV TURB/RM NO INJ KZHU,SEV TURB,,34000.0,29.3648786477023,-96.05079691865342,2021-06-03 19:26:00+00:00,5.0,1,1,M,0.8
F,CRJ9,DTW UA /OV DXO230005/TM 1042/FL040/TP CRJ9/SK CLR/TB NEG/IC NEG,NEG,,4000.0,42.15643002703875,-83.45619319330179,2021-06-20 10:42:00+00:00,0.0,0,0,U,0.6
F,E75S,UUA /OV YXU 315030 /TM 2338 /FL340 /TP E75S /TB MDT-SEV /RM MDTBORDERLINE SEV,MDT-SEV,,34000.0,43.38914202844655,-81.63763247892193,2021-06-08 23:38:00+00:00,5.0,1,0,U,0.6
F,H60,ELP UA /OV BIF-KELP /TM 1702 /FL020 /TP H60 /TB NEG BLO 020 /RM VFR NAP OF EARTH MOSTLY BLO 005,NEG BLO 020,,2000.0,31.8303175,-106.37793445,2021-06-04 17:02:00+00:00,0.0,0,0,L,0.6
T,B737,MCI UUA /OV MCI/TM 2203/FL220/TP B737/TB SEV 200-210/RM ZKC FDC,SEV 200-210,,22000.0,39.29761,-94.71391,2021-06-11 22:03:00+00:00,5.0,1,1,M,0.8
T,CL60,AVP UUA /OV LVZ120010/TM 2014/FL140/TP CL60/TB SEV 160--060,SEV 160--060,,14000.0,41.18665991665992,-75.4979464959069,2021-06-19 20:14:00+00:00,5.0,1,1,M,0.8
T,E545,JAX UUA /OV JAX270028/TM 2117/FL150/TP E545/TB SEV 150-210,SEV 150-210,,15000.0,30.49406,-82.22948044619856,2021-06-24 21:17:00+00:00,5.0,1,1,U,0.6
T,BE9T,LEX UUA /OV HYK010055/TM 1709/FL230/TP BE9T/TB SEV INTMT/RM NO DAMAGE +/-500,SEV INTMT,,23000.0,38.87281356230997,-84.26806707502894,2021-06-21 17:09:00+00:00,5.0,1,1,L,0.6
