URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
F,NMRS,FNT UA /OV FNT18010-JXN010015/TM 1829/FL135/TP NMRS/TA M13/TB OCNL LGT CHOP 210/IC LGT RIME 135-210,OCNL LGT CHOP 210,,13500.0,42.50601188063,-84.40073850659768,2023-10-19 18:29:00+00:00,1.0,0,0,U,0.6
T,CL35,BGM UUA /OV CFB/TM 1359/FL410/TP CL35/TB CONS SEV CAT,CONS SEV CAT,,41000.0,42.16,-76.14,2023-10-07 13:59:00+00:00,5.0,1,0,U,0.6
F,B739,ONL UA /OV ONL100030/TM 1250/FL300/TP B739/TB CONS LGT CHOP,CONS LGT CHOP,,30000.0,42.38288887840831,-98.020461192722,2023-10-06 12:50:00+00:00,1.0,0,0,M,0.8
F,B737,EAU UA /OV EAU180015/TM 1137/FL340/TP B737/TB CONS SEV CAT 340-240,CONS SEV CAT 340-240,,34000.0,44.61577974997975,-91.48426,2023-10-13 11:37:00+00:00,5.0,1,0,M,0.8
T,B77W,PASY UUA /OV 3953N 16607E /TM 1203 /FL340 /TP B77W /TB SEV/RM AWC-WEB:,SEV,,34000.0,39.8833,166.1166,2023-10-16 12:03:00+00:00,5.0,1,0,U,0.6
F,B738,BKW UA /OV BKW20015/TM 1305/FL370/TP B738/TB LGT CHOP,LGT CHOP,,37000.0,37.78733,-81.12416,2023-10-11 13:05:00+00:00,1.0,0,0,M,0.8
T,B737,SAT UUA /OV SAT180015/TM 1103/FL120/TP B737/TB SEV 120-140/RM ZHU,SEV 120-140,,12000.0,29.28366974997975,-98.46978,2023-10-05 11:03:00+00:00,5.0,1,0,M,0.8
T,SR22,LSB UUA /OV 20 W SSO/TM 1807/FL120/TP SR22/TB SEV /RM ZAB/FDCS,SEV,,12000.0,32.27,-109.65425661774093,2023-10-02 18:07:00+00:00,5.0,1,0,L,0.6
T,PC12,APA UUA /OV 7S/TM 2137/FL085/TP PC12/TB SEV/RM 7MI FINAL 35R RPTD MOD TO SEV DURD,SEV,,8500.0,39.57,-104.85,2023-10-11 21:37:00+00:00,5.0,1,1,L,0.6
T,DH8D,MSS UUA /OV MSS360005/TM 1530/FL215/TP DH8D/TB SEV,SEV,,21500.0,45.019170083340086,-74.84556,2023-10-13 15:30:00+00:00,5.0,1,0,M,0.8
F,PA34,RDM UA /OV S39 /TM 2032 /FL115 /TP PA34 /SK SCT-TOP105 /TB NEG,NEG,,11500.0,44.287,-120.9038,2023-10-04 20:32:00+00:00,0.0,0,0,L,0.6
F,B737,HUF UA /OV LWV/TM 0019/FL330/TP B737/TB CONS LGT,CONS LGT,,33000.0,38.76428,-87.6055,2023-10-12 00:19:00+00:00,1.0,0,0,M,0.8
F,B739,K82 UA /OV TKO/TM 0342/FL170/TP B739/TB OCNL LGT CHOP 170/CONS LGT OCNL MOD CHOP 180-250,OCNL LGT CHOP 170,,17000.0,39.8,-98.22,2023-10-26 03:42:00+00:00,1.0,0,0,M,0.8
T,C550,CEW UUA /OV CEW270025/TM 1715/FL060/TP C550/TB SEV 060-070,SEV 060-070,,6000.0,30.78,-87.00502118957615,2023-10-11 17:15:00+00:00,5.0,1,0,L,0.6
F,C560,VNY UA /OV 6 NE VNY/TM 0705/FL045/TP C560/TB SEV TURB DURD TO VNY,SEV TURB DURD TO VNY,,4500.0,34.28043640568931,-118.4036589109554,2023-10-30 07:05:00+00:00,5.0,1,0,M,0.8
F,B738,OTM UA /OV OTM/TM 0721/FL330/TP B738/TB NEG,NEG,,33000.0,41.100793,-92.444592,2023-10-16 07:21:00+00:00,0.0,0,0,M,0.8
F,B737,OXI UA /OV OXI/TM 1607/FL170/TP B737/TB LGT CHOP,LGT CHOP,,17000.0,41.3301944,-86.6648056,2023-10-06 16:07:00+00:00,1.0,0,0,M,0.8
