URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
F,E75,CMH UA /OV HVQ/TM 1719/FL340/TP E75/TB LGT,LGT,,34000.0,38.35,-81.77,2018-05-11 17:19:00+00:00,1.0,0,0,U,0.6
F,A320,CAD UA /OV CAD/TM 1233/FL280/TP A320/TB CONT LGT,CONT LGT,,28000.0,44.27533,-85.41892,2018-05-03 12:33:00+00:00,1.0,0,0,M,0.8
T,C68A,SPI UUA /OV SPI292048/TM 1915/FL280/TP C68A/TB SEV FL280-245/RM ZKC FDC,SEV FL280-245,,28000.0,40.14440954926426,-90.65006660597268,2018-05-04 19:15:00+00:00,5.0,1,0,U,0.6
F,B737,OKC UA /OV IRW270015/TM 1213/FL150/TP B737/TB LGT,LGT,,15000.0,35.36,-97.9165731896023,2018-05-07 12:13:00+00:00,1.0,0,0,M,0.8
T,SR22,ASE UUA /OV DBL112038/TM 2138/FL190/TP SR22/TB SEV/RM DURD 190-165  ZDV,SEV,,19000.0,39.2027299401658,-106.1395812346382,2018-05-11 21:38:00+00:00,5.0,1,0,L,0.6
T,B777,ANC UUA /OV TED090040/TM 0215/FL320/TP B777/TB SEV/RM ZAN,SEV,,32000.0,61.17,-148.60737149474247,2018-05-11 02:15:00+00:00,5.0,1,0,H,1.0
F,CL60,SLC UA /OV TCH340008/TM 1802/FL073/TP CL60/SK 073 BKN/TB NEG/IC NEG/RM BASES 073  TOPS 092. RUGGD ONE DEPARTURE,NEG,,7300.0,40.97530249812858,-112.04029204045769,2018-05-28 18:02:00+00:00,0.0,0,0,M,0.8
T,M20P,OAK UUA /OV SGD220006/TM 2151/FL045/TP M20P/TB SEV/RM DURC,SEV,,4500.0,38.10338935072191,-122.45177865315898,2018-05-11 21:51:00+00:00,5.0,1,0,L,0.6
F,BE36,GLD UA /OV GLD /TM 1056 /FL075 /TP BE36 /TB NEG,NEG,,7500.0,39.36722,-101.69333,2018-05-07 10:56:00+00:00,0.0,0,0,L,0.6
T,M7,PSP UUA /OV PSP270010/TM 1552/FL025/TP M7/TB SEV TURB,SEV TURB,,2500.0,33.82967,-116.70734115187014,2018-05-17 15:52:00+00:00,5.0,1,0,L,0.6
T,C680,BVN UUA /OV OBH105030/TM 2203/FL430/TP C680/TB SEV,SEV,,43000.0,41.25057999526693,-97.7062907049351,2018-05-02 22:03:00+00:00,5.0,1,0,U,0.6
F,B739,DBQ UA /OV KDBQ /TM 1341 /FL340 /TP B739 /TB NEG/RM AWC-WEB,NEG,,34000.0,42.39835,-90.709143,2018-05-02 13:41:00+00:00,0.0,0,0,M,0.8
T,C680,BKW UUA /OV BKW070020/TM 1523/FL260/TP C680/TB SEV,SEV,,26000.0,37.901345948994994,-80.72777887868526,2018-05-06 15:23:00+00:00,5.0,1,0,U,0.6
F,CL60,UUA /OV 4835N04306W /TM 1159 /FL380 /TP CL60 /TB MDT-SEV,MDT-SEV,,38000.0,48.5833,-43.1,2018-05-08 11:59:00+00:00,5.0,1,0,M,0.8
T,PA32,ABQ UUA /OV KABQ100006/TM 2319/FL075/TP PA32/TB SEV /RM ARRIVING FROM OVER RIDGE LINE,SEV,,7500.0,35.02453377568166,-106.4952058043456,2018-05-17 23:19:00+00:00,5.0,1,0,L,0.6
