URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,Plane Weight,sample_weight
F,P28,SDB UA /OV GMN /TM 0038 /FL100 /TP P28 /TB SEV CAT/RM AWC-WEB:,SEV CAT,,10000.0,34.8,-118.86,2018-09-01 00:38:00,5.0,1,L,0.6
F,P28,SDB UA /OV GMN /TM 0038 /FL100 /TP P28 /TB SEV CAT/RM AWC-WEB,SEV CAT,,10000.0,34.8,-118.86,2018-09-01 00:38:00,5.0,1,L,0.6
F,B772,UUA /OV 49N045W /TM 0618 /FL340 /TP B772 /TB SEV,SEV,,34000.0,49.0,-45.0,2018-09-01 06:18:00,5.0,1,H,1.0
T,B757,ABQ UUA /OV ABQ290019/TM 1458/FL400/TP B757/TB SEV/RM ZAB/FDCS,SEV,,40000.0,35.15021515154524,-106.97898072082212,2018-09-01 14:58:00,5.0,1,M,0.8
T,B77W,PASY UUA /OV SYA248369/TM 1513/FL310/TP B77W/TB SEV/RM LASTED FIVE MINUTES ZAN,SEV,,31000.0,50.40598284003102,164.6973619313121,2018-09-01 15:13:00,5.0,1,U,0.6
T,E75L,DCA UUA /OV BRV320005/TM 2356/FL165/TP E75L/TB SEV 150-165,SEV 150-165,,16500.0,38.40384220773175,-77.41829912342256,2018-09-01 23:56:00,5.0,1,U,0.6
T,RV7,BUU UUA /OV JVL109029 /TM 0015 /FL050 /TP RV7 /TB SEV /RM KRENA INT,SEV,,5000.0,42.462879312673046,-88.42046492753225,2018-09-02 00:15:00,5.0,1,L,0.6
T,E190,MYNN UUA /OV ZQA049043/TM 0025/FL370/TP E190/TB SEV/RM 700FT DOWN DRAFT,SEV,,37000.0,25.470213721707918,-76.85316190831458,2018-09-02 00:25:00,5.0,1,U,0.6
T,RV7,DPA UUA /OV DPA390030/TM 0028/FL050/TP RV7/TB SEV/RM NO INJURIES/ AVIONICS KNOCKED OFFLINE FOR A MOMENT BUT RETURNED/ LANDED SAFELY PWK,SEV,,5000.0,42.34082777595615,-87.91266100342567,2018-09-02 00:28:00,5.0,1,L,0.6
T,A320,FLL UUA /OV FATHR/TM 1432/FL270/TP A320/TB SEV/RM +/- 4000 FT,SEV,,27000.0,36.78,-119.7194,2018-09-02 14:32:00,5.0,1,M,0.8
T,B737,ILM UUA /OV ILM195295/TM 0100/FL350/TP B737/TB SEV /RM NO DAMAGE OR INJURIES,SEV,,35000.0,29.52048000706709,-79.4399811864901,2018-09-03 01:00:00,5.0,1,M,0.8
T,A320,PBI UUA /OV PBI145020/TM 1326/FL080/TP A320/TB SEV,SEV,,8000.0,26.41162720144302,-79.88539945701356,2018-09-03 13:26:00,5.0,1,M,0.8
T,A320,DAB UUA /OV DAB090030/TM 1838/FL360/TP A320/TB SEV,SEV,,36000.0,29.17992,-80.48533693378762,2018-09-03 18:38:00,5.0,1,M,0.8
T,CRJ9,MLU UUA /OV MLU290027/TM 1858/FL210/TP CRJ9/TB SEV/RM LASTED 8 SECONDS,SEV,,21000.0,32.66478153114324,-92.53917363799624,2018-09-03 18:58:00,5.0,1,U,0.6
T,CRJ9,SAV UUA /OV SAV/TM 2216/FL330/TP CRJ9/L/TB SEV/RM NEG INJURIES OR DAMAGE,SEV,,33000.0,32.12758,-81.20214,2018-09-03 22:16:00,5.0,1,U,0.6
T,B787,SSI UUA /OV CRG070050/TM 0038/FL400/TP B787/TB SEV/RM NO DAMAGE NO INJURIES,SEV,,40000.0,30.621139872487483,-80.60731842861605,2018-09-04 00:38:00,5.0,1,U,0.6
F,A321,UUA /OV 5730N06110W /TM 0228 /FL320 /TP A321 /TB MDT 10SEC SEV,MDT 10SEC SEV,,32000.0,57.5,-61.1666,2018-09-04 02:28:00,5.0,1,M,0.8
T,CRJ9,WWD UUA /OV SIE049015/TM 1218/FL270/TP CRJ9/TB SEV,SEV,,27000.0,39.26402804245625,-74.55685387340013,2018-09-04 12:18:00,5.0,1,U,0.6
F,SW4,UUA /OV SSM 090060 /TM 1304 /FL120 /TP SW4 /TB SEV /RM TURB BTN 55 AND 65 NM E SSM,SEV,,12000.0,46.41,-82.8595417720166,2018-09-04 13:04:00,5.0,1,M,0.8
F,B777,UUA /OV 5105N06619W /TM 2035 /FL330 /TP B777 /TB SEV,SEV,,33000.0,51.833,-66.3166,2018-09-04 20:35:00,5.0,1,H,1.0
F,A330,UUA /OV 5110N06045W /TM 0105 /FL390 /TP A330 /TB MDT-SEV BRIEF PERIOD /RM NO CHG AC ALTITUDE,MDT-SEV BRIEF PERIOD,,39000.0,51.1666,-60.75,2018-09-05 01:05:00,5.0,1,L,0.6
T,A320,MCK UUA /OV MCK034035/TM 0143/FL360/TP A320/TB SEV/RM CONS MOD TYB NO DAMG NO INJURY ZDV,SEV,,36000.0,40.68992442272158,-100.16493388892052,2018-09-05 01:43:00,5.0,1,M,0.8
F,B777,UUA /OV 49N056W /TM 0500 /FL390 /TP B777 /TB SEV /RM 56W - 55W MDT -SEV WITH PLUS MINUS 500FT,SEV,,39000.0,49.0,-56.0,2018-09-05 05:00:00,5.0,1,H,1.0
T,C550,HDN UUA /OV HDN090050/TM 1923/FL170/TP C550/TB SEV TURB AT 170 DURD/RM BUMPED HEAD - OK NO DAMAGE ZDV,SEV TURB AT 170 DURD,,17000.0,40.48,-106.12433198348276,2018-09-05 19:23:00,5.0,1,L,0.6
F,C172,CAE UA /OV CAE180042/TM 1957/FL070/TP C172/TB SEV,SEV,,7000.0,33.2418432999433,-81.1181,2018-09-05 19:57:00,5.0,1,L,0.6
T,PA24,RBL UUA /OV RBL335056/TM 2130/FL110/TP PA24/TB SEV/RM * ..ZSE,SEV,,11000.0,40.99785578483809,-122.76970132602622,2018-09-05 21:30:00,5.0,1,L,0.6
T,E170,IND UUA /OV ORD090020/TM 2245/FL050/TP E170/TB SEV,SEV,,5000.0,41.98754,-87.48343723303215,2018-09-05 22:45:00,5.0,1,U,0.6
T,BE20,BWG UUA /OV BWG090020/TM 1730/FL080/TP BE20/TB OCNL SEV 090-080/RM ZME,OCNL SEV 090-080,,8000.0,36.96453,-86.00245219232103,2018-09-06 17:30:00,5.0,1,M,0.8
F,AT8A,CPR UA /OV CPR270015/TM 2135/FL085/TP AT8A/TB SEV/RM 8500MSL AND ABOVE,SEV,,8500.0,42.908,-106.80576887787372,2018-09-06 21:35:00,5.0,1,U,0.6
T,A320,MIA UUA /OV 31N07130W/TM 0526/FL360/TP A320/TB SEV,SEV,,36000.0,0.5166,-71.5,2018-09-07 05:26:00,5.0,1,M,0.8
T,C208,GGG UUA /OV PRX/TM 2237/FL030/TP C208/TB SEV CAT/RM GAINED 20 KIAS WITH DOWNDRAFT,SEV CAT,,3000.0,33.63661,-95.45075,2018-09-07 22:37:00,5.0,1,L,0.6
T,E175,ARG UUA /OV ARG300038/TM 0220/FL350/TP E175/TB OCNL SEV/RM ZME,OCNL SEV,,35000.0,36.44136231669232,-91.60420205896284,2018-09-08 02:20:00,5.0,1,U,0.6
F,C170,PAQ UA /OV 4AK6-PAQ060001 /TM 1706 /FL016 /TP C170 /TB SEV,SEV,,1600.0,61.59,-149.08,2018-09-08 17:06:00,5.0,1,L,0.6
T,C172,DEN UUA /OV DEN260035/TM 2145/FL125/TP C172/TB SEV,SEV,,12500.0,39.73149702480969,-105.40565084811573,2018-09-08 21:45:00,5.0,1,L,0.6
T,E190,CRP UUA /OV CRP090100 /TM 1335 /FL390 /TP E190 /TB SEV /RM FM ZHU AWC-WEB,SEV,,39000.0,27.77306,-95.6289629235093,2018-09-09 13:35:00,5.0,1,U,0.6
F,A388,UUA /OV YMX 360040 /TM 1922 /FL350 /TP A388 /TB MDT-SEV,MDT-SEV,,35000.0,46.49672066672066,-74.38,2018-09-09 19:22:00,5.0,1,U,0.6
F,B772,UUA /OV YVO 150060 /TM 1945 /FL360 /TP B772 /TB SEV,SEV,,36000.0,47.313904448087705,-77.07008096572054,2018-09-09 19:45:00,5.0,1,H,1.0
F,BE10,UUA /OV CYUL 090025 /TM 2135 /FL120 /TP BE10 /TB MDT-SEV,MDT-SEV,,12000.0,45.46827,-73.14721068882902,2018-09-10 21:35:00,5.0,1,L,0.6
F,B788,UUA /OV CYWG 040065 /TM 1930 /FL380 /TP B788 /TB SEV /RM LASTED ABOUT 10NM,SEV,,38000.0,50.74661870051267,-96.15178238177718,2018-09-11 19:30:00,5.0,1,U,0.6
F,A380,UUA /OV 5454N07616W /TM 0455 /FL390 /TP A380 /TB MDT-SEV /RM CONTUS,MDT-SEV,,39000.0,54.9,-76.2666,2018-09-12 04:55:00,5.0,1,U,0.6
T,SR22,RNO UUA /OV TRK/TM 1418/FL095/TP SR22/TB SEV/RM ZOA CWSU,SEV,,9500.0,39.32004,-120.13956,2018-09-12 14:18:00,5.0,1,L,0.6
T,BE10,RNO UUA /OV TVL/TM 1631/FL100/TP BE10/TB SEV CHOP CAT/RM VERY SEVERE BUT NOT EXTREME...ZOA CWSU,SEV CHOP CAT,,10000.0,38.89388,-119.99534,2018-09-12 16:31:00,5.0,1,L,0.6
F,CRJ2,ATL UA /OV ATL052045/TM 1647/FL140/TP CRJ2/TB SEV/RM WAS FOLLOWING A HEAVY AIRBUS SO IT COULD HAVE BEEN WAKE TURBULENCE. ZTLFD,SEV,,14000.0,34.09188350796627,-83.73193409371035,2018-09-12 16:47:00,5.0,1,M,0.8
