URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,Plane Weight,sample_weight
F,B772,UUA /OV 5048N03630W /TM 0717 /FL370 /TP B772 /TB SEV /RM SHORTPERIOD OF SEV TURB,SEV,,37000.0,50.8,-36.5,2018-04-01 07:17:00,5.0,1,H,1.0
F,P28A,UUA /OV CYPQ 225006 /TM 1643 /FL030 /TP P28A /TB MDT-SEV 030,MDT-SEV 030,,3000.0,44.159283594310686,-78.462020743569,2018-04-01 16:43:00,5.0,1,L,0.6
T,A321,CXY UUA /OV HAR270020/TM 1921/FL230/TP A321/TB SEV/RM POSSIBLY DUE TO WAKE TURB  ISOLATED EVENT,SEV,,23000.0,40.23,-77.45664530265512,2018-04-01 19:21:00,5.0,1,M,0.8
T,A321,CXY UUA /OV HAR270020/TM 1921/FL230/TP A321/TB SEV/RM POSSIBLY DUE TO WAKE TURB  ISOLATED EVENT.,SEV,,23000.0,40.23,-77.45664530265512,2018-04-01 19:21:00,5.0,1,M,0.8
F,A380,UUA /OV CYXY 270115 /TM 1006 /FL390 /TP A380 /TB SEV,SEV,,39000.0,60.70944,-138.9868581962068,2018-04-02 10:06:00,5.0,1,U,0.6
F,B77L,UUA /OV 46N050W /TM 1351 /FL350 /TP B77L /TB MDT-SEV,MDT-SEV,,35000.0,46.0,-50.0,2018-04-02 13:51:00,5.0,1,U,0.6
T,C550,CYS UUA /OV CYS200060/TM 1515/FL330/TP C550/TB SEV MTW/RM FL330-FL350 +/-30KTS ZDV,SEV MTW,,33000.0,40.21587126403569,-105.26476226258904,2018-04-02 15:15:00,5.0,1,L,0.6
T,E50P,RNO UUA /OV RNO180010/TM 1615/FL130/TP E50P/TB SEV,SEV,,13000.0,39.31720983331984,-119.77111,2018-04-02 16:15:00,5.0,1,U,0.6
T,CRJ2,RNO UUA /OV RNO/TM 1652/FL080/TP CRJ2/TB SEV/RM OCCASIONAL SEVERE TURBULENCE,SEV,,8000.0,39.48389,-119.77111,2018-04-02 16:52:00,5.0,1,M,0.8
T,PA46,APA UUA /OV DEN225035 /TM 1710 /FL140 /TP PA46 /TB SEV,SEV,,14000.0,39.42028763347903,-105.19468356342644,2018-04-02 17:10:00,5.0,1,L,0.6
T,E55P,RNO UUA /OV FMG175043/TM 1840/FL140/TP E55P/TB SEV,SEV,,14000.0,38.81600263720753,-119.57901028226694,2018-04-02 18:40:00,5.0,1,U,0.6
T,PC12,AEJ UUA /OV AEJ/TM 2222/FL170/TP PC12/TB OCNL SEV/RM ZDV,OCNL SEV,,17000.0,38.81416,-106.12069,2018-04-02 22:22:00,5.0,1,L,0.6
T,CL30,BPI UUA /OV BPI240060/TM 2253/FL445/TP CL30/TB SEV/RM STRONG MTN WAVE/ZLC,SEV,,44500.0,42.085029499959504,-111.28747322968952,2018-04-02 22:53:00,5.0,1,U,0.6
T,P28A,TSP UUA /OV TSP130010/TM 0300/FL115/TP P28A/TB SEV/RM 2000 FPM UDDFS. COR SA-ID. ZLA CWSU,SEV,,11500.0,35.0278600540775,-118.28308808670856,2018-04-03 03:00:00,5.0,1,L,0.6
T,P28A,EDW UUA /OV TSP130010/TM 0300/FL115/TP P28A/TB SEV/RM 2000 FPM UDDFS,SEV,,11500.0,35.0278600540775,-118.28308808670856,2018-04-03 03:00:00,5.0,1,L,0.6
F,CRJ2,CVG UA /OV 5 W CVG/TM 1305/FL030/TP CRJ2/TB SEV,SEV,,3000.0,39.04306,-84.77897398325544,2018-04-03 13:05:00,5.0,1,M,0.8
T,MD11,BWG UUA /OV BWG360040/TM 2156/FL270/TP MD11/TB OCNL SEV/RM ZME,OCNL SEV,,27000.0,37.63125066672067,-86.41967,2018-04-03 21:56:00,5.0,1,H,1.0
