URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,Plane Weight,sample_weight
T,E75L,LKV UUA /OV LKV160080/TM 0313/FL310/TP E75L/TB SEV/RM ..ZSE,SEV,,31000.0,40.90808501871426,-119.78382546927308,2020-01-01 03:13:00,5.0,1,U,0.6
T,E75L,RNO UUA /OV FMG330085 /TM 0323 /FL310 /TP E75L /TB SEV 310/LGT-MOD 290 /RM RIDE IMPROVES LEAVING FL290 ...ZOA CWSU AWC-WEB:,SEV 310,,31000.0,40.756968698542416,-120.5784475320342,2020-01-01 03:23:00,5.0,1,U,0.6
T,E75L,RNO UUA /OV FMG330085 /TM 0323 /FL310 /TP E75L /TB SEV 310/LGT-MOD 290 /RM RIDE IMPROVES LEAVING FL290 ...ZOA CWSU AWC-WEB,SEV 310,,31000.0,40.756968698542416,-120.5784475320342,2020-01-01 03:23:00,5.0,1,U,0.6
T,C510,SEA UUA /OV SEA030045/TM 0918/FL165/TP C510/TA M12/TB SEV TURB/IC MOD RIME,SEV TURB,,16500.0,48.09426166393422,-121.75983875907596,2020-01-01 09:18:00,5.0,1,U,0.6
T,A35K,PADK UUA /OV 4650N 17850E /TM 0937 /FL350 /TP A35K /TB SEV /RM SEV WITH OCNL MOD AWC-WEB,SEV,,35000.0,46.8333,178.8333,2020-01-01 09:37:00,5.0,1,U,0.6
T,A35K,PADK UUA /OV 4650N 17850E /TM 0937 /FL350 /TP A35K /TB SEV /RM SEV WITH OCNL MOD AWC-WEB:,SEV,,35000.0,46.8333,178.8333,2020-01-01 09:37:00,5.0,1,U,0.6
T,PA46,SJT UUA /OV SJT180020 /TM 1640 /FL170 /TP PA46 /TB SEV /RM FM ZHU AWC-WEB,SEV,,17000.0,31.018309666639663,-100.495,2020-01-01 16:40:00,5.0,1,L,0.6
T,PA46,SJT UUA /OV SJT180020 /TM 1640 /FL170 /TP PA46 /TB SEV /RM FM ZHU AWC-WEB:,SEV,,17000.0,31.018309666639663,-100.495,2020-01-01 16:40:00,5.0,1,L,0.6
T,A321,CDS UUA /OV CDS270050 /TM 1829 /FL210 /TP A321 /TB SEV /RM ZFW AWC-WEB:,SEV,,21000.0,34.43389,-101.2985132863531,2020-01-01 18:29:00,5.0,1,M,0.8
T,A321,CDS UUA /OV CDS270050 /TM 1829 /FL210 /TP A321 /TB SEV /RM ZFW AWC-WEB,SEV,,21000.0,34.43389,-101.2985132863531,2020-01-01 18:29:00,5.0,1,M,0.8
T,A21N,LBB UUA /OV LBB070045 /TM 1830 /FL210 /TP A21N /TB SEV /RM ZFW AWC-WEB:,SEV,,21000.0,33.920175885238734,-100.97594421926136,2020-01-01 18:30:00,5.0,1,U,0.6
T,A21N,LBB UUA /OV LBB070045 /TM 1830 /FL210 /TP A21N /TB SEV /RM ZFW AWC-WEB,SEV,,21000.0,33.920175885238734,-100.97594421926136,2020-01-01 18:30:00,5.0,1,U,0.6
T,B737,GDP UUA /OV SFL-INK/TM 1841/FL270/TP B737/TB SEV CHOP-SEV TURB 270 20MI W INK/190-270 CONS MOD CHOP-MOD TURB/RM ZAB/FDCS,SEV CHOP-SEV TURB 270 20MI W INK,,27000.0,31.765,-104.145,2020-01-01 18:41:00,5.0,1,M,0.8
T,E75L,TUL UUA /OV TUL/TM 1901/FL310/TP E75L/TB SEV/RM ZKCFDC/FX/OH,SEV,,31000.0,36.19839,-95.88811,2020-01-01 19:01:00,5.0,1,U,0.6
T,CRJ7,TUL UUA /OV TUL/TM 1916/FL250/TP CRJ7/TB CONS SEV CAT/RM 30 NM RADIUS OF TUL BETWEEN FL 25-300 ZKCFDC/FX/OH,CONS SEV CAT,,25000.0,36.19839,-95.88811,2020-01-01 19:16:00,5.0,1,M,0.8
T,CRJ9,OKC UUA /OV IRW030015 /TM 1924 /FL240 /TP CRJ9 /TB SEV /RM ZFW AWC-WEB:,SEV,,24000.0,35.57652388797807,-97.45671340519884,2020-01-01 19:24:00,5.0,1,U,0.6
T,CRJ9,OKC UUA /OV IRW030015 /TM 1924 /FL240 /TP CRJ9 /TB SEV /RM ZFW AWC-WEB,SEV,,24000.0,35.57652388797807,-97.45671340519884,2020-01-01 19:24:00,5.0,1,U,0.6
T,CRJ9,OKC UUA /OV IRW030020/TM 1924/FL240/TP CRJ9/TB SEV CAT/RM ZKCFDC/FX/OH,SEV CAT,,24000.0,35.6486985173041,-97.40561787359846,2020-01-01 19:24:00,5.0,1,U,0.6
T,E145,SWO UUA /OV SWO180020/TM 1932/FL320/TP E145/TB SEV CHOP 320/RM ZKCFDC/FX/OH,SEV CHOP 320,,32000.0,35.82785966663967,-97.08569,2020-01-01 19:32:00,5.0,1,M,0.8
T,B737,CDS UUA /OV CDS190061 /TM 1935 /FL270 /TP B737 /TB SEV 240-260 /RM ZFW AWC-WEB,SEV 240-260,,27000.0,33.43258768543803,-100.5021253135872,2020-01-01 19:35:00,5.0,1,M,0.8
T,B737,CDS UUA /OV CDS190061 /TM 1935 /FL270 /TP B737 /TB SEV 240-260 /RM ZFW AWC-WEB:,SEV 240-260,,27000.0,33.43258768543803,-100.5021253135872,2020-01-01 19:35:00,5.0,1,M,0.8
T,CRJ9,MLU UUA /OV MLU090010 /TM 1945 /FL240 /TP CRJ9 /TB SEV /RM ZFW DURD INTO KJAN AWC-WEB:,SEV,,24000.0,32.51086,-91.84003528117928,2020-01-01 19:45:00,5.0,1,U,0.6
T,CRJ9,MLU UUA /OV MLU090010 /TM 1945 /FL240 /TP CRJ9 /TB SEV /RM ZFW DURD INTO KJAN AWC-WEB,SEV,,24000.0,32.51086,-91.84003528117928,2020-01-01 19:45:00,5.0,1,U,0.6
T,A320,AUS UUA /OV CWK130010 /TM 2000 /FL090 /TP A320 /TB SEV FL090-120 /RM FM KZHU AWC-WEB:,SEV FL090-120,,9000.0,30.2728600540775,-97.38199274639932,2020-01-01 20:00:00,5.0,1,M,0.8
T,A320,AUS UUA /OV CWK130010 /TM 2000 /FL090 /TP A320 /TB SEV FL090-120 /RM FM KZHU AWC-WEB,SEV FL090-120,,9000.0,30.2728600540775,-97.38199274639932,2020-01-01 20:00:00,5.0,1,M,0.8
T,B77W,PANC UUA /OV 4000N 17959W /TM 2011 /FL350 /TP B77W /TB SEV /RM ZOA CWSU AWC-WEB:,SEV,,35000.0,40.0,-179.9833,2020-01-01 20:11:00,5.0,1,U,0.6
T,B77W,PANC UUA /OV 4000N 17959W /TM 2011 /FL350 /TP B77W /TB SEV /RM ZOA CWSU AWC-WEB,SEV,,35000.0,40.0,-179.9833,2020-01-01 20:11:00,5.0,1,U,0.6
T,G6,CYS UUA /OV CYS300020/TM 2032/FL450/TP G6/TB SEV /RM TURNED AUTO PILOT OFF ZDV,SEV,,45000.0,41.32232016668016,-105.1939061297352,2020-01-01 20:32:00,5.0,1,L,0.6
T,C56X,CYS UUA /OV CYS196046/TM 2134/FL310/TP C56X/TB SEV/RM ZDV,SEV,,31000.0,40.41861300536961,-105.09116088627776,2020-01-01 21:34:00,5.0,1,M,0.8
T,A321,CYS UUA /OV CYS213031/TM 2200/FL270/TP A321/TB SEV/RM ZDV,SEV,,27000.0,40.72229177482983,-105.18423864270176,2020-01-01 22:00:00,5.0,1,M,0.8
F,A320,ELP UA /OV ELP090040/TM 2209/FL300/TP A320/TB SEV/RM +300 FT -ZAB/FDCS,SEV,,30000.0,31.81111,-105.59125936875162,2020-01-01 22:09:00,5.0,1,M,0.8
T,B737,LAR UUA /OV MBW/TM 2220/FL370/TP B737/TB SEV MTW/RM +-25KTS.....ZDV,SEV MTW,,37000.0,41.85,-106.0,2020-01-01 22:20:00,5.0,1,M,0.8
T,C750,GXY UUA /OV GLL/TM 2234/FL410/TP C750/TB SEV MTW/RM +800FT/-1300FT  +-15KTS.....ZDV,SEV MTW,,41000.0,40.5,-104.55,2020-01-01 22:34:00,5.0,1,M,0.8
T,E170,CYS UUA /OV CYS175052/TM 2310/FL290/TP E170/TB SEV/RM DURC FL290-310 ZDV,SEV,,29000.0,40.29220132871608,-104.71013978174422,2020-01-01 23:10:00,5.0,1,U,0.6
T,B737,RTN UUA /OV CME360040/TM 0018/FL340/TP B737/TB SEV CHOP/CONT MOD TURB OCNL-SEV CHOP/RM ZAB FDCS,SEV CHOP,,34000.0,34.00672066672067,-104.62,2020-01-02 00:18:00,5.0,1,M,0.8
F,C25B,ELP UA /OV ELP090060/TM 0048/FL240/TP C25B/TB SEV 240-300/RM ZAB/FDCS,SEV 240-300,,24000.0,31.81111,-105.19897405312744,2020-01-02 00:48:00,5.0,1,U,0.6
T,CL60,SGF UUA /OV DGD052018/TM 0111/FL390/TP CL60/TB SEV 390/RM ZKCFDC/BL,SEV 390,,39000.0,37.20471340318651,-92.5838892071568,2020-01-02 01:11:00,5.0,1,M,0.8
T,A21N,ROW UUA /OV CME/TM 0132/FL340/TP A21N/TB SEV/RM ZAB/FDCS,SEV,,34000.0,33.34,-104.62,2020-01-02 01:32:00,5.0,1,U,0.6
T,E170,DFW UUA /OV BYP/TM 0154/FL140/TP E170/TB SEV TB 140 /RM SMOOTH BLO 120,SEV TB 140,,14000.0,33.54,-96.23,2020-01-02 01:54:00,5.0,1,U,0.6
T,E170,TUL UUA /OV TUL130020/TM 0330/FL220/TP E170/TB SEV 220-215/RM ZKCFDC/BL,SEV 220-215,,22000.0,35.98411010815501,-95.57165877508665,2020-01-02 03:30:00,5.0,1,U,0.6
T,AC90,CDS UUA /OV CDS070015 /TM 0608 /FL250 /TP AC90 /TB SEV /RM ZFW AWC-WEB,SEV,,25000.0,34.51940196174624,-100.00320535094954,2020-01-02 06:08:00,5.0,1,L,0.6
T,AC90,CDS UUA /OV CDS070015 /TM 0608 /FL250 /TP AC90 /TB SEV /RM ZFW AWC-WEB:,SEV,,25000.0,34.51940196174624,-100.00320535094954,2020-01-02 06:08:00,5.0,1,L,0.6
T,P28A,ONT UUA /OV SBD/TM 1355/FL085/TP P28A/TB SEV/RM 1500 FPM DOWNDRAFT,SEV,,8500.0,34.0953521,-117.2348722,2020-01-02 13:55:00,5.0,1,L,0.6
T,P28A,SBD UUA /OV SBD/TM 1355/FL085/TP P28A/TB SEV/RM 1500 FPM DDFS. COR SA-ID. ZLA CWSU,SEV,,8500.0,34.0953521,-117.2348722,2020-01-02 13:55:00,5.0,1,L,0.6
T,C185,BML UUA /OV BML200025/TM 1635/FL050/TP C185/TB SEV 050-065,SEV 050-065,,5000.0,44.184539693348206,-71.37868887704306,2020-01-02 16:35:00,5.0,1,L,0.6
F,CRJ9,OTM UA /OV OTM180020/TM 1754/FL280/TP CRJ9/TB SEV 280-300/RM ZKCFDC/AF/FX,SEV 280-300,,28000.0,40.76743266663967,-92.444592,2020-01-02 17:54:00,5.0,1,U,0.6
T,CRJ9,OTM UUA /OV OTM180020/TM 1754/FL280/TP CRJ9/TB SEV 280-300/RM ZKCFDC/AF/FX,SEV 280-300,,28000.0,40.76743266663967,-92.444592,2020-01-02 17:54:00,5.0,1,U,0.6
T,C172,GIF UUA /OV ISM225016 /TM 1803 /FL035 /TP C172 /TB SEV 025-035,SEV 025-035,,3500.0,28.10142291816184,-81.65415583699873,2020-01-02 18:03:00,5.0,1,L,0.6
T,B712,AVP UUA /OV LVZ320030/TM 1941/FL240/TP B712/TB SEV 240-260,SEV 240-260,,24000.0,41.65305324639046,-76.11764200318534,2020-01-02 19:41:00,5.0,1,M,0.8
T,B752,JHW UUA /OV JHW/TM 1955/FL200/TP B752/TB SEV/RM NO DMG OR INJUR ZOB,SEV,,20000.0,42.15339,-79.25803,2020-01-02 19:55:00,5.0,1,M,0.8
T,B737,LFT UUA /OV LLA270025 /TM 2243 /FL320 /TP B737 /TB SEV FL320-330 /RM FM KZHU AWC-WEB:,SEV FL320-330,,32000.0,29.66,-92.84952974784127,2020-01-02 22:43:00,5.0,1,M,0.8
T,B737,LFT UUA /OV LLA270025 /TM 2243 /FL320 /TP B737 /TB SEV FL320-330 /RM FM KZHU AWC-WEB,SEV FL320-330,,32000.0,29.66,-92.84952974784127,2020-01-02 22:43:00,5.0,1,M,0.8
T,A320,BGR UUA /OV BGR160050/TM 0035/FL300/TP A320/TB SEV,SEV,,30000.0,44.02429938669641,-68.42638071006765,2020-01-03 00:35:00,5.0,1,M,0.8
T,E145,AVL UUA /OV SUG030012/TM 0218/FL160/TP E145/TB SEV/RM MOMENTARY LOSS OF CONTROL OF AC NO DAMAGE NO INJURIES,SEV,,16000.0,35.58321911038246,-82.14729469169303,2020-01-03 02:18:00,5.0,1,M,0.8
T,E135,STE UUA /OV STE/TM 0329/FL200/TP E135/TB SEV CAT 200,SEV CAT 200,,20000.0,44.54514,-89.53028,2020-01-03 03:29:00,5.0,1,M,0.8
T,B737,LAR UUA /OV MBW/TM 0435/FL280/TP B737/TB SEV/RM ZDV,SEV,,28000.0,41.85,-106.0,2020-01-03 04:35:00,5.0,1,M,0.8
T,P46T,DBQ UUA /OV DBQ345010/TM 0450/FL280/TP P46T/TB SEV,SEV,,28000.0,42.55935067772654,-90.7675607063083,2020-01-03 04:50:00,5.0,1,L,0.6
T,E145,FWA UUA /OV FWA180010/TM 1112/FL220/TP E145/TB SEV,SEV,,22000.0,40.81136983331984,-85.18713,2020-01-03 11:12:00,5.0,1,M,0.8
T,A306,ATL UUA /OV ATL320020/TM 1316/FL140/TP A306/TB SEV/RM DURC NO DAMAGE NO INJURIES ZTLFD,SEV,,14000.0,33.885468830926975,-84.6991529510936,2020-01-03 13:16:00,5.0,1,H,1.0
T,CRJ2,JXN UUA /OV JXN040013/TM 1734/FL230/TP CRJ2/TB SEV 230-250/RM DURC,SEV 230-250,,23000.0,42.42577974010253,-84.27120742917185,2020-01-03 17:34:00,5.0,1,M,0.8
T,E45X,ELM UUA /OV ULW/TM 1842/FL220/TP E45X/TB SEV/RM +/-40KTS NO DMG OR INJUR ZOB,SEV,,22000.0,42.09,-77.02,2020-01-03 18:42:00,5.0,1,M,0.8
F,C172,UUA /OV CYBW 359010 /TM 1845 /FL065 /TP C172 /TB MDT-SEV,MDT-SEV,,6500.0,51.26971478048345,-114.37907269699488,2020-01-03 18:45:00,5.0,1,L,0.6
T,S92,BVE UUA /OV LEV200130 /TM 1917 /FL040 /TP S92 /TB SEV /RM FM KZHU AWC-WEB,SEV,,4000.0,27.14383440541067,-90.9488262376648,2020-01-03 19:17:00,5.0,1,U,0.6
T,S92,BVE UUA /OV LEV200130 /TM 1917 /FL040 /TP S92 /TB SEV /RM FM KZHU AWC-WEB:,SEV,,4000.0,27.14383440541067,-90.9488262376648,2020-01-03 19:17:00,5.0,1,U,0.6
T,BE9T,LLQ UUA /OV LLQ270016/TM 2005/FL170/TP BE9T/TB SEV 170-180/RM ZME,SEV 170-180,,17000.0,33.64,-92.07033291520872,2020-01-03 20:05:00,5.0,1,L,0.6
F,C172,UUA /OV CYBW 315010 /TM 2030 /FL060 /TP C172 /TB SEV,SEV,,6000.0,51.22092067614885,-114.5621397004416,2020-01-03 20:30:00,5.0,1,L,0.6
T,TBM8,RMY UUA /OV LFD160050/TM 2045/FL180/TP TBM8/TB SEV 180-200,SEV 180-200,,18000.0,41.276859386696415,-84.38607880825467,2020-01-03 20:45:00,5.0,1,U,0.6
F,DH8D,UUA /OV CYOW 270030 /TM 2105 /FL200 /TP DH8D /TB SEV 200,SEV 200,,20000.0,45.3225,-76.38034830148752,2020-01-03 21:05:00,5.0,1,M,0.8
T,CRJ2,FWA UUA /OV FWA135010/TM 2144/FL158/TP CRJ2/TB SEV,SEV,,15800.0,40.86018932385115,-85.03101505119494,2020-01-03 21:44:00,5.0,1,M,0.8
T,CRJ2,FWA UUA /OV FWA145007/TM 2145/FL150/TP CRJ2/TB SEV 150-160,SEV 150-160,,15000.0,40.88247452050506,-85.09848610509557,2020-01-03 21:45:00,5.0,1,M,0.8
T,B764,JFK UUA /OV JFK180020 /TM 2243 /FL100 /TP B764 /TB SEV,SEV,,10000.0,40.30524966663967,-73.76222,2020-01-03 22:43:00,5.0,1,H,1.0
T,B757,ICT UUA /OV ICT360020/TM 0042/FL290/TP B757/TB SEV/RM ZKC FDC,SEV,,29000.0,37.98336033336033,-97.43,2020-01-04 00:42:00,5.0,1,M,0.8
F,CRJ7,IAD UA /OV KILMR/TM 0149/FL120/TP CRJ7/TB SEV/RM DURD 120-140,SEV,,12000.0,38.93484,-77.44728,2020-01-04 01:49:00,5.0,1,M,0.8
F,B737,UUA /OV YSC 310030 /TM 0216 /FL250 /TP B737 /TB SEV 250-265,SEV 250-265,,25000.0,45.75141983776749,-72.22583084376768,2020-01-04 02:16:00,5.0,1,M,0.8
F,E175,4I3 UA /OV APE360010/TM 0236/FL165/TP E175/TB SEV /RM NO INJ/DAM,SEV,,16500.0,40.316680166680165,-82.59,2020-01-04 02:36:00,5.0,1,U,0.6
T,E175,4I3 UUA /OV APE360010/TM 0236/FL165/TP E175/TB SEV /RM NO INJ/DAM,SEV,,16500.0,40.316680166680165,-82.59,2020-01-04 02:36:00,5.0,1,U,0.6
T,B767,DKK UUA /OV DKK360010/TM 0430/FL220/TP B767/TB SEV 220-230/RM REPORTED AS BODERLINE SEV,SEV 220-230,,22000.0,42.66002016668017,-79.27204,2020-01-04 04:30:00,5.0,1,H,1.0
F,B777,UUA /OV CYRM /TM 1015 /FL300 /TP B777 /TB SEV,SEV,,30000.0,52.43,-114.9,2020-01-04 10:15:00,5.0,1,H,1.0
F,CRJ9,CLT UA /OV 25NW CLT/TM 1232/FL070/TP CRJ9/TB SEV,SEV,,7000.0,35.46155954003702,-81.37214999341728,2020-01-04 12:32:00,5.0,1,U,0.6
T,H,JHW UUA /OV JHW035025/TM 1250/FL220/TP H/306/TB ALT 220-245 SEV TURB/RM NO INJURIES/ NO DAMAGE,ALT 220-245 SEV TURB,,22000.0,42.49473099819623,-78.93563263854648,2020-01-04 12:50:00,5.0,1,L,0.6
T,B737,VCT UUA /OV VCT045020 /TM 1257 /FL270 /TP B737 /TB SEV 240-270 /RM FM ZHU AWC-WEB,SEV 240-270,,27000.0,29.097121352297695,-96.66114714899622,2020-01-04 12:57:00,5.0,1,M,0.8
