URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
T,M20C,SLC UUA /OV SLC150012/TM 2359/FL095/TP M20C/TB SEV 085-100/RM VFR SOUTHBOUND,SEV 085-100,,9500.0,40.60678088961754,-111.83792782669924,2020-09-08 23:59:00+00:00,5.0,1,0,L,0.6
F,P28A,SMO UA /OV SBA-SMO /TM 0039 /FL055 /TP P28A /TB NEG,NEG,,5500.0,34.223555000000005,-119.145345,2020-09-19 00:39:00+00:00,0.0,0,0,L,0.6
T,BE20,MRI UUA /OV MRI160009/TM 2247/FL012/TP BE20/TB CONT SEV,CONT SEV,,1200.0,61.06903468960535,-149.7334653237387,2020-09-17 22:47:00+00:00,5.0,1,0,M,0.8
F,B752,JVL UA /OV JVL/TM 1137/FL340/TP B752/TB NEG,NEG,,34000.0,42.62025,-89.04156,2020-09-17 11:37:00+00:00,0.0,0,0,M,0.8
T,PC12,CTY UUA /OV CTY/TM 2212/FL270/TP PC12/TB SEV CHOP/RM NO INJURIES NO DAMAGE,SEV CHOP,,27000.0,29.63553,-83.10475,2020-09-27 22:12:00+00:00,5.0,1,0,L,0.6
T,G145,XNA UUA /OV RZC225027/TM 2015/FL215/TP G145/TB SEV/RM ZME,SEV,,21500.0,35.9317761743981,-94.51460097310832,2020-09-28 20:15:00+00:00,5.0,1,0,U,0.6
T,P28A,MCW UUA /OV MCW/TM 1355/FL050/TP P28A/TB OCNL EXTRM/RM CORRECTION OCNL EXTRM,OCNL EXTRM,,5000.0,43.154383,-93.326097,2020-09-28 13:55:00+00:00,7.0,1,0,L,0.6
F,P28A,HQM UA /OV AST320035 /TM 1741 /FL065 /TP P28A /WV 05020KT /TB NEG,NEG,,6500.0,46.603795454122206,-124.42385619603073,2020-09-28 17:41:00+00:00,0.0,0,0,L,0.6
T,B763,4CR UUA /OV CNX/TM 0545/FL370/TP B763/TB SEV/RM +700FT -ZAB/FDCS,SEV,,37000.0,34.37,-105.68,2020-09-02 05:45:00+00:00,5.0,1,0,H,1.0
F,A321,DSM UA /OV DSM170040/TM 2120/FL320/TP A321/TB NEG 320,NEG 320,,32000.0,40.87735831832001,-93.49845121966968,2020-09-02 21:20:00+00:00,0.0,0,0,M,0.8
F,SF50,DBQ UA /OV PLL166020/TM 2155/FL280/TP SF50/TB NEG,NEG,,28000.0,41.64654189323053,-89.41152966040862,2020-09-27 21:55:00+00:00,0.0,0,0,U,0.6
F,BL8,BIG UA /OV BIG091048 /TM 1845 /FL045 /TP BL8 /SK SCT050/BKN080 /WX FV99SM /WV 27020KT /TB OCNL LGT /RM 20G30KT SHRA OR SHSN OV MOUNTAINS TO THE S (AKFSS,OCNL LGT,,4500.0,63.97603694393311,-143.89584526092122,2020-09-17 18:45:00+00:00,1.0,0,0,L,0.6
F,R44,EAT UA /OV KEAT /TM 2207 /FL040 /TP R44 /WV 27020KT /TB NEG,NEG,,4000.0,47.399,-120.207,2020-09-19 22:07:00+00:00,0.0,0,0,L,0.6
T,C56X,LAL UUA /OV LAL080018/TM 1724/FL240/TP C56X/TB SEV,SEV,,24000.0,28.041018672955012,-81.68395816521343,2020-09-13 17:24:00+00:00,5.0,1,1,M,0.8
F,C750,LSE UA /OV ODI/TM 1902/FL410/TP C750/TB NEG 410,NEG 410,,41000.0,43.91,-91.47,2020-09-26 19:02:00+00:00,0.0,0,0,M,0.8
T,C25A,ITR UUA /OV ITR/TM 0020/FL290/TP C25A/TB SEV/RM ZDV,SEV,,29000.0,39.2425,-102.28539,2020-09-28 00:20:00+00:00,5.0,1,0,L,0.6
F,A321,EAU UA /OV EAU/TM 1355/FL200/TP A321/TB NEG/RM DURD,NEG,,20000.0,44.8658,-91.48426,2020-09-02 13:55:00+00:00,0.0,0,0,M,0.8
