label,issue,expire,fl_low,fl_high,polygon
ECHO 2,2021-04-01 00:30:00+00:00,2021-04-01 04:30:00+00:00,28000.0,37000.0,"POLYGON ((-131.45 45.3, -132.15 37.3, -135.3 37.3, -135.15 45.15, -131.45 45.3))"
2E,2021-04-01 00:55:00+00:00,2021-04-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-75.18799033464155 37.73473849344333, -74.74400132292926 36.88111767841492, -80.68617845248335 31.04326247893941, -81.2599073414579 31.85250184019409, -80.26366398338948 34.228520994242764, -75.18799033464155 37.73473849344333))"
1E,2021-04-01 00:55:00+00:00,2021-04-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-80.81619450344027 29.914497914051633, -80.43442472127845 26.806917804688183, -81.59405082629479 26.529879413994006, -81.68232023584244 29.298780093543147, -80.81619450344027 29.914497914051633))"
3E,2021-04-01 00:55:00+00:00,2021-04-01 02:55:00+00:00,0.0,41000.0,"POLYGON ((-83.16189236791696 33.09796416704293, -81.58246043037765 31.993147265979847, -83.30587754700232 30.13401911025411, -87.85069193788175 29.660476257162006, -86.420833433627 31.36400668781387, -83.16189236791696 33.09796416704293))"
7E,2021-04-01 01:55:00+00:00,2021-04-01 03:55:00+00:00,,,"POLYGON ((-75.27482328856993 38.27916333262224, -77.48169367012142 34.54075106793568, -78.06705022199802 34.17922197132155, -75.85091193161055 36.27681171479072, -77.46125514144506 34.55747244837419, -75.08856403328949 38.20631081157887, -75.83076857872693 36.30874482595394, -78.17214571415852 34.34938347556837, -77.58678916228192 34.7109125721825, -77.60722769095827 34.69419119174399, -75.99688448112376 36.41353045816052, -76.01702783400738 36.38159734699731, -75.27482328856993 38.27916333262224))"
4E,2021-04-01 01:55:00+00:00,2021-04-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-80.16067255454587 30.33307326431446, -80.14326693490337 27.552235232348945, -81.26375746908798 26.72006998443853, -81.28972327358665 29.878700770027603, -80.16067255454587 30.33307326431446))"
5E,2021-04-01 01:55:00+00:00,2021-04-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-79.17439951688142 34.39501818957229, -78.48536026438978 33.837322534118606, -80.26630783981624 30.776715557400117, -81.11 32.16, -79.17439951688142 34.39501818957229))"
6E,2021-04-01 01:55:00+00:00,2021-04-01 03:55:00+00:00,0.0,39000.0,"POLYGON ((-84.66006457962025 30.510283638027627, -84.35 30.110858121158206, -85.85278918228488 30.111781474355727, -85.83820653839693 30.827278628883064, -84.66006457962025 30.510283638027627))"
11E,2021-04-01 02:55:00+00:00,2021-04-01 04:55:00+00:00,,,"POLYGON ((-74.9448443199282 38.17713423124299, -75.88738236855865 36.17379482599065, -75.82856255112904 36.22607689401332, -76.3699874151028 36.04532965722824, -76.40994456399629 36.02026222793943, -78.08484239570775 34.30129329976334, -75.70641132336353 36.08865094305719, -74.76387327473307 38.09199034830952, -76.3066560047669 35.85562163824944, -75.76523114079313 36.03636887503452, -77.94159668758486 34.16172013936215, -76.2666988558734 35.88068906753825, -74.9448443199282 38.17713423124299))"
8E,2021-04-01 02:55:00+00:00,2021-04-01 04:55:00+00:00,0.0,45000.0,"POLYGON ((-79.77520385406847 30.328550203727264, -79.8221676335047 28.26660028191138, -80.80475445520202 26.26961929413895, -81.38432146387322 26.882375296332857, -80.742178483016 30.06802033033751, -79.77520385406847 30.328550203727264))"
