label,issue,expire,fl_low,fl_high,polygon
5E,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,40000.0,"POLYGON ((-80.95519553633221 38.906880597650655, -79.481431257835 37.71087018059143, -83.87564033791631 35.16921147179629, -85.15 35.62547582294558, -81.60335283717043 38.749224575848025, -80.95519553633221 38.906880597650655))"
8E,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-83.47895231373893 44.29626054923379, -82.08073951182203 43.9699262252807, -82.39816648795347 43.02426657659022, -83.74 43.30273791147279, -83.47895231373893 44.29626054923379))"
12E,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-82.35914591264499 34.67632171374924, -81.87793342270881 33.47439800742861, -83.26844907484815 33.45794791023677, -83.45430762327618 34.39249289424904, -82.35914591264499 34.67632171374924))"
5C,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-100.56925814846686 37.61248073608352, -99.37438886261234 37.46653735327298, -101.40465462937684 35.75088713937261, -102.21987839384829 35.75918147647325, -102.57649637475797 36.432090705902894, -100.56925814846686 37.61248073608352))"
2C,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-96.12159224751002 46.7476891675276, -89.99746382619554 44.70649672323418, -91.14470137478625 43.67425621226293, -97.78785411008795 42.46646254687813, -99.36195560288712 42.75928820808585, -96.12159224751002 46.7476891675276))"
1C,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-94.70683342072239 42.481910283524115, -93.01770215714018 41.90883869268503, -93.20974347532565 40.59891687122309, -96.79975396247082 38.00209877479093, -101.51206247298504 38.17208297543746, -94.70683342072239 42.481910283524115))"
1W,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,44000.0,"POLYGON ((-112.6180416679229 33.42856498114175, -111.5999265533487 31.5099252864289, -115.1472138884357 32.57781027077064, -114.6 33.269106867209175, -112.6180416679229 33.42856498114175))"
2E,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,37000.0,"POLYGON ((-80.82 40.453712818262694, -79.80655192755513 40.52261422599058, -80.1 39.488283757683575, -80.96392286138914 39.752778534815405, -80.82 40.453712818262694))"
3E,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,42000.0,"POLYGON ((-82.33196224871824 28.216243808698113, -81.5722851958344 28.33534824058018, -81.55107457835348 26.734271308487628, -82.55 26.966287181737318, -82.33196224871824 28.216243808698113))"
4E,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,37000.0,"POLYGON ((-75.39092537030233 40.04537363582763, -74.45523811985984 39.210142532477526, -75.19347391097322 38.79265604817287, -76.04323793470965 39.49624131133984, -75.39092537030233 40.04537363582763))"
7E,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-84.89170109160077 32.93894592447128, -81.31689326278378 30.740556550058493, -80.85489430572896 29.834022092858287, -82.38492720721456 29.598342204754644, -87.1582415177413 31.238030285347172, -84.89170109160077 32.93894592447128))"
9E,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,35000.0,"POLYGON ((-75.29329904058915 44.499650783940986, -74.72 44.18714530289554, -75.09541349850004 43.486654399540704, -76.2 43.88285469710447, -75.29329904058915 44.499650783940986))"
11E,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,35000.0,"POLYGON ((-70.29705263073048 44.8311134107298, -69.90016873350139 43.93895196036754, -70.79375276293852 43.37452790533432, -71.64489433187573 44.0871730533411, -70.29705263073048 44.8311134107298))"
6E,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,39000.0,"POLYGON ((-73.37544534002218 43.80962904453628, -72.45 43.511716242316425, -72.70265023282545 40.919367581618566, -73.23448116691 40.219850731982724, -75.29930127953395 40.579375125292366, -73.37544534002218 43.80962904453628))"
1E,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-87.47737321235483 38.46392768136429, -86.26097171185161 38.31933736247136, -86.23126785653027 37.33051618193946, -87.62022413873697 37.66278493712172, -87.47737321235483 38.46392768136429))"
10E,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-76.88896842239775 33.52826027566458, -76.69680370748752 31.94017464209455, -78.30235113780265 32.269394494928285, -76.88896842239775 33.52826027566458))"
3C,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-100.54137229480564 36.11687635938062, -100.29 35.237425636525366, -101.46288167291829 35.28987090615529, -101.64 35.86828375768358, -100.54137229480564 36.11687635938062))"
4C,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-105.14 34.937145302895516, -103.80207226401325 34.77913353408629, -102.53276853206532 30.014266797684222, -103.95 29.288003424053745, -105.9652423147337 31.93026253250801, -105.14 34.937145302895516))"
2W,2024-08-01 00:55:00+00:00,2024-08-01 02:55:00+00:00,0.0,42000.0,"POLYGON ((-107.19598496790803 35.34610207006979, -106.65697655634787 34.98456604853597, -107.91745240924253 33.05707275365946, -109.26 32.848283757683575, -109.14 34.13085812115821, -107.19598496790803 35.34610207006979))"
DELTA 1,2024-08-01 01:20:00+00:00,2024-08-01 05:20:00+00:00,0.0,49000.0,"POLYGON ((-66.3 17.45, -64.45 17.3, -64 15, -65 15, -65 15, -66.15 15.3, -66.3 17.45))"
LIMA 7,2024-08-01 01:20:00+00:00,2024-08-01 05:20:00+00:00,,,"POLYGON ((-71 26.3, -57.15 21.45, -57 18, -62 18, -69 20.3, -71 26.3))"
ALFA 7,2024-08-01 01:30:00+00:00,2024-08-01 05:30:00+00:00,0.0,45000.0,"POLYGON ((-64.15 40.3, -62.15 36.3, -69 32.45, -71.15 37.15, -64.15 40.3))"
25E,2024-08-01 01:55:00+00:00,2024-08-01 03:55:00+00:00,0.0,39000.0,"POLYGON ((-80.89295092769115 39.16198947379283, -80.1 38.57726208852722, -80.292875416832 37.089269564684045, -81.50961417472855 37.90669235203446, -80.89295092769115 39.16198947379283))"
16E,2024-08-01 01:55:00+00:00,2024-08-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-76.02243555084308 33.699426699793655, -75.10928185556631 33.36391611371047, -76.74368634706377 32.03923455358845, -78.04244026577516 32.173763670293084, -76.02243555084308 33.699426699793655))"
17E,2024-08-01 01:55:00+00:00,2024-08-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-80.88728189785398 38.65268520873533, -79.64405812365678 38.01784094918022, -82.24337273829825 35.64441769540652, -84.23837307613235 35.014740996347896, -85.15 35.62547582294558, -80.88728189785398 38.65268520873533))"
21E,2024-08-01 01:55:00+00:00,2024-08-01 03:55:00+00:00,0.0,35000.0,"POLYGON ((-73.26087983101733 43.49891108719061, -72.26488462420694 43.217957214674215, -73.03570962037557 42.5543039533695, -73.8 43.08273791147279, -73.26087983101733 43.49891108719061))"
13E,2024-08-01 01:55:00+00:00,2024-08-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-87.6580020013532 38.72075875392721, -85.87995075976357 38.33490056036163, -86.44 37.26273791147278, -87.9550371158813 37.99350575617568, -87.6580020013532 38.72075875392721))"
22E,2024-08-01 01:55:00+00:00,2024-08-01 03:55:00+00:00,0.0,39000.0,"POLYGON ((-70.2776208665951 44.831353799245804, -69.69114939250154 44.24883502918434, -70.61 43.76273791147278, -71.29191778811695 44.084150682736826, -70.2776208665951 44.831353799245804))"
23E,2024-08-01 01:55:00+00:00,2024-08-01 03:55:00+00:00,0.0,40000.0,"POLYGON ((-68.79564651424269 41.65542942224836, -68.60808196405806 40.825551519565714, -69.61130824364902 40.510712188676514, -69.94547883899327 41.12626417738212, -68.79564651424269 41.65542942224836))"
