label,issue,expire,fl_low,fl_high,polygon
GOLF 4,2025-09-01 00:35:00+00:00,2025-09-01 04:35:00+00:00,0.0,36000.0,"POLYGON ((-147 43.3, -143 40.45, -147 36, -152.15 35.45, -152.15 40.15, -147 43.3))"
1C,2025-09-01 00:55:00+00:00,2025-09-01 02:55:00+00:00,0.0,36000.0,"POLYGON ((-104.16307404340697 49.070774411352, -105.4417103879288 46.02594709414887, -106.61606252196069 46.18706182632793, -106.14491244475408 48.98751545986747, -104.16307404340697 49.070774411352))"
2C,2025-09-01 00:55:00+00:00,2025-09-01 02:55:00+00:00,0.0,32000.0,"POLYGON ((-102.42681333429991 45.077820101802196, -101.06916033479058 44.887147651575724, -101.44210890212847 44.0007984374361, -102.15926186620929 43.72216869164239, -102.42681333429991 45.077820101802196))"
3C,2025-09-01 00:55:00+00:00,2025-09-01 02:55:00+00:00,0.0,37000.0,"POLYGON ((-98.46045949068382 45.266259360493386, -94.14326020207046 43.675340861728806, -93.81317363609762 42.256086160325644, -99.18369329458957 43.15539279488114, -98.46045949068382 45.266259360493386))"
4C,2025-09-01 00:55:00+00:00,2025-09-01 02:55:00+00:00,0.0,35000.0,"POLYGON ((-96.36375426819248 40.08225758323625, -95.81475270641053 39.28505953289656, -98.32988243612536 38.33583614445982, -99.43306934821706 39.51195578775288, -96.36375426819248 40.08225758323625))"
5C,2025-09-01 00:55:00+00:00,2025-09-01 02:55:00+00:00,0.0,33000.0,"POLYGON ((-100.5353267996363 37.85617295886651, -100.14699371461766 37.7275603663689, -100.34473040215371 37.03835951549176, -101.13017242014628 37.3473022803483, -100.5353267996363 37.85617295886651))"
6C,2025-09-01 00:55:00+00:00,2025-09-01 02:55:00+00:00,0.0,34000.0,"POLYGON ((-96.69572237042755 37.040839353198294, -94.35956735928576 32.95980087922701, -97.04 32.37089313279082, -98.21301177871322 36.58492398265086, -96.69572237042755 37.040839353198294))"
7C,2025-09-01 00:55:00+00:00,2025-09-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-102.19 32.50910686720918, -96.31099318140777 30.832926542824385, -98.16876115196087 29.02486242619867, -103.36730441863041 29.069070318372592, -105.10610886694528 30.29491902146374, -102.19 32.50910686720918))"
8C,2025-09-01 00:55:00+00:00,2025-09-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-97.12067642780897 29.463423173109778, -96.23748108441171 28.606275772737504, -97.72654322250287 27.284884539101476, -98.46 28.475417309845252, -97.12067642780897 29.463423173109778))"
9C,2025-09-01 00:55:00+00:00,2025-09-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-91.8434001766788 30.008310933543626, -92.19685027122722 28.399676889285463, -94.39425047683054 28.04616856105403, -95.35 29.12815522131804, -94.07186867438337 30.136494069969416, -91.8434001766788 30.008310933543626))"
1E,2025-09-01 00:55:00+00:00,2025-09-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-78.0819286218926 30.3481669607459, -79.444141645063 23.953169938557586, -83.14679317876859 24.07469221014595, -83.41314469046507 27.079012327272654, -78.0819286218926 30.3481669607459))"
1W,2025-09-01 00:55:00+00:00,2025-09-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-107.04 38.6163689557364, -103.6 36.01184477868196, -105.49683242450126 31.81760199578816, -110.5373327339606 31.330929419644484, -110.8 34.06178626558165, -107.04 38.6163689557364))"
2W,2025-09-01 00:55:00+00:00,2025-09-01 02:55:00+00:00,0.0,38000.0,"POLYGON ((-116.08000000000001 48.668155221318045, -114.71326600476165 48.561695066974586, -114.91181280632442 47.45763102323195, -116.10577706852716 47.58643178619275, -116.08000000000001 48.668155221318045))"
ALFA 5,2025-09-01 01:00:00+00:00,2025-09-01 05:00:00+00:00,0.0,54000.0,"POLYGON ((-125.15 12.3, -121 11.45, -121.15 8.45, -140 7.45, -139.45 11, -125.15 12.3))"
INDIA 2,2025-09-01 01:10:00+00:00,2025-09-01 05:10:00+00:00,0.0,33000.0,"POLYGON ((-47.3 35.3, -47.3 28.45, -50.3 28, -53 32.3, -47.3 35.3))"
BRAVO 15,2025-09-01 01:30:00+00:00,2025-09-01 05:30:00+00:00,0.0,46000.0,"POLYGON ((-74.45 26.3, -73.45 23.3, -75.3 22, -78.45 24.3, -78.15 26.15, -74.45 26.3))"
LIMA 47,2025-09-01 01:30:00+00:00,2025-09-01 05:30:00+00:00,0.0,49000.0,"POLYGON ((-65 39.15, -57.15 39, -62 31.15, -68.3 33.15, -65 39.15))"
10C,2025-09-01 01:55:00+00:00,2025-09-01 03:55:00+00:00,0.0,38000.0,"POLYGON ((-105.55581208747374 48.920891508920796, -103.58 48.98184477868196, -103.95719680525072 47.5345580808571, -105.93017489047317 47.7472997661736, -105.55581208747374 48.920891508920796))"
11C,2025-09-01 01:55:00+00:00,2025-09-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-102.3508365751586 44.44867750701674, -101.32400063051544 44.384089091098524, -101.46136540063348 43.006294387347445, -103.01 43.148155221318035, -102.3508365751586 44.44867750701674))"
12C,2025-09-01 01:55:00+00:00,2025-09-01 03:55:00+00:00,0.0,42000.0,"POLYGON ((-98.37 45.42, -95.6215811903356 44.11601976854153, -96.13471944203367 43.177613754538115, -97.85311115081055 42.7216298883494, -99.18401314878406 43.67996850265145, -98.37 45.42))"
13C,2025-09-01 01:55:00+00:00,2025-09-01 03:55:00+00:00,0.0,30000.0,"POLYGON ((-96.21 40.2, -95.79787196114445 39.43074057096752, -98.94892829220127 38.187771245522406, -98.83160402733073 39.69733105447769, -96.21 40.2))"
14C,2025-09-01 01:55:00+00:00,2025-09-01 03:55:00+00:00,0.0,34000.0,"POLYGON ((-99.76001370349837 37.597678381640954, -99.4808474570229 37.10786330182102, -100.7321561151124 36.57864742802027, -101.2656761437705 37.27491487799064, -99.76001370349837 37.597678381640954))"
15C,2025-09-01 01:55:00+00:00,2025-09-01 03:55:00+00:00,0.0,36000.0,"POLYGON ((-96.22933034349631 36.552120484636866, -94.52256747384183 32.880910526810865, -97.04 32.204524177054424, -98.49392398002054 36.53962901044764, -96.22933034349631 36.552120484636866))"
16C,2025-09-01 01:55:00+00:00,2025-09-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-102.55303404780884 32.13681644489905, -96.95145801990715 30.378725631603032, -99.15536050103594 27.24446869810782, -104.47196410991613 31.3748989476661, -102.55303404780884 32.13681644489905))"
17C,2025-09-01 01:55:00+00:00,2025-09-01 03:55:00+00:00,0.0,37000.0,"POLYGON ((-92.72524487579734 30.139439034548282, -90.23458599967151 29.062292101762505, -90.53366277448461 28.25707270258019, -93.54766539449795 29.217044952265425, -92.72524487579734 30.139439034548282))"
3W,2025-09-01 01:55:00+00:00,2025-09-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-105.98083883768302 37.65730106398673, -103.67804210254239 35.33367985968133, -105.91871643724731 31.692156311963327, -110.91 31.26815522131804, -110.8 34.06178626558165, -105.98083883768302 37.65730106398673))"
4W,2025-09-01 01:55:00+00:00,2025-09-01 03:55:00+00:00,0.0,38000.0,"POLYGON ((-115.6927265360814 48.884528047598145, -113.69500976832612 48.97751581819096, -113.802370907564 47.59455677916645, -115.40393103202796 47.45973677360839, -115.6927265360814 48.884528047598145))"
5W,2025-09-01 01:55:00+00:00,2025-09-01 03:55:00+00:00,0.0,33000.0,"POLYGON ((-118.50228246427531 48.94010127098074, -117.15136459742787 48.78915578496535, -117.87653825940721 47.55973584962319, -119.07097596552201 47.61475323536116, -118.50228246427531 48.94010127098074))"
2E,2025-09-01 01:55:00+00:00,2025-09-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-78.05829211406056 29.265312143249012, -79.444141645063 23.953169938557586, -83.14679317876859 24.07469221014595, -83.6582426741821 25.817390278613956, -82.82450569805664 28.217334330382286, -78.05829211406056 29.265312143249012))"
FOXTROT 5,2025-09-01 02:00:00+00:00,2025-09-01 06:00:00+00:00,0.0,47000.0,"POLYGON ((-168.15 42.15, 167.45 33, 168 30.15, -168.15 39.15, -168.15 42.15))"
3E,2025-09-01 02:55:00+00:00,2025-09-01 04:55:00+00:00,0.0,45000.0,"POLYGON ((-78.0819286218926 30.3481669607459, -79.444141645063 23.953169938557586, -83.14679317876859 24.07469221014595, -82.68 27.91, -81.25645509730782 29.607329850298168, -78.0819286218926 30.3481669607459))"
18C,2025-09-01 02:55:00+00:00,2025-09-01 04:55:00+00:00,0.0,38000.0,"POLYGON ((-102.50731459669713 48.8509037935655, -103.58 47.48452417705443, -105.7572084040494 47.628466294139, -105.37386091084502 49.036724003553964, -102.50731459669713 48.8509037935655))"
19C,2025-09-01 02:55:00+00:00,2025-09-01 04:55:00+00:00,0.0,45000.0,"POLYGON ((-102.15193310164798 44.23146475589418, -101.01662215460743 44.13212318423866, -100.95941574564564 43.271786148773295, -102.57324509170037 43.21063701635652, -102.15193310164798 44.23146475589418))"
20C,2025-09-01 02:55:00+00:00,2025-09-01 04:55:00+00:00,0.0,42000.0,"POLYGON ((-98.87596844980204 45.77180967675428, -95.77404654637378 44.277186594899824, -96.29509771719522 43.296049537978774, -97.64283490359577 42.78358170104823, -99.50674866127301 43.91756624633237, -98.87596844980204 45.77180967675428))"
21C,2025-09-01 02:55:00+00:00,2025-09-01 04:55:00+00:00,0.0,30000.0,"POLYGON ((-96.61171969689427 40.071971730078126, -96.21 39.368155221318055, -98.8423831518311 37.7432677027057, -98.94087534536253 39.25289348907591, -96.61171969689427 40.071971730078126))"
22C,2025-09-01 02:55:00+00:00,2025-09-01 04:55:00+00:00,0.0,36000.0,"POLYGON ((-95.03313513848774 34.59304849848453, -95.11468270533503 32.54680817755604, -97.45853024888417 32.51638078898611, -98.28060329768611 34.604433052536315, -95.03313513848774 34.59304849848453))"
23C,2025-09-01 02:55:00+00:00,2025-09-01 04:55:00+00:00,0.0,45000.0,"POLYGON ((-102.93810216928784 32.484463205926325, -96.95145801990715 30.378725631603032, -99.15536050103594 27.24446869810782, -104.90950567417596 31.81265647901546, -102.93810216928784 32.484463205926325))"
6W,2025-09-01 02:55:00+00:00,2025-09-01 04:55:00+00:00,0.0,45000.0,"POLYGON ((-111.10880422726494 34.44478829386348, -107.8303659087498 33.08778687730869, -106.55619354233345 31.584420429311066, -110.91 31.26815522131804, -111.10880422726494 34.44478829386348))"
7W,2025-09-01 02:55:00+00:00,2025-09-01 04:55:00+00:00,0.0,38000.0,"POLYGON ((-115.18507095421619 48.90831403297559, -113.0572734639186 48.884528047598145, -113.135226543827 47.4993756847764, -115.19422293147285 47.58643178619275, -115.18507095421619 48.90831403297559))"
8W,2025-09-01 02:55:00+00:00,2025-09-01 04:55:00+00:00,0.0,33000.0,"POLYGON ((-116.79765094775054 49.02720186321011, -117.07367571141518 46.63640884650392, -119.40216873967623 46.46760148067065, -118.50228246427531 48.94010127098074, -116.79765094775054 49.02720186321011))"
9W,2025-09-01 02:55:00+00:00,2025-09-01 04:55:00+00:00,0.0,42000.0,"POLYGON ((-104.35456901420822 35.432329150294336, -103.7689686731065 34.17814746467652, -105.17074199895306 33.147784107356394, -106.43479875594133 34.270865167322846, -104.35456901420822 35.432329150294336))"
NOVEMBER 3,2025-09-01 03:06:00+00:00,2025-09-01 07:00:00+00:00,0.0,54000.0,"POLYGON ((134.3 19.15, 142.45 15.45, 140.3 12.15, 133.45 13.15, 132.15 18, 134.3 19.15))"
OSCAR 2,2025-09-01 03:07:00+00:00,2025-09-01 07:05:00+00:00,0.0,53000.0,"POLYGON ((147.15 16.45, 150.45 19.15, 152.3 16.3, 153 12.3, 149.3 13.3, 147.15 16.45))"
PAPA 1,2025-09-01 03:27:00+00:00,2025-09-01 07:25:00+00:00,0.0,45000.0,"POLYGON ((171.3 25.45, 175.15 25.3, 173 21.45, 167.3 19, 166.15 20.3, 170.45 23.45, 171.3 25.45))"
24C,2025-09-01 03:55:00+00:00,2025-09-01 05:55:00+00:00,0.0,37000.0,"POLYGON ((-102.36504910133425 48.960884473654744, -102.99505226342376 46.92344629730222, -105.3867212641212 47.300862937665734, -104.65268540330287 48.8509037935655, -102.36504910133425 48.960884473654744))"
25C,2025-09-01 03:55:00+00:00,2025-09-01 05:55:00+00:00,0.0,42000.0,"POLYGON ((-102.36713377704365 44.16920151059579, -101.01662215460743 44.13212318423866, -101.11946417350333 42.56445345412989, -102.9592986761308 42.81106330888244, -102.36713377704365 44.16920151059579))"
26C,2025-09-01 03:55:00+00:00,2025-09-01 05:55:00+00:00,0.0,34000.0,"POLYGON ((-95.78000000000002 34.350893132790816, -94.38634529539391 32.29214430580634, -97.2662348243079 32.40868157310378, -97.72884994172492 34.399733526641995, -95.78000000000002 34.350893132790816))"
27C,2025-09-01 03:55:00+00:00,2025-09-01 05:55:00+00:00,0.0,45000.0,"POLYGON ((-103.9370801774609 32.456303459482406, -98.75481726216897 30.254493428529763, -100.47954528520262 28.74486603371117, -104.84300846170056 30.615302008725454, -103.9370801774609 32.456303459482406))"
4E,2025-09-01 03:55:00+00:00,2025-09-01 05:55:00+00:00,0.0,45000.0,"POLYGON ((-80.79946739632095 30.083412642324504, -77.86765492547005 29.260842426016588, -80.28 24.635417309845252, -83.14679317876859 24.07469221014595, -82.68 27.91, -80.79946739632095 30.083412642324504))"
10W,2025-09-01 03:55:00+00:00,2025-09-01 05:55:00+00:00,0.0,36000.0,"POLYGON ((-116.79765094775054 49.02720186321011, -118.27751975380572 45.88908995873702, -119.8243040940348 45.95126600806553, -118.50228246427531 48.94010127098074, -116.79765094775054 49.02720186321011))"
11W,2025-09-01 03:55:00+00:00,2025-09-01 05:55:00+00:00,0.0,32000.0,"POLYGON ((-110.72416366697784 33.8689372720829, -107.1282204342989 32.97249795912781, -106.64128356275269 31.692156311963327, -110.91 31.26815522131804, -110.72416366697784 33.8689372720829))"
12W,2025-09-01 03:55:00+00:00,2025-09-01 05:55:00+00:00,0.0,40000.0,"POLYGON ((-103.80354747060956 35.17982973767608, -103.14676253323326 33.884796373472774, -105.04074452348908 32.98636818345616, -105.96526375356827 34.33115120234017, -103.80354747060956 35.17982973767608))"
GOLF 5,2025-09-01 04:00:00+00:00,2025-09-01 08:00:00+00:00,0.0,40000.0,"POLYGON ((-146.15 44, -142 40, -147 34.45, -152.45 35.15, -154 40, -151 43.3, -146.15 44))"
14W,2025-09-01 04:55:00+00:00,2025-09-01 06:55:00+00:00,0.0,36000.0,"POLYGON ((-117.87351575558549 49.03540980235599, -116.8103988878595 47.61761441285078, -116.97041132910913 47.497631002975346, -118.0335281968351 48.91542639248056, -117.87351575558549 49.03540980235599))"
15W,2025-09-01 04:55:00+00:00,2025-09-01 06:55:00+00:00,0.0,42000.0,"POLYGON ((-109.85027479035762 32.26862734526919, -109.26 31.27178626558165, -110.91 31.26815522131804, -109.85027479035762 32.26862734526919))"
28C,2025-09-01 04:55:00+00:00,2025-09-01 06:55:00+00:00,0.0,40000.0,"POLYGON ((-105.61515586247744 34.15952525366143, -103.7689686731065 34.17814746467652, -104.99773176118931 32.57090283592643, -105.61515586247744 34.15952525366143))"
29C,2025-09-01 04:55:00+00:00,2025-09-01 06:55:00+00:00,0.0,45000.0,"POLYGON ((-104.21948059165639 31.86624586750035, -103.05913571366466 31.80620534293249, -102.433994757914 30.478289694691373, -104.3353814557686 30.299435421134067, -104.21948059165639 31.86624586750035))"
30C,2025-09-01 04:55:00+00:00,2025-09-01 06:55:00+00:00,0.0,42000.0,"POLYGON ((-96.6181247357163 33.2222144348305, -95.73540571771392 32.41616501731253, -97.59730707891978 32.39820072692072, -97.95829739608767 33.18498112909956, -96.6181247357163 33.2222144348305))"
5E,2025-09-01 04:55:00+00:00,2025-09-01 06:55:00+00:00,0.0,45000.0,"POLYGON ((-79.69293906116516 29.80185252100621, -77.48643305532741 29.25109171317084, -79.27005623616982 28.120319361713236, -80.91922523731823 29.299864453356463, -79.69293906116516 29.80185252100621))"
