URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
T,DH8D,PSC UUA /OV PSC320020/TM 0106/FL151/TP DH8D/TB SEV 151-150,SEV 151-150,,15100.0,46.52005883092698,-119.42898409628116,2019-08-09 01:06:00+00:00,5.0,1,0,M,0.8
T,A321,ACY UUA /OV VCN/TM 1732/FL090/TP A321/TB SEV,SEV,,9000.0,39.54,-74.97,2019-08-03 17:32:00+00:00,5.0,1,0,M,0.8
F,B788,EMP UA /OV EMP120015/TM 2247/FL370/TP B788/TB LGT 370/RM ZKC FDC,LGT 370,,37000.0,38.20554987498987,-95.91369848326497,2019-08-09 22:47:00+00:00,1.0,0,0,U,0.6
T,B737,IAH UUA /OV IAH180200 /TM 2000 /FL370 /TP B737 /TB SEV /RM FM ZHU AWC-WEB:,SEV,,37000.0,26.650826666396668,-95.34144,2019-08-21 20:00:00+00:00,5.0,1,0,M,0.8
F,C550,CRG UA /OV CRG /TM 2024 /FL410 /TP C550 /SK SKC /TA M38 /TB NEG /RM SMOOTH,NEG,,41000.0,30.3361,-81.5147,2019-08-03 20:24:00+00:00,0.0,0,0,L,0.6
F,C172,ATL UA /OV WDR/TM 1941/FL040/TP C172/SK BASES 040 /TB NEG,NEG,,4000.0,33.98286,-83.66742,2019-08-26 19:41:00+00:00,0.0,0,0,L,0.6
F,B737,SAD UA /OV SSO090040 /TM 0115 /FL410 /TP B737 /TB INTER LGT CHOP/RM AWC-WEB:,INTER LGT CHOP,,41000.0,32.27,-108.4714867645182,2019-08-28 01:15:00+00:00,1.0,0,1,M,0.8
T,C56X,MLB UUA /OV MLB060220/TM 1240/FL410/TP C56X/TB SEV,SEV,,41000.0,29.936231833481838,-77.04513715584761,2019-08-25 12:40:00+00:00,5.0,1,1,M,0.8
F,A330,UUA /OV CYMM 045100 /TM 2212 /FL360 /TP A330 /TB MDT-SEV,MDT-SEV,,36000.0,57.8319067614885,-109.07782422958408,2019-08-03 22:12:00+00:00,5.0,1,0,L,0.6
F,A319,STE UA /OV STE/TM 1411/FL280/TP A319/TB CONS LGT CHOP,CONS LGT CHOP,,28000.0,44.54514,-89.53028,2019-08-07 14:11:00+00:00,1.0,0,0,M,0.8
F,A359,OME UA /OV OME252084/TM 1538/FL360/TP A359/TB NEG TURB/RM ZAN,NEG TURB,,36000.0,64.07734116531287,-168.53416976724898,2019-08-23 15:38:00+00:00,0.0,0,0,U,0.6
F,P28A,VEL UA /OV KVEL /TM 1519 /FL075 /TP P28A /TB NEG /RM DURC,NEG,,7500.0,40.44092,-109.50992,2019-08-15 15:19:00+00:00,0.0,0,0,L,0.6
F,B712,HUF UA /OV LWV030020/TM 1313/FL330/TP B712/TB INTMT LGT,INTMT LGT,,33000.0,39.0529785173041,-87.39173305978693,2019-08-17 13:13:00+00:00,1.0,0,0,M,0.8
F,B738,DLL UA /OV DLL/TM 1257/FL360/TP B738/TB CONS LGT,CONS LGT,,36000.0,43.522,-89.771,2019-08-26 12:57:00+00:00,1.0,0,0,M,0.8
F,C177,UUA /OV 5104N11505W /TM 1530 /FL085 /TP C177 /TB MDT-SEV 085 /RM STGWND IN MTS,MDT-SEV 085,,8500.0,51.666,-115.833,2019-08-18 15:30:00+00:00,5.0,1,0,L,0.6
F,C172,PAQ UA /OV PAQ210006-AK1 /TM 1726 /FL015-000 /TP C172 /TB LGT /RMGLENN HWY TO BUTTE,LGT,,1500.0,61.50339044480877,-149.18509960199356,2019-08-17 17:26:00+00:00,1.0,0,0,L,0.6
F,FA50,DVL UA /OV DVL130030/TM 1947/FL400/TP FA50/TB CONS LGT CHOP,CONS LGT CHOP,,40000.0,47.7931601622325,-98.33459048349872,2019-08-24 19:47:00+00:00,1.0,0,0,M,0.8
T,B772,BKH UUA /OV PHLI293225 /TM 2201 /FL350 /TP B772 /TB SEV /RM OV ECEDO COR,SEV,,35000.0,23.443833876533738,-163.06212699407138,2019-08-05 22:01:00+00:00,5.0,1,1,H,1.0
F,B737,AGS UA /OV IRQ180030/TM 1213/FL390/TP B737/TB CONS LGT CHOP/RM ZTLFD,CONS LGT CHOP,,39000.0,33.2099594999595,-82.16,2019-08-01 12:13:00+00:00,1.0,0,0,M,0.8
T,F2TH,MEM UUA /OV 10 NE UTA/TM 2244/FL040/TP F2TH/TB EXTRM,EXTRM,,4000.0,34.79897067614885,-90.20334501509082,2019-08-07 22:44:00+00:00,7.0,1,1,M,0.8
T,C525,VIH UUA /OV VIH060010/TM 2054/FL120/TP C525/TB EXTRM/RM ZKC FDC,EXTRM,,12000.0,38.213340083340086,-91.58649238893692,2019-08-30 20:54:00+00:00,7.0,1,1,L,0.6
T,H25B,LWA UUA /OV ELX270015/TM 1923/FL215/TP H25B/TB SEV CAT/RM LASTED FOR 5 SECONDS,SEV CAT,,21500.0,42.14,-86.45717826392922,2019-08-06 19:23:00+00:00,5.0,1,0,M,0.8
F,A332,UUA /OV 4606N05829W /TM 0116 /FL290 /TP A332 /TB SEV /RM ACFTCLIMBED ABV TURB,SEV,,29000.0,46.1,-58.4833,2019-08-27 01:16:00+00:00,5.0,1,0,H,1.0
T,BE36,MRI UUA /OV MRI160001/TM 2042/FL002/TP BE36/WV 07030KT/TB SEV/RM LLWS +/-10 KT 002-SFC DURD RY34 MRI,SEV,,200.0,61.19433718773393,-149.82816281374875,2019-08-18 20:42:00+00:00,5.0,1,0,L,0.6
F,B737,DEH UA /OV UKN270025/TM 0301/FL310/TP B737/TB CONS LGT CHOP 310/OCNL LGT CHOP 290,CONS LGT CHOP 310,,31000.0,43.28,-92.11238116166328,2019-08-03 03:01:00+00:00,1.0,0,0,M,0.8
F,LJ31,JNU UA /OV YAK265045 /TM 2215 /FL390 /TP LJ31 /TA M53 /WV 26534KT /TB NEG,NEG,,39000.0,59.43462789822259,-141.1322168745993,2019-08-31 22:15:00+00:00,0.0,0,0,M,0.8
F,E170,DNV UA /OV DNV240014/TM 1243/FL410/TP E170/TB CONS LGT CHOP,CONS LGT CHOP,,41000.0,40.08302388332388,-87.86010381603157,2019-08-13 12:43:00+00:00,1.0,0,0,U,0.6
T,C550,TXK UUA /OV TXK355040 /TM 2001 /FL160 /TP C550 /TB SEV /RM SMALL JOLT ZFW AWC-WEB:,SEV,,16000.0,34.11790359329532,-94.06067682973188,2019-08-04 20:01:00+00:00,5.0,1,0,L,0.6
T,BE9L,CEW UUA /OV CEW160015/TM 1818/FL100/TP BE9L/TB CONS SEV,CONS SEV,,10000.0,30.545057816008924,-86.4204677899351,2019-08-08 18:18:00+00:00,5.0,1,0,L,0.6
T,C172,DEN UUA /OV DEN130012/TM 1700/FL065/TP C172/TB SEV/RM MOD-SEV TURB W/ 1500 FT DOWNDRAFT,SEV,,6500.0,39.704232064893,-104.45797152562866,2019-08-23 17:00:00+00:00,5.0,1,0,L,0.6
F,FA7X,ABR UA /OV ABR140030/TM 1815/FL400/TP FA7X/TB CONS LGT CHOP,CONS LGT CHOP,,40000.0,45.06694675360954,-97.96183116256792,2019-08-06 18:15:00+00:00,1.0,0,0,U,0.6
F,A320,VLD UA /OV VLD360016/TM 1043/FL330/TP A320/TB NEG/RM SMOOTH,NEG,,33000.0,31.049188266688265,-83.27667,2019-08-21 10:43:00+00:00,0.0,0,0,M,0.8
T,RV8,GCK UUA /OV GCK015030/TM 0011/FL095/TP RV8/TB EXTRM/ -1000FT/RM ZKCFD,EXTRM,,9500.0,38.410532033179614,-100.56034566379924,2019-08-30 00:11:00+00:00,7.0,1,1,L,0.6
T,B777,JFK UUA /OV JFK180015/TM 2344/FL110/TP B777/TB SEV,SEV,,11000.0,40.38858974997975,-73.76222,2019-08-07 23:44:00+00:00,5.0,1,1,H,1.0
F,AA5,GAD UA /OV CHA220070 /TM 0159 /FL100 /TP AA5 /SK SKC /WX FV99SM /TB NEG /RM SMTH,NEG,,10000.0,34.141489091755595,-86.11976115386345,2019-08-07 01:59:00+00:00,0.0,0,0,L,0.6
T,B777,BOS UUA /OV 4320N04150W/TM 0159/FL370/TP B777/TB SEV,SEV,,37000.0,43.3333,-41.8333,2019-08-06 01:59:00+00:00,5.0,1,0,H,1.0
F,B712,KOA UA /OV KOA300005/TM 1806/FL020/TP B712/SK BKN040/WX 10/TB NONE,NONE,,2000.0,19.77167004167004,-156.11667597582593,2019-08-09 18:06:00+00:00,0.0,0,0,M,0.8
F,A321,CVS UA /OV TXO110030 /TM 1517 /FL340 /TP A321 /TB NEG /RM ZFW AWC-WEB:,NEG,,34000.0,34.32897607650751,-102.26983929588764,2019-08-07 15:17:00+00:00,0.0,0,0,M,0.8
F,BE58,UUA /OV CYOD 090020 /TM 0210 /FL035 /TP BE58 /TB MDT-SEV /RM AT 0100FROM 20 NM E CYOD - 50 NM W CYVC,MDT-SEV,,3500.0,54.40717,-109.70556679946002,2019-08-17 02:10:00+00:00,5.0,1,0,L,0.6
T,A320,OMN UUA /OV OMN250035/TM 1904/FL350/TP A320/TB EXTRM,EXTRM,,35000.0,29.10103208925876,-81.74223143347734,2019-08-14 19:04:00+00:00,7.0,1,1,M,0.8
F,B737,ARG UA /OV ARG/TM 1145/FL370/TP B737/TB CONS LGT TURB/RM PILOT SAYS ITS MORE THAN CHOP  (TURB,CONS LGT TURB,,37000.0,36.12467,-90.92511,2019-08-18 11:45:00+00:00,1.0,0,0,M,0.8
F,A332,UUA /OV 4422N05916W /TM 2320 /FL390 /TP A332 /TB SEV,SEV,,39000.0,44.3666,-59.2666,2019-08-26 23:20:00+00:00,5.0,1,0,H,1.0
T,B752,AVP UUA /OV LVZ270015/TM 2304/FL120/TP B752/TB SEV,SEV,,12000.0,41.27,-76.02264642686087,2019-08-17 23:04:00+00:00,5.0,1,1,M,0.8
F,A321,CEW UA /OV CEW050025/TM 1251/FL360/TP A321/TB OCNL LGT CHOP,OCNL LGT CHOP,,36000.0,31.04784986480625,-86.14845221293022,2019-08-26 12:51:00+00:00,1.0,0,0,M,0.8
T,C182,PTT UUA /OV PTT /TM 2250 /FL075 /TP C182 /TB OCNL SEV /RM ENCOUNTERED 2000Z,OCNL SEV,,7500.0,37.7016125,-98.7468681,2019-08-05 22:50:00+00:00,5.0,1,0,L,0.6
T,C25B,BIE UUA /OV PWE195015/TM 0330/FL450/TP C25B/TB SEV-EXTREME/RM ZKCFDC/OH,SEV-EXTREME,,45000.0,39.9584989834102,-96.29472157479296,2019-08-30 03:30:00+00:00,5.0,1,0,U,0.6
T,C68A,MGJ UUA /OV HUO036006/TM 2226/FL100/TP C68A/TB SEV,SEV,,10000.0,41.4909082524817,-74.51162182904214,2019-08-18 22:26:00+00:00,5.0,1,0,U,0.6
F,E145,OYM UA /OV ETG270030/TM 1945/FL290/TP E145/TB CONS LGT 290-330/RM ZOB,CONS LGT 290-330,,29000.0,41.21,-78.80468236557003,2019-08-08 19:45:00+00:00,1.0,0,1,M,0.8
T,CRJ9,ABQ UUA /OV ABQ180025/TM 2118/FL370/TP CRJ9/TB SEV/RM ZAB/FDCS,SEV,,37000.0,34.62519958329958,-106.6155,2019-08-11 21:18:00+00:00,5.0,1,1,U,0.6
F,A388,ANC UA /OV MDO360005/TM 1106/FL340/TP A388/TB NEG/RM ZAN,NEG,,34000.0,59.52334008334008,-146.3,2019-08-29 11:06:00+00:00,0.0,0,0,U,0.6
F,A319,ESF UA /OV SWB010040 /TM 1814 /FL370 /TP A319 /TB LGT CAT /RM ZFW AWC-WEB:,LGT CAT,,37000.0,32.62659168167998,-92.54352545538394,2019-08-31 18:14:00+00:00,1.0,0,0,M,0.8
F,B737,LIC UA /OV HGO /TM 1157 /FL380 /TP B737 /TB INTMT LGT CHOP 380/RM AWC-WEB:,INTMT LGT CHOP 380,,38000.0,38.81,-103.63,2019-08-01 11:57:00+00:00,1.0,0,0,M,0.8
T,C68A,HYS UUA /OV HYS170026/TM 0252/FL400/TP C68A/TB SEV-EXTRM/RM ZKCFD/ MOD-EXTRM,SEV-EXTRM,,40000.0,38.41543540690801,-99.1765517494592,2019-08-30 02:52:00+00:00,6.0,1,0,U,0.6
F,A319,BJI UA /OV BJI130030/TM 0322/FL360/TP A319/TB CONS LGT CAT,CONS LGT CAT,,36000.0,47.18801016223251,-94.36662761059178,2019-08-10 03:22:00+00:00,1.0,0,0,M,0.8
F,B737,EVV UA /OV HNN100030/TM 1433/FL340/TP B737/TB LGT,LGT,,34000.0,38.66316887840831,-81.39856833039293,2019-08-30 14:33:00+00:00,1.0,0,0,M,0.8
T,SR22,42J UUA /OV VQQ204018 /TM 1317 /FL091 /TP SR22 /SK OVC140 /TA 11 /TB SEV /RM AEROVIE : SMTH THIN OVC ABV CI EST BASES FL140,SEV,,9100.0,29.9446033635304,-82.01793915034263,2019-08-21 13:17:00+00:00,5.0,1,0,L,0.6
F,E75L,MCW UA /OV MCW/TM 1832/FL370/TP E75L/TB INTMT-CONS LGT CHOP,INTMT-CONS LGT CHOP,,37000.0,43.154383,-93.326097,2019-08-16 18:32:00+00:00,1.0,0,0,U,0.6
F,B738,PHNL UA /OV 2918N 14517W /TM 2044 /FL350 /TP B738 /WV 26865KT /TB NEG /RM SMOOTH (SWA 6533) AWC-WEB:,NEG,,35000.0,29.3,-145.2833,2019-08-04 20:44:00+00:00,0.0,0,0,M,0.8
