URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
F,B763,SDF UA /OV MYS355025/TM 1400/FL125/TP B763/WX -RA/TB LGT/IC NEG,LGT,,12500.0,38.305114745809576,-86.28601905136797,2019-12-09 14:00:00+00:00,1.0,0,0,H,1.0
F,BCS1,CDS UA /OV CDS /TM 0128 /FL320 /TP BCS1 /TB LGT CHOP /RM ZFW AWC-WEB:,LGT CHOP,,32000.0,34.43389,-100.28806,2019-12-14 01:28:00+00:00,1.0,0,0,U,0.6
F,C402,SIG UA /OV TJIG /TM 1543 /FL065 /TP C402 /TB NEG BLO 065 /RM DURC,NEG BLO 065,,6500.0,18.4567905,-66.0984627,2019-12-28 15:43:00+00:00,0.0,0,0,L,0.6
T,SR22,SHR UUA /OV SHR115025/TM 2320/FL110/TP SR22/TB SEV/RM NO INJURIES OR DAMAGE CORRECTED TIME /ZLC,SEV,,11000.0,44.593894794227445,-106.43804088605656,2019-12-21 23:20:00+00:00,5.0,1,0,L,0.6
F,C172,OWD UA /OV KOWD /TM 1411 /FL025 /TP C172 /TB NEG BLO 025 /RM DURC,NEG BLO 025,,2500.0,42.19123,-71.17326,2019-12-29 14:11:00+00:00,0.0,0,0,L,0.6
T,E50P,FLO UUA /OV FLO/TM 1404/FL280/TP E50P/TB SEV,SEV,,28000.0,34.18536,-79.72389,2019-12-23 14:04:00+00:00,5.0,1,0,U,0.6
F,DC6,PAFA UA /OV FAI270021 /TM 1903 /FL045 /TP DC6 /WX FV99SM /TA M18 /TB NEG /RM SMOOTH RIDE W DURC FROM FAI,NEG,,4500.0,64.81,-148.6723937529521,2019-12-05 19:03:00+00:00,0.0,0,0,L,0.6
T,P46T,ABE UUA /OV PTW/TM 1310/FL040/TP P46T/TA -5/TB SEV/IC TRACE,SEV,,4000.0,40.23833,-75.55722,2019-12-04 13:10:00+00:00,5.0,1,0,L,0.6
F,E75L,BUF UA /OV BUF180020/TM 0112/FL260/TP E75L/TB CONS LGT CHOP,CONS LGT CHOP,,26000.0,42.60743966663967,-78.7358,2019-12-02 01:12:00+00:00,1.0,0,0,U,0.6
T,B752,TPA UUA /OV LAL030020/TM 1241/FL300/TP B752/TB SEV/RM NO STRUCTURAL DAMAGE OR INJURIES,SEV,,30000.0,28.2776185173041,-81.82980244031774,2019-12-14 12:41:00+00:00,5.0,1,1,M,0.8
F,B737,IML UA /OV SAE315005 /TM 1320 /FL400 /TP B737 /WV 236066KT /TB CONT LGT CHOP/RM AWC-WEB:,CONT LGT CHOP,,40000.0,41.17893033807442,-101.8582260558109,2019-12-27 13:20:00+00:00,1.0,0,0,M,0.8
T,B738,GRI UUA /OV GRI250045/TM 0252/FL390/TP B738/TB SEV/RM SEV TURB 390-340 DURD,SEV,,39000.0,40.71100411476127,-99.243084785999,2019-12-02 02:52:00+00:00,5.0,1,0,M,0.8
T,B77L,PASY UUA /OV 4300N 16200E /TM 1515 /FL330 /TP B77L /TB SEV 330 /RM ZOA CWSU AWC-WEB,SEV 330,,33000.0,43.0,162.0,2019-12-03 15:15:00+00:00,5.0,1,0,U,0.6
T,B737,GGG UUA /OV TYR090015 /TM 1633 /FL320 /TP B737 /TB SEV /RM ONE SEV JOLT NOT TURBULENCE- ZFW AWC-WEB:,SEV,,32000.0,32.35414,-95.10642277199084,2019-12-08 16:33:00+00:00,5.0,1,0,M,0.8
F,N739,MNM UA /OV MNM/TM 1837/FL320/TP N739/TB CONS LGT CHOP,CONS LGT CHOP,,32000.0,45.12665,-87.63844,2019-12-17 18:37:00+00:00,1.0,0,0,U,0.6
T,A319,SDB UUA /OV GMN340020 /TM 0523 /FL200 /TP A319 /TB SEV /RM ....ZLAWC AWC-WEB:,SEV,,20000.0,35.11325624532143,-118.998849246552,2019-12-04 05:23:00+00:00,5.0,1,0,M,0.8
T,P32R,HOU UUA /OV HOU290060/TM 0110/FL050/TP P32R/TB EXTRM 050,EXTRM 050,,5000.0,29.979517846984983,-96.36367332615576,2019-12-01 01:10:00+00:00,7.0,1,0,L,0.6
T,E75,BPT UUA /OV SBI315020 /TM 1645 /FL190 /TP E75 /TB SEV /RM FM ZHU AWC-WEB,SEV,,19000.0,29.9257213522977,-94.31134393331948,2019-12-29 16:45:00+00:00,5.0,1,0,U,0.6
T,BE35,SDB UUA /OV LHS345005 /TM 2000 /FL100 /TP BE35 /TB SEV/RM AWC-WEB,SEV,,10000.0,34.76050033886327,-118.60622994112524,2019-12-17 20:00:00+00:00,5.0,1,0,L,0.6
T,SW4,ANC UUA /OV TED040021/TM 0545/FL090/TP SW4/TB SEV 100-090/RM DURD ELLAM5 ARRIVAL,SEV 100-090,,9000.0,61.43813727247333,-149.52341335221104,2019-12-31 05:45:00+00:00,5.0,1,0,M,0.8
T,BE90,ABI UUA /OV ABI065060 /TM 1926 /FL190 /TP BE90 /TB SEV/RM AWC-WEB:,SEV,,19000.0,32.83328100385413,-98.60846494169276,2019-12-13 19:26:00+00:00,5.0,1,0,L,0.6
T,B737,ORL UUA /OV ILM180100/TM 1320/FL350/TP B737/TB SEV,SEV,,35000.0,32.603198333198335,-77.9,2019-12-14 13:20:00+00:00,5.0,1,1,M,0.8
F,B747,PASY UA /OV SYA044252/TM 1200/FL350/TP B747/TB OCNL SEV/RM ZAN,OCNL SEV,,35000.0,55.73147188106713,178.9260495558589,2019-12-03 12:00:00+00:00,5.0,1,0,H,1.0
F,B738,PBI UA /OV PBI030050/TM 1933/FL360/TP B738/TB LGT,LGT,,36000.0,27.406446293260245,-79.6330267988364,2019-12-14 19:33:00+00:00,1.0,0,0,M,0.8
F,PC12,CGC UA /OV CGC/TM 1519/FL120/TP PC12/TB NEG,NEG,,12000.0,28.8672778,-82.5713056,2019-12-02 15:19:00+00:00,0.0,0,0,L,0.6
T,A320,DHT UUA /OV DHT040020/TM 1625/FL340/TP A320/TB SEV CAT/RM ZAB/FDCS,SEV CAT,,34000.0,36.27795883092698,-102.28233957367704,2019-12-10 16:25:00+00:00,5.0,1,0,M,0.8
T,C172,BDL UUA /OV PUT270010/TM 1435/FL025/TP C172/TB SEV 025,SEV 025,,2500.0,41.96,-72.06414944182123,2019-12-15 14:35:00+00:00,5.0,1,0,L,0.6
F,CRJ9,MGM UA /OV MGM320040/TM 1616/FL300/TP CRJ9/TB NEG 300/RM ZTLFD,NEG 300,,30000.0,32.811377661853946,-86.90098781761216,2019-12-17 16:16:00+00:00,0.0,0,0,U,0.6
F,B738,MSP UA /OV MSP/TM 0642/FL360/TP B738/TB OCNL LGT CHOP,OCNL LGT CHOP,,36000.0,44.88537,-93.23131,2019-12-16 06:42:00+00:00,1.0,0,0,M,0.8
T,B787,PMDY UUA /OV 3500N 17053E /TM 0956 /FL350 /TP B787 /TB SEV/RM AWC-WEB:,SEV,,35000.0,35.0,170.8833,2019-12-26 09:56:00+00:00,5.0,1,0,U,0.6
F,E170,FSM UA /OV FSM360015/TM 1320/FL315/TP E170/TB EXTRM 315-325/RM ZME,EXTRM 315-325,,31500.0,35.58660025002025,-94.36744,2019-12-16 13:20:00+00:00,7.0,1,1,U,0.6
F,A320,GAG UA /OV MMB/TM 1420/FL380/TP A320/TB LGT/RM ZKCFDC/OH,LGT,,38000.0,36.34,-99.88,2019-12-12 14:20:00+00:00,1.0,0,0,M,0.8
T,C172,UKF UUA /OV UKF /TM 2210 /FL010 /TP C172 /SK SKC /WX FV99SM /TB SEV 010 BLO /RM LLWS +/-10KT SFC-010 FA RY01 UKF,SEV 010 BLO,,1000.0,36.22284,-81.09834,2019-12-31 22:10:00+00:00,5.0,1,0,L,0.6
T,E75,BPT UUA /OV SBI315020 /TM 1645 /FL190 /TP E75 /TB SEV /RM FM ZHU AWC-WEB:,SEV,,19000.0,29.9257213522977,-94.31134393331948,2019-12-29 16:45:00+00:00,5.0,1,0,U,0.6
T,E145,BPT UUA /OV SBI /TM 2252 /FL190 /TP E145 /TB SEV 180-190 /RM FM ZHU AWC-WEB:,SEV 180-190,,19000.0,29.69,-94.04,2019-12-13 22:52:00+00:00,5.0,1,0,M,0.8
F,MULTI,MLI UA /OV MLI/TM 1959/FL210/TP MULTI/TB OCNL LGT CHOP 180-210,OCNL LGT CHOP 180-210,,21000.0,41.44853,-90.50754,2019-12-29 19:59:00+00:00,1.0,0,0,U,0.6
T,C414,DEN UUA /OV DEN270040/TM 2110/FL165/TP C414/TB SEV /RM ZDV,SEV,,16500.0,39.8328,-105.52571974957895,2019-12-31 21:10:00+00:00,5.0,1,0,L,0.6
F,E75L,IND UA /OV IND090015/TM 1200/FL230/TP E75L/TB INTMT LGT CHOP,INTMT LGT CHOP,,23000.0,39.70841,-85.97982536946584,2019-12-04 12:00:00+00:00,1.0,0,0,U,0.6
T,LJ75,CNM UUA /OV CNM270020/TM 1942/FL450/TP LJ75/TB EXTRM 450-430/RM ZAB/FDCS,EXTRM 450-430,,45000.0,32.33747,-104.65783026636272,2019-12-28 19:42:00+00:00,7.0,1,0,U,0.6
F,B738,SUX UA /OV SUX040010/TM 1816/FL340/TP B738/TB CONS LGT,CONS LGT,,34000.0,42.51936241546348,-96.23441067733872,2019-12-30 18:16:00+00:00,1.0,0,0,M,0.8
F,E170,LWB UA /OV LWB192011/TM 0537/FL350/TP E170/TB INTMT LGT CHOP,INTMT LGT CHOP,,35000.0,37.67896841435908,-80.44775212977257,2019-12-20 05:37:00+00:00,1.0,0,0,U,0.6
F,B77W,UUA /OV 4711N06315W /TM 0127 /FL330 /TP B77W /TB MDT-SEV,MDT-SEV,,33000.0,47.1833,-63.25,2019-12-03 01:27:00+00:00,5.0,1,0,U,0.6
T,C65X,SJC UUA /OV SJC095012/TM 1639/FL040/TP C65X/TB SEV 040-050/RM DURC,SEV 040-050,,4000.0,37.34196743952602,-121.67373574625618,2019-12-07 16:39:00+00:00,5.0,1,0,M,0.8
F,C750,LGC UA /OV LGC180020/TM 1758/FL410/TP C750/TB LGT CONS CHOP 410/RM ZTLFD,LGT CONS CHOP 410,,41000.0,32.675499666639666,-85.07261,2019-12-17 17:58:00+00:00,1.0,0,0,M,0.8
