URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
F,B744,PASY UA /OV SYA238165/TM 1508/FL370/TP B744/TB NEG/RM ZAN,NEG,,37000.0,51.25260398372454,170.26032948501833,2019-09-19 15:08:00+00:00,0.0,0,0,H,1.0
F,GLEX,UUA /OV 47N050W /TM 0233 /FL410 /TP GLEX /TB MDT-SEV,MDT-SEV,,41000.0,47.0,-50.0,2019-09-07 02:33:00+00:00,5.0,1,0,M,0.8
F,B787,UUA /OV CYTS 225250 /TM 0645 /FL390 /TP B787 /TB SEV,SEV,,39000.0,45.62320309627875,-85.82956467753807,2019-09-03 06:45:00+00:00,5.0,1,0,U,0.6
F,B739,EAR UA /OV EAR/TM 0631/FL350/TP B739/TB CONS LGT CHOP,CONS LGT CHOP,,35000.0,40.72703,-99.00678,2019-09-20 06:31:00+00:00,1.0,0,0,M,0.8
T,BE65,AKO UUA /OV AKO090060/TM 0235/FL100/TP BE65/TB SEV /RM LOSS OF 1200FT ZDV,SEV,,10000.0,40.17563,-101.91314422992116,2019-09-12 02:35:00+00:00,5.0,1,0,L,0.6
F,SR22,TAD UA /OV ALS061046 /TM 1631 /FL140 /TP SR22 /SK SKC /WX FV99SM /TA 07 /WV 18053KT /TB LGT /RM AEROVIE,LGT,,14000.0,37.81060748222971,-105.01681285694032,2019-09-11 16:31:00+00:00,1.0,0,0,L,0.6
T,P180,MHR UUA /OV HNW260010/TM 1645/FL190/TP P180/TB SEV TURB/RM NO INJURIES  ENROUTE TO TRK,SEV TURB,,19000.0,38.69105629280277,-120.96038883982936,2019-09-16 16:45:00+00:00,5.0,1,0,L,0.6
T,CRJ9,GRB UUA /OV GRB090035/TM 1212/FL310/TP CRJ9/TB SEV CAT,SEV CAT,,31000.0,44.4794,-87.31907054547595,2019-09-22 12:12:00+00:00,5.0,1,1,U,0.6
T,PA24,CMH UUA /OV I95/TM 2302/FL040/TP PA24/TB SEV TURB,SEV TURB,,4000.0,40.61,-83.64,2019-09-27 23:02:00+00:00,5.0,1,1,L,0.6
F,B777,UUA /OV 5017N05752W /TM 0715 /FL380 /TP B777 /TB MDT-SEV /RM LASTEDFOR 2 MINUTES,MDT-SEV,,38000.0,50.2833,-57.8666,2019-09-23 07:15:00+00:00,5.0,1,0,H,1.0
F,C82R,JAC UA /OV COD-JAC /TM 1536 /FL125 /TP C82R /SK SKC /TB NEG 125/BLO /RM SMOOTH,NEG 125,,12500.0,44.066500000000005,-109.8804,2019-09-23 15:36:00+00:00,0.0,0,0,L,0.6
T,C210,PVU UUA /OV HCR/TM 1936/FL130/TP C210/TB SEV /ZLC,SEV,,13000.0,40.47,-111.43,2019-09-08 19:36:00+00:00,5.0,1,1,L,0.6
F,B77L,PWM UA /OV ENE345025/TM 1931/FL370/TP B77L/TB NEG,NEG,,37000.0,43.83250169431635,-70.75850978248074,2019-09-14 19:31:00+00:00,0.0,0,0,U,0.6
T,C208,RFD UUA /OV FEP/TM 0159/FL040/TP C208/TB SEV-EXTRM 040,SEV-EXTRM 040,,4000.0,42.24616,-89.58199,2019-09-12 01:59:00+00:00,6.0,1,1,L,0.6
F,C560,UUA /OV CYGK 360010 /TM 1233 /FL410 /TP C560 /TB SEV CAT /RM EASTBOUND,SEV CAT,,41000.0,44.39196016668016,-76.59694,2019-09-26 12:33:00+00:00,5.0,1,0,M,0.8
F,BE20,ISW UA /OV KISW /TM 2105 /FL054 /TP BE20 /SK OVC023-TOP040 /TB NEG BLO 054 /RM DURC OVC023-TOPS037-040,NEG BLO 054,,5400.0,44.35917,-89.83694,2019-09-15 21:05:00+00:00,0.0,0,0,M,0.8
T,B77W,BOS UUA /OV 4140N04151W/TM 1548/FL350/TP B77W/TB SEV,SEV,,35000.0,41.6666,-41.85,2019-09-01 15:48:00+00:00,5.0,1,0,U,0.6
F,A319,FDY UA /OV FBC/TM 1621/FL260/TP A319/TB CONT LGT CHOP/RM FL 260-230 SMOOTH FL 220,CONT LGT CHOP,,26000.0,41.01361,-83.66861,2019-09-26 16:21:00+00:00,1.0,0,0,M,0.8
F,SR20,BTL UA /OV BTL360006 /TM 2128 /FL050 /TP SR20 /SK SCT050 /TA M01 /TB NEG /IC NEG /RM DURC TO FL060,NEG,,5000.0,42.407288100008095,-85.25148,2019-09-30 21:28:00+00:00,0.0,0,0,L,0.6
F,B772,UUA /OV 4656N05910W /TM 0050 /FL370 /TP B772 /TB SEV,SEV,,37000.0,46.9333,-59.1666,2019-09-20 00:50:00+00:00,5.0,1,0,H,1.0
T,B738,ANC UUA /OV TED083007/TM 0709/FL050/TP B738/TB SEV 050-070/RM DURC ANC8,SEV 050-070,,5000.0,61.18421924173038,-149.7498435446425,2019-09-02 07:09:00+00:00,5.0,1,0,M,0.8
T,TBM7,DEN UUA /OV DEN260055/TM 1605/FL175/TP TBM7/TB SEV TURB 175 - 180 DURC,SEV TURB 175 - 180 DURC,,17500.0,39.67360961041523,-105.83316561846756,2019-09-29 16:05:00+00:00,5.0,1,0,L,0.6
F,A388,UUA /OV 4830N04530W /TM 0909 /FL400 /TP A388 /TB MDT-SEV,MDT-SEV,,40000.0,48.5,-45.5,2019-09-16 09:09:00+00:00,5.0,1,0,U,0.6
F,B737,SNS UA /OV SNS010015/TM 0213/FL270/TP B737/TB LGT 270/OCNL LGT CHOP 290/CONT LGT CHOP 310-330/RM SMTH 350 AND ABV/ZOA CWSU,LGT 270,,27000.0,36.90971321063,-121.55514879137856,2019-09-17 02:13:00+00:00,1.0,0,0,M,0.8
F,B738,JFK UA /OV JFK320015/TM 1920/FL190/TP B738/TB LGT CHOP 190,LGT CHOP 190,,19000.0,40.83013662319523,-73.97400573453956,2019-09-26 19:20:00+00:00,1.0,0,0,M,0.8
F,C177,CVO UA /OV KLS-CVO /TM 1920 /FL065 /TP C177 /SK FEW050 /TB NEG,NEG,,6500.0,45.308555,-123.094765,2019-09-02 19:20:00+00:00,0.0,0,0,L,0.6
F,A320,SGH UA /OV SGH/TM 1245/FL330/TP A320/TB LGT CHOP,LGT CHOP,,33000.0,39.8402903,-83.8401601,2019-09-23 12:45:00+00:00,1.0,0,0,M,0.8
F,MD11,PHX UA /OV PXR008087/TM 1147/FL360/TP MD11/TB CONS LGT CHOP/RM ZAB/FDCS,CONS LGT CHOP,,36000.0,34.866005006776255,-111.72817501569912,2019-09-24 11:47:00+00:00,1.0,0,0,H,1.0
F,B789,KTN UA /OV ANN255122/TM 2341/FL360/TP B789/TB NEG/RM ZAN,NEG,,36000.0,54.513691980752185,-134.99791119511954,2019-09-22 23:41:00+00:00,0.0,0,0,U,0.6
F,HELI,ITO UA /OV ITO175004/TM 2325/FL020/TP HELI/TB LGT 020,LGT 020,,2000.0,19.653581640670467,-155.03382712477833,2019-09-17 23:25:00+00:00,1.0,0,0,U,0.6
F,DA20,PUB UA /OV PUB120008/TM 0019/FL080/TP DA20/TB SEV,SEV,,8000.0,38.22332793332793,-104.35120083329468,2019-09-05 00:19:00+00:00,5.0,1,0,L,0.6
F,PC12,UUA /OV CYXL 360040 /TM 2144 /FL160 /TP PC12 /TB MDT-SEV 065-160 /RMTURB CYXL360150 - CYXL360040,MDT-SEV 065-160,,16000.0,50.78061066672066,-91.90528,2019-09-20 21:44:00+00:00,5.0,1,0,L,0.6
T,PC12,MML UUA /OV MML280020/TM 1424/FL210/TP PC12/TB CONS SEV,CONS SEV,,21000.0,44.50788741439447,-96.27988708765,2019-09-09 14:24:00+00:00,5.0,1,0,L,0.6
F,PA29,DSM UA /OV AMW/TM 1210/FL090/TP PA29/SK 009BKN055 065OVC080/TB NONE,NONE,,9000.0,41.990439,-93.618515,2019-09-21 12:10:00+00:00,0.0,0,0,U,0.6
F,P46T,FRM UA /OV FRM035010/TM 1849/FL060/TP P46T/SK TOP057/TB NEG/IC NEG/RM DURC,NEG,,6000.0,43.78047639927849,-94.283495345454,2019-09-30 18:49:00+00:00,0.0,0,0,L,0.6
T,B777,LAS UUA /OV BLD030080 /TM 0004 /FL310 /TP B777 /TB SEV/RM AWC-WEB,SEV,,31000.0,37.15479406921639,-114.03588793392927,2019-09-22 00:04:00+00:00,5.0,1,0,H,1.0
T,GLF5,ELY UUA /OV ELY/TM 0005/FL450/TP GLF5/TB SEV,SEV,,45000.0,39.295,-114.84528,2019-09-13 00:05:00+00:00,5.0,1,0,M,0.8
T,NMRS,IAH UUA /OV KHOU135025 /TM 1737 /FL170 /TP NMRS /TB SEV 170-140 /RM FM ZHU AWC-WEB,SEV 170-140,,17000.0,29.34281830962788,-94.94344714905426,2019-09-03 17:37:00+00:00,5.0,1,1,U,0.6
F,LJ60,HTS UA /OV HVQ270050 /TM 1153 /FL400 /TP LJ60 /TA M21 /WV 29015KT /TB NEG /RM SMTH,NEG,,40000.0,38.35,-82.832692442357,2019-09-16 11:53:00+00:00,0.0,0,0,M,0.8
F,B772,PANC UA /OV 5500N 14900W /TM 2207 /FL340 /TP B772 /SK IMC /TA M48 /WV 199060KT /TB NEG/SMOOTH /RM ZOA CWSU AWC-WEB:,NEG,,34000.0,55.0,-149.0,2019-09-29 22:07:00+00:00,0.0,0,0,H,1.0
F,C56X,BRD UA /OV KBRD085025/TM 1730/FL1230/TP C56X/TB CONS LGT CHOP/RM CORRECTION,CONS LGT CHOP,,12300.0,46.44103783432078,-93.5288304417739,2019-09-24 17:30:00+00:00,1.0,0,0,M,0.8
F,PA31,ILI UA /OV ILI135020 /TM 2150 /FL105 /TP PA31 /SK SKC /TB NEG /ICNEG /RM OVR 9K2,NEG,,10500.0,59.5142786477023,-154.44208906565572,2019-09-21 21:50:00+00:00,0.0,0,0,L,0.6
T,A320,BWI UUA /OV EMI/TM 2125/FL300/TP A320/TB SEV/RM +400,SEV,,30000.0,39.5,-76.98,2019-09-06 21:25:00+00:00,5.0,1,0,M,0.8
F,A321,CGC UA /OV CGC180050/TM 1756/FL090/TP A321/TB NEG/RM SMOOTH 090-140,NEG,,9000.0,28.033876966599166,-82.5713056,2019-09-03 17:56:00+00:00,0.0,0,1,M,0.8
T,B777,IAH UUA /OV IAH360030 /TM 2250 /FL100 /TP B777 /TB SEV FL100-110 /RM FM KZHU AWC-WEB:,SEV FL100-110,,10000.0,30.4844705000405,-95.34144,2019-09-20 22:50:00+00:00,5.0,1,1,H,1.0
F,C550,PIR UA /OV PIR/TM 1230/FL300/TP C550/TB NEG,NEG,,30000.0,44.38269,-100.28597,2019-09-30 12:30:00+00:00,0.0,0,0,L,0.6
T,LMP4,GRK UUA /OV TPL130015 /TM 0135 /FL160 /TP LMP4 /TB SEV /RM FM KZHU AWC-WEB:,SEV,,16000.0,30.991790081116253,-97.1839799365824,2019-09-19 01:35:00+00:00,5.0,1,0,U,0.6
T,C208,FEP UUA /OV FEP/TM 0159/FL040/TP C208/TB SEV-EXTRM,SEV-EXTRM,,4000.0,42.24616,-89.58199,2019-09-12 01:59:00+00:00,6.0,1,1,L,0.6
F,B739,HNL UA /OV N2640 W15307/TM 2108/FL340/TP B739/TB SEV/RM SEV TURBULENCE LASTED ABOUT 10 SECONDS,SEV,,34000.0,21.31,-157.92,2019-09-01 21:08:00+00:00,5.0,1,0,M,0.8
T,LJ60,ORF UUA /OV 3752N07024W/TM 1950/FL350/TP LJ60/TB SEV/RM MOD TURB FL340,SEV,,35000.0,37.8666,-70.4,2019-09-09 19:50:00+00:00,5.0,1,0,M,0.8
