URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,Plane Weight,sample_weight
T,PA32,RNO UUA /OV FMG /TM 0400 /FL100 /TP PA32 /TB SEV /RM DURGD 1000 FT LOSS AWC-WEB,SEV,,10000.0,39.53,-119.66,2022-08-01 04:00:00,5.0,1,L,0.6
T,PA32,RNO UUA /OV FMG /TM 0400 /FL100 /TP PA32 /TB SEV /RM DURGD 1000 FT LOSS AWC-WEB:,SEV,,10000.0,39.53,-119.66,2022-08-01 04:00:00,5.0,1,L,0.6
T,739,ECG UUA /OV ECG155150/TM 1544/FL310/TP 739/TB SEV,SEV,,31000.0,33.991747004897974,-74.86123674836335,2022-08-02 15:44:00,5.0,1,U,0.6
T,PA28,JMS UUA /OV JMS100020/TM 2222/FL075/TP PA28/TB SEV,SEV,,7500.0,46.872112585605535,-98.1992561273406,2022-08-02 22:22:00,5.0,1,L,0.6
T,A320,TLH UUA /OV TLH360060/TM 2244/FL370/TP A320/TB SEV,SEV,,37000.0,31.393621000081,-84.35135,2022-08-02 22:44:00,5.0,1,M,0.8
T,A320,LGC UUA /OV EUF090025/TM 2245/FL370/TP A320/TB SEV/RM NO DAMAGES/INJURIES LOST 500FT ZTLFD,SEV,,37000.0,31.9513,-84.63779652713934,2022-08-02 22:45:00,5.0,1,M,0.8
F,B787,UUA /OV 5900N08000W /TM 1001 /FL370 /TP B787 /TB MDT-SEV,MDT-SEV,,37000.0,59.0,-80.0,2022-08-03 10:01:00,5.0,1,U,0.6
T,AC50,BZN UUA /OV BZN250030/TM 1815/FL112/TP AC50/TB SEV TURB/RM DURD 112-102,SEV TURB,,11200.0,45.61703607650751,-111.83467856784615,2022-08-03 18:15:00,5.0,1,L,0.6
T,C56X,CRG UUA /OV CRG350030/TM 1857/FL400/TP C56X/TB EXTRM /RM SEV-EXTRM -3000 FT,EXTRM,,40000.0,30.828543761259983,-81.61530640224306,2022-08-03 18:57:00,7.0,1,M,0.8
T,A20N,STL UUA /OV STL040035/TM 2119/FL380/TP A20N/TB SEV/RM LOSS OF 600FT /ZKC FDC/AF,SEV,,38000.0,39.19934545412221,-89.89255612002557,2022-08-03 21:19:00,5.0,1,U,0.6
T,LJ60,DTW UUA /OV 10 SE DET/TM 2300/FL030/TP LJ60/SK VMC/TB SEV-EXTRM,SEV-EXTRM,,3000.0,42.29132932385115,-82.85023228014362,2022-08-03 23:00:00,6.0,1,M,0.8
T,P28B,LOZ UUA /OV LOZ120015/TM 0302/FL070/TP P28B/TB SEV/RM +/-1000FT IN TURBULENCE,SEV,,7000.0,36.96198987498988,-83.80557183162315,2022-08-04 03:02:00,5.0,1,L,0.6
T,BE40,PSB UUA /OV PSB250035/TM 1728/FL240/TP BE40/TB SEV TURB/RM NO DAMAGE/ NO INJURIES,SEV TURB,,24000.0,40.684862089258765,-78.81243967564006,2022-08-04 17:28:00,5.0,1,M,0.8
T,BE40,PSB UUA /OV PSB180020/TM 1730/FL240/TP BE40/TB SEV,SEV,,24000.0,40.55102966663967,-78.08734,2022-08-04 17:30:00,5.0,1,M,0.8
T,PC12,BOI UUA /OV BOI120040/TM 2138/FL130/TP PC12/TB SEV,SEV,,13000.0,43.23330966663967,-115.44368085630678,2022-08-04 21:38:00,5.0,1,L,0.6
T,C525,IYA UUA /OV LLA360020/TM 2237/FL330/TP C525/TB SEV 323-330/RM LOSS OF 700-800FT DURC ZHU,SEV 323-330,,33000.0,29.99336033336033,-92.37,2022-08-04 22:37:00,5.0,1,L,0.6
T,C56X,MCB UUA /OV MCB225003/TM 2247/FL430/TP C56X/TB EXTRM/RM ZHU,EXTRM,,43000.0,31.144641797155344,-90.51132827783074,2022-08-04 22:47:00,7.0,1,M,0.8
