URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,Plane Weight,sample_weight
T,B757,ONT UUA /OV KONT/TM 0334/FL100/TP B757/TB SEV/RM COR SA-ID. ZLA CWSU,SEV,,10000.0,34.056,-117.60119,2021-01-01 03:34:00,5.0,1,M,0.8
T,P28R,SBD UUA /OV KSBD/TM 1600/FL085/TP P28R/TB SEV/RM COR SA-ID AND MSG TYPE. ZLA CWSU,SEV,,8500.0,34.0953521,-117.2348722,2021-01-01 16:00:00,5.0,1,L,0.6
T,MO20,ONT UUA /OV KONT/TM 1900/FL065/TP MO20/TB SEV/RM COR MSG TYPE. ZLA CWSU,SEV,,6500.0,34.056,-117.60119,2021-01-01 19:00:00,5.0,1,U,0.6
T,E145,LNS UUA /OV LRP090015/TM 0142/FL090/TP E145/TB SEV 070-090,SEV 070-090,,9000.0,40.12,-75.96304643626755,2021-01-02 01:42:00,5.0,1,M,0.8
T,C750,TTF UUA /OV CRL100050/TM 2252/FL240/TP C750/TB SEV 240-250/RM NO INJURIES/NO DAMAGE,SEV 240-250,,24000.0,41.90528146401384,-82.35471703124873,2021-01-02 22:52:00,5.0,1,M,0.8
F,Q400,UUA /OV 5229N11626W /TM 2350 /FL250 /TP Q400 /TB SEV /RM SMALLPOCKET OF SEV TURB,SEV,,25000.0,52.4833,-116.4333,2021-01-02 23:50:00,5.0,1,U,0.6
T,BE40,DEN UUA /OV DEN242043/TM 0008/FL150/TP BE40/TB SEV,SEV,,15000.0,39.49631812715197,-105.48158697831056,2021-01-03 00:08:00,5.0,1,M,0.8
T,B737,DEN UUA /OV DEN22025/TM 0140/FL160/TP B737/TB SEV TB 160-130,SEV TB 160-130,,16000.0,39.8328,-104.6575,2021-01-03 01:40:00,5.0,1,M,0.8
T,MD11,DEN UUA /OV DEN275045/TM 0243/FL310/TP MD11/TB SEV/RM FL310-FL325 ZDV,SEV,,31000.0,39.89817210177741,-105.63053040022274,2021-01-03 02:43:00,5.0,1,H,1.0
T,PC12,GPI UUA /OV FCA/TM 1805/FL085/TP PC12/TB EXTRM /ZLC,EXTRM,,8500.0,48.21,-114.18,2021-01-03 18:05:00,7.0,1,L,0.6
F,C680,UUA /OV 4953N11359W /TM 2045 /FL450 /TP C680 /TB SEV /RM UNA TO MAINTAIN ALTITUDE. LOST 3000FT,SEV,,45000.0,49.8833,-113.9833,2021-01-03 20:45:00,5.0,1,U,0.6
T,GLF4,CYS UUA /OV CYS360030/TM 2205/FL410/TP GLF4/TB SEV MTW/RM M75-M85.....ZDV,SEV MTW,,41000.0,41.655680500040496,-104.81047,2021-01-03 22:05:00,5.0,1,M,0.8
T,C560,EGE UUA /OV RLG090020/TM 2217/FL250/TP C560/TB SEV/RM ZDV,SEV,,25000.0,40.0,-106.00482899085718,2021-01-03 22:17:00,5.0,1,M,0.8
T,BE20,EGE UUA /OV RLG080030/TM 2230/FL250/TP BE20/TB EXTRM/RM ZDV,EXTRM,,25000.0,40.08683112159169,-105.797160324465,2021-01-03 22:30:00,7.0,1,M,0.8
T,P28A,DEN UUA /OV DEN286028/TM 2305/FL085/TP P28A/TB SEV,SEV,,8500.0,39.9614411851504,-105.24171047224918,2021-01-03 23:05:00,5.0,1,L,0.6
T,C750,CYS UUA /OV CYS200055/TM 0034/FL470/TP C750/TB SEV/RM UNABLE TO MAINTAIN ALT.....ZDV,SEV,,47000.0,40.29418532536605,-105.22690457403996,2021-01-04 00:34:00,5.0,1,M,0.8
T,C750,EGE UUA /OV RLG090035/TM 0114/FL310/TP C750/TB SEV/RM DURC........ZDV,SEV,,31000.0,40.0,-105.67845073400008,2021-01-04 01:14:00,5.0,1,M,0.8
T,B737,ASE UUA /OV DBL070040/TM 0350/FL350/TP B737/TB SEV/RM ZDV,SEV,,35000.0,39.668031897989984,-106.08876033622153,2021-01-04 03:50:00,5.0,1,M,0.8
F,C208,SEA UA /OV SEA320018/TM 1959/FL022/TP C208/TB SEV TURB/RM DURD,SEV TURB,,2200.0,47.67452194783428,-122.59952664868004,2021-01-04 19:59:00,5.0,1,L,0.6
T,GALX,MOD UUA /OV MOD060085 /TM 0127 /FL400 /TP GALX /TB SEV 400-370 /RM ZOA CWSU AWC-WEB:,SEV 400-370,,40000.0,38.33421070839071,-119.40524566490784,2021-01-05 01:27:00,5.0,1,M,0.8
