URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
F,A321,PIE UA /OV PIE240055/TM 1846/FL330/TP A321/TB CONT LGT CHOP/RM ZMACWSU,CONT LGT CHOP,,33000.0,27.45162954162954,-83.58584179985264,2017-08-31 18:46:00+00:00,1.0,0,0,M,0.8
T,M20P,PWM UUA /OV PWM135030 /TM 2334 /FL110 /TP M20P /TB SEV,SEV,,11000.0,43.28884797155344,-69.81581823318106,2017-08-18 23:34:00+00:00,5.0,1,0,L,0.6
T,BE40,IND UUA /OV CMI/TM 2111/FL340/TP BE40/TB SEV/RM UPDRAFT 700FT,SEV,,34000.0,40.03883,-88.27781,2017-08-03 21:11:00+00:00,5.0,1,1,M,0.8
F,B738,ILM UA /OV ILM195100/TM 1551/FL350/TP B738/TA M43/TB COPNT LGT CHOP/IC NEG,COPNT LGT CHOP,,35000.0,32.659993222734606,-78.42202752084411,2017-08-03 15:51:00+00:00,1.0,0,1,M,0.8
T,BE36,ILI UUA /OV 4K0 /TM 0107 /FL001 /TP BE36 /TB SEV /RM SEV TURB DURD AND DURC IN AND OUT OF PEDRO BAY,SEV,,100.0,59.79,-154.12,2017-08-04 01:07:00+00:00,5.0,1,0,L,0.6
F,B737,SIT UA /OV BKA120100/TM 0140/FL350/TP B737/TB LGT /RM ZAN,LGT,,35000.0,56.02659916659917,-132.90956137835704,2017-08-14 01:40:00+00:00,1.0,0,0,M,0.8
T,E175,CHS UUA /OV CHS345010/TM 1950/FL350/TP E175/TB SEV/RM NO DAMAGE TO A/C GAIN OF 700,SEV,,35000.0,33.05960067772654,-80.09187958436883,2017-08-09 19:50:00+00:00,5.0,1,0,U,0.6
F,SF34,PQI UA /OV PQI /TM 0019 /FL048 /TP SF34 /SK OVC048 /TB NEG,NEG,,4800.0,46.68897,-68.04481,2017-08-19 00:19:00+00:00,0.0,0,0,M,0.8
F,DV20,UAO UA /OV UAO/TM 1754/FL021/TP DV20/WX FV03SM/TB NEG 021/RM FV03 1/2-04SM DURC RWY 17,NEG 021,,2100.0,45.25,-122.77,2017-08-04 17:54:00+00:00,0.0,0,0,L,0.6
F,C208,BET UA /OV BET280060/TM 2347/FL050/TP C208/TA 0/TB NEG/IC LGT RIME/RM ZAN,NEG,,5000.0,60.94366224318339,-163.8469034091269,2017-08-24 23:47:00+00:00,0.0,0,0,L,0.6
F,A321,VJI UA /OV HMV/TM 1015/FL320/TP A321/TB NEG/RM ZTLFD,NEG,,32000.0,36.44,-82.13,2017-08-17 10:15:00+00:00,0.0,0,0,M,0.8
F,E75S,KMCI UA /OV MCI220004/TM 1616/FL030/TP E75S/TB MDT-SEV 030-070 DURC,MDT-SEV 030-070 DURC,,3000.0,39.2465362338146,-94.7692890236394,2017-08-05 16:16:00+00:00,5.0,1,1,U,0.6
T,PA32,RSW UUA /OV RSW020040/TM 1724/FL070/TP PA32/TB SEV/RM CWSU ZMA,SEV,,7000.0,27.164572490642872,-81.50184259604815,2017-08-24 17:24:00+00:00,5.0,1,0,L,0.6
F,UNKN,OFP UA /OV RIC009023 /TM 0015 /FL045 /TP UNKN /TB LGT /RM AEROVIE,LGT,,4500.0,37.890144531648446,-77.24775605639583,2017-08-28 00:15:00+00:00,1.0,0,0,U,0.6
F,C182,ORT UA /OV ORT247048 /TM 2145 /FL044 /TP C182 /SK SCT080 /TB NEG/RM NEG MTN OBSC,NEG,,4400.0,62.64738977780613,-143.5399810753742,2017-08-24 21:45:00+00:00,0.0,0,0,L,0.6
F,B737,MLI UA /OV DDD184014 /TM 0326 /FL360 /TP B737 /TB CONT LGT 360 /RM CONT LGT/MOD FL360 AWC-WEB,CONT LGT 360,,36000.0,41.13721620095997,-91.1716905485252,2017-08-11 03:26:00+00:00,1.0,0,0,M,0.8
F,BE65,STC UA /OV STC010010/TM 1255/FL080/TP BE65/WX -RA/TA UNKN/TB NEG/IC NEG,NEG,,8000.0,45.70744792042,-94.00997369319684,2017-08-25 12:55:00+00:00,0.0,0,0,L,0.6
T,EVOT,TAD UUA /OV TBE360035/TM 0100/FL270/TP EVOT/TB SEV/RM +-1500FT ACTUAL.....ZDV,SEV,,27000.0,37.85338058338058,-103.6,2017-08-11 01:00:00+00:00,5.0,1,1,U,0.6
F,A320,SPI UA /OV SPI120025/TM 0044/FL340/TP A320/TB LGT CHOP/RM ZKCFD,LGT CHOP,,34000.0,39.63634979164979,-89.21388083651634,2017-08-01 00:44:00+00:00,1.0,0,0,M,0.8
F,B737,RWF UA /OV RWF238052 /TM 2235 /FL380 /TP B737 /TB CONT LGT TURB/RM AWC-WEB:,CONT LGT TURB,,38000.0,44.087589437295,-96.11337180733312,2017-08-01 22:35:00+00:00,1.0,0,0,M,0.8
T,H47,EVV UUA /OV PXV248028/TM 1725/FL060/TP H47/TB SEV/RM ZME,SEV,,6000.0,37.75516942959585,-88.30860738868662,2017-08-30 17:25:00+00:00,5.0,1,0,M,0.8
F,C210,BIH UA /OV VNY-BIH360025 /TM 1525 /FL145 /TP C210 /TB NEG /RM SMOOTH TCU W,NEG,,14500.0,37.37311,-118.36361,2017-08-29 15:25:00+00:00,0.0,0,0,L,0.6
F,B752,MBPV UA /OV GTK041215/TM 2003/FL360/TP B752/TB LGT/RM ALONG 30 MINS OF FLIGHT. CWSU ZMA,LGT,,36000.0,24.03459505047298,-68.6260425851002,2017-08-17 20:03:00+00:00,1.0,0,0,M,0.8
F,A320,LGC UA /OV LGC355020/TM 0133/FL300/TP A320/TB LGT CAT/RM ZTLFD,LGT CAT,,30000.0,33.34095179664766,-85.10725672171951,2017-08-09 01:33:00+00:00,1.0,0,0,M,0.8
F,B737,TPH UA /OV MVA045040/TM 1319/FL400/TP B737/TB NEG/RM ZOA CWSU,NEG,,40000.0,39.0414427045954,-117.42701413730364,2017-08-28 13:19:00+00:00,0.0,0,0,M,0.8
F,C25V,UUA /OV YHM 180010 /TM 1947 /FL120 /TP C25V /TB SEV,SEV,,12000.0,43.00331983331984,-79.93,2017-08-04 19:47:00+00:00,5.0,1,0,U,0.6
F,B737,OTZ UA /OV OTZ /TM 1608 /FL000 /TP B737 /TB NEG /IC NEG,NEG,,0.0,66.88,-162.59,2017-08-17 16:08:00+00:00,0.0,0,0,M,0.8
