URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,Plane Weight,sample_weight
T,C680,ARG UUA /OV ARG360040/TM 2150/FL180/TP C680/TB CONT SEV 180-200/RM IN DESCENT. ZME,CONT SEV 180-200,,18000.0,36.791390666720666,-90.92511,2018-02-01 21:50:00,5.0,1,U,0.6
T,C680,IND UUA /OV ARG360040/TM 2150/FL180/TP C680/TB SEV 180-200/RM IN DESCENT,SEV 180-200,,18000.0,36.791390666720666,-90.92511,2018-02-01 21:50:00,5.0,1,U,0.6
F,TBM8,ARG UA /OV ARG360035/TM 2235/FL180/TP TBM8/TB SEV 180-210/RM ZME,SEV 180-210,,18000.0,36.70805058338058,-90.92511,2018-02-01 22:35:00,5.0,1,U,0.6
T,TBM8,ARG UUA /OV ARG360035/TM 2235/FL180/TP TBM8/TB SEV 180-210/RM ZME,SEV 180-210,,18000.0,36.70805058338058,-90.92511,2018-02-01 22:35:00,5.0,1,U,0.6
T,C172,MLU UUA /OV MLU120020/TM 2317/FL030/TP C172/TB SEV 030,SEV 030,,3000.0,32.344179833319835,-91.69534198464676,2018-02-01 23:17:00,5.0,1,L,0.6
F,B737,UUA /OV CYEG 010080 /TM 0415 /FL240 /TP B737 /TB MDT-SEV 240-250 /RM 25 MILES NORTH OF RESAX,MDT-SEV 240-250,,24000.0,54.62290336335996,-113.19218213580426,2018-02-02 04:15:00,5.0,1,M,0.8
F,CRJ7,LGA UA /OV RBV/TM 1225/FL100/TP CRJ7/TB SEV/RM 15 SECOND DURATION,SEV,,10000.0,40.2,-74.5,2018-02-02 12:25:00,5.0,1,M,0.8
T,A321,NEL UUA /OV RBV /TM 1228 /FL100 /TP A321 /TB SEV,SEV,,10000.0,40.2,-74.5,2018-02-02 12:28:00,5.0,1,M,0.8
T,E545,BDR UUA /OV CMK/TM 1310/FL190/TP E545/TB SEV-EXTREME,SEV-EXTREME,,19000.0,41.28,-73.58,2018-02-02 13:10:00,5.0,1,U,0.6
T,E190,BDR UUA /OV BDR/TM 1357/FL160/TP E190/TB SEV/RM DURD 160-150 MOD CHOP 140,SEV,,16000.0,41.15833,-73.12889,2018-02-02 13:57:00,5.0,1,U,0.6
T,CRJ7,FRG UUA /OV DPK/TM 1400/FL190/TP CRJ7/TB SEV,SEV,,19000.0,40.79,-73.3,2018-02-02 14:00:00,5.0,1,M,0.8
T,EXP,KAVL UUA /OV SUG090005/TM 1453/FL050/TP EXP/TB SEV,SEV,,5000.0,35.41,-82.16774557641085,2018-02-02 14:53:00,5.0,1,L,0.6
T,PA27,KAVL UUA /OV AVL230015/TM 1642/FL075/TP PA27/TB MDT-SEV,MDT-SEV,,7500.0,35.27123008111625,-82.77255830640837,2018-02-02 16:42:00,5.0,1,L,0.6
T,PA27,GSP UUA /OV ODF/TM 1918/FL080/TP PA27/TB SEV CAT/RM REPORTED AS PRETTY SEV TURB AT 080  PLUS OR MINUS 200FT ALT IN TURB NO DAMAGE NO INJURIES/ZTLFD,SEV CAT,,8000.0,34.7,-83.3,2018-02-02 19:18:00,5.0,1,L,0.6
F,BE95,CLT UA /OV HBI/TM 2100/FL065/TP BE95/TB SEV,SEV,,6500.0,35.65453,-79.89475,2018-02-02 21:00:00,5.0,1,L,0.6
F,C172,IYS UA /OV IYS270005 /TM 2213 /FL020 /TP C172 /TB SEV /RM PILOT SAID HEAVY TB,SEV,,2000.0,61.57,-149.7050530497081,2018-02-02 22:13:00,5.0,1,L,0.6
F,C172,IYS UA /OV IYS270005 /TM 2213 /FL020 /TP C172 /TB SEV /RM PILOTSAID HEAVY TB,SEV,,2000.0,61.57,-149.7050530497081,2018-02-02 22:13:00,5.0,1,L,0.6
T,C172,PAQ UUA /OV PAQ /TM 2304 /FL010 /TP C172 /TB EXTRM /RM TFC PTN RWY 10,EXTRM,,1000.0,61.59,-149.08,2018-02-02 23:04:00,7.0,1,L,0.6
T,C172,PAQ UUA /OV PAQ /TM 2304 /FL010 /TP C172 /TB EXTRM /RM TFC PTN RWY10,EXTRM,,1000.0,61.59,-149.08,2018-02-02 23:04:00,7.0,1,L,0.6
F,B190,UUA /OV YYG 120150 /TM 0028 /FL120 /TP B190 /TB MDT-SEV 120-140,MDT-SEV 120-140,,12000.0,44.91989874989875,-59.85339603335714,2018-02-03 00:28:00,5.0,1,M,0.8
F,B190,UUA /OV 4850N05600W /TM 1200 /FL130 /TP B190 /TB MDT - SEV /RM MDT -SEV F130 - F210,MDT - SEV,,13000.0,48.8333,-56.0,2018-02-03 12:00:00,5.0,1,M,0.8
T,C207,JNU UUA /OV SSR041015 /TM 1705 /FL035 /TP C207 /TB SEV /RM VCY WEST SIDE LONE MOUNTAIN LOSS 300FT,SEV,,3500.0,58.35869267793998,-134.9389878334158,2018-02-03 17:05:00,5.0,1,L,0.6
T,C207,JNU UUA /OV SSR041015 /TM 1705 /FL035 /TP C207 /TB SEV /RM VCYWEST SIDE LONE MOUNTAIN LOSS 300FT,SEV,,3500.0,58.35869267793998,-134.9389878334158,2018-02-03 17:05:00,5.0,1,L,0.6
F,C207,JNU UA /OV SSR041015 /TM 1705 /FL035 /TP C207 /TB SEV /RM VCY WEST SIDE LONE MOUNTAIN LOSS 300FT,SEV,,3500.0,58.35869267793998,-134.9389878334158,2018-02-03 17:05:00,5.0,1,L,0.6
F,C207,JNU UA /OV SSR041015 /TM 1705 /FL035 /TP C207 /TB SEV /RM VCY WESTSIDE LONE MOUNTAIN LOSS 300FT,SEV,,3500.0,58.35869267793998,-134.9389878334158,2018-02-03 17:05:00,5.0,1,L,0.6
T,P28R,OAK UUA /OV OAK050005/TM 1720/FL020/TP P28R/TB SEV/RM DURC,SEV,,2000.0,37.77484997296125,-122.14000887226186,2018-02-03 17:20:00,5.0,1,L,0.6
T,DA40,MLD UUA /OV MLD240030/TM 1925/FL120/TP DA40/TB SEV MTW UNABLE TO MAINTAIN ALT/RM ZLC,SEV MTW UNABLE TO MAINTAIN ALT,,12000.0,41.91656974997975,-112.8808852877759,2018-02-03 19:25:00,5.0,1,L,0.6
T,A319,ASE UUA /OV DBL080050/TM 2030/FL370/TP A319/TB SEV MTW/RM +/- 200 FT AND 30 KTS ZDV,SEV MTW,,37000.0,39.58471853598616,-105.8372653717182,2018-02-03 20:30:00,5.0,1,M,0.8
T,C25B,4BM UUA /OV DEN225045 /TM 0032 /FL150 /TP C25B /TB SEV 140-150,SEV 140-150,,15000.0,39.30242695733018,-105.34816458154828,2018-02-04 00:32:00,5.0,1,U,0.6
T,CL60,DEN UUA /OV DEN220040/TM 0350/FL140/TP CL60/TB SEV,SEV,,14000.0,39.32206233814605,-105.2155808975145,2018-02-04 03:50:00,5.0,1,M,0.8
T,B738,LVM UUA /OV 15 S LVM/TM 0456/FL130/TP B738/TB SEV TB,SEV TB,,13000.0,45.44997974997976,-110.45,2018-02-04 04:56:00,5.0,1,M,0.8
T,C172,TLH UUA /OV TLH040012/TM 1655/FL020/TP C172/WX +RA/TB SEV,SEV,,2000.0,30.546761298556184,-84.2022979484977,2018-02-04 16:55:00,5.0,1,L,0.6
T,B772,ORF UUA /OV 3556N 06151W/TM 0623/FL350 /TP B772/TB SEV,SEV,,35000.0,35.9333,-61.85,2018-02-05 06:23:00,5.0,1,H,1.0
T,A332,BOS UUA /OV 43N057W/TM 1615/FL370/TP A332/TB SEV,SEV,,37000.0,43.0,-57.0,2018-02-05 16:15:00,5.0,1,H,1.0
F,A332,UUA /OV 4308N05714W /TM 1651 /FL350 /TP A332 /TB SEV 370 /RM DESCENDED TO 350 BETTER RIDE,SEV 370,,35000.0,43.1333,-57.2333,2018-02-05 16:51:00,5.0,1,H,1.0
T,C182,SJC UUA /OV SJC360010/TM 1750/FL035/TP C182/TB SEV,SEV,,3500.0,37.52608016668017,-121.92442,2018-02-06 17:50:00,5.0,1,L,0.6
T,LJ35,LIT UUA /OV ELD320035/TM 0102/FL390/TP LJ35/TB SEV/RM +- 500FT -ZME,SEV,,39000.0,33.66786545412221,-93.2615300767368,2018-02-07 01:02:00,5.0,1,M,0.8
T,P28A,CCR UUA /OV OAK-CCR120011 /TM 0211 /FL040 /TP P28A /TB OCNL SEV,OCNL SEV,,4000.0,37.99160631,-122.05263065,2018-02-07 02:11:00,5.0,1,L,0.6
T,C560,JAC UUA /OV JAC/TM 1410/FL100/TP C560/TB SEV 100-110 DURC/ZLC,SEV 100-110 DURC,,10000.0,43.61281,-110.73699,2018-02-07 14:10:00,5.0,1,M,0.8
F,B789,UUA /OV 4256N06131W /TM 1900 /FL350 /TP B789 /TB MDT-SEV,MDT-SEV,,35000.0,42.9333,-61.5166,2018-02-07 19:00:00,5.0,1,U,0.6
F,B788,UUA /OV 4322N06219W /TM 1945 /FL390 /TP B788 /TB SEV,SEV,,39000.0,43.3666,-62.3166,2018-02-07 19:45:00,5.0,1,U,0.6
T,C25B,GSO UUA /OV GSO360010/TM 2008/FL170/TP C25B/TB SEV,SEV,,17000.0,36.26418016668016,-79.94361,2018-02-07 20:08:00,5.0,1,U,0.6
