URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,Plane Weight,sample_weight
T,CRJ7,TBN UUA /OV MAP/TM 0016/FL170/TP CRJ7/TB SEV 150-170/IC NEG/RM /ZKC/FDC/XJ,SEV 150-170,,17000.0,37.59,-91.79,2023-04-01 00:16:00,5.0,1,M,0.8
T,A320,IKK UUA /OV IKK250015/TM 0028/FL370/TP A320/TB SEV,SEV,,37000.0,40.98587803825376,-88.15791923193483,2023-04-01 00:28:00,5.0,1,M,0.8
T,C251,DEN UUA /OV APA180011/TM 0040/FL090/TP C251/TB SEV,SEV,,9000.0,39.38665181665182,-104.85,2023-04-01 00:40:00,5.0,1,U,0.6
T,B772,ABR UUA /OV ABR090020/TM 0115/FL370/TP B772/TB SEV,SEV,,37000.0,45.45,-97.944810548588,2023-04-01 01:15:00,5.0,1,H,1.0
T,E190,FNT UUA /OV FNT070025/TM 0430/FL350/TP E190/L/TB SEV TURB/RM NO DAM/NO INJ,SEV TURB,,35000.0,43.10918993624375,-83.2143253550513,2023-04-01 04:30:00,5.0,1,U,0.6
T,C560,DTW UUA /OV DXO260025/TM 1328/FL110/TP C560/TB SEV/RM 800 FT LOSS,SEV,,11000.0,42.13764073200692,-83.92403916693706,2023-04-01 13:28:00,5.0,1,M,0.8
T,BE76,CRE UUA /OV CRE/TM 1401/FL007/TP BE76/TB SEV TURB BELOW 007,SEV TURB BELOW 007,,700.0,33.81175,-78.72394,2023-04-01 14:01:00,5.0,1,L,0.6
T,PA44,BJC UUA /OV KEIK/TM 1445/FL075/TP PA44/TB SEV,SEV,,7500.0,40.010225,-105.047975,2023-04-01 14:45:00,5.0,1,L,0.6
T,CRJ9,AVL UUA /OV SUG360020/TM 1737/FL100/TP CRJ9/TB SEV/RM NO DAMAGE OR INJURIES REPORTED ZTLFD,SEV,,10000.0,35.74336033336033,-82.27,2023-04-01 17:37:00,5.0,1,U,0.6
F,P28A,HUF UA /OV TTH050020/TM 1753/FL025/TP P28A/SK BKN035/TB SEV,SEV,,2500.0,39.704279891845,-86.91909802421625,2023-04-01 17:53:00,5.0,1,L,0.6
T,PA46,BNA UUA /OV 20S BNA/TM 1758/FL070/TP PA46 /TB SEV TURB 070-085/RM OBJECTS FLYING  NO INJURIES,SEV TURB 070-085,,7000.0,35.78552966663967,-86.68917,2023-04-01 17:58:00,5.0,1,L,0.6
T,PA46,MQY UUA /OV BNA180020 /TM 1758 /FL070 /TP PA46 /TB SEV 070-085 /RM OBJECTS FLYING,SEV 070-085,,7000.0,35.78552966663967,-86.68917,2023-04-01 17:58:00,5.0,1,L,0.6
T,PAY2,GSO UUA /OV GSO/TM 1805/FL030/TP PAY2/TB SEV 035-030/RM DURD RWY 23L KGSO NEGATIVE INJURIES,SEV 035-030,,3000.0,36.0975,-79.94361,2023-04-01 18:05:00,5.0,1,L,0.6
T,P28A,ATL UUA /OV AHN/TM 1823/FL073/TP P28A/TB SEV 073-067,SEV 073-067,,7300.0,33.9486,-83.32635,2023-04-01 18:23:00,5.0,1,L,0.6
T,BE40,CHO UUA /OV 10W SHD/TM 1851/FL140/TP BE40/TB SEV/RM MOD TO SEV DURD 140-SFC,SEV,,14000.0,38.26383,-79.1087261334518,2023-04-01 18:51:00,5.0,1,M,0.8
F,PC12,MSO UA /OV MSO160015/TM 1915/FL103/TP PC12/TA M10/TB SEV TURB ABV 075/IC MOD-SEV RIME BLO 103/RM DURD,SEV TURB ABV 075,,10300.0,46.68585781600893,-113.96730105760776,2023-04-01 19:15:00,5.0,1,L,0.6
T,PC12,MSO UUA /OV MSO120030/TM 1936/FL100/TP PC12/TB CONS SEV 100-075/IC MOD-SEV RIME 100-75/RM DURD /ZLC,CONS SEV 100-075,,10000.0,46.67077974997975,-113.45847029879978,2023-04-01 19:36:00,5.0,1,L,0.6
T,LJ35,AMG UUA /OV AMG090015/TM 1948/FL330/TP LJ35/TB SEV,SEV,,33000.0,31.53606,-82.2132161323374,2023-04-01 19:48:00,5.0,1,M,0.8
T,PA32,PUB UUA /OV PUB135038/TM 2022/FL125/TP PA32/TB SEV TURB/RM FL125-130 NO DAMAGE NO INJURIES ZDV,SEV TURB,,12500.0,37.84212943063437,-103.9277103075442,2023-04-01 20:22:00,5.0,1,L,0.6
T,P32R,AVL UUA /OV SOT181013/TM 2107/FL120/TP P32R/TB SEV/RM NO DAMAGE/INJURIES,SEV,,12000.0,35.573348785371515,-83.05466200688836,2023-04-01 21:07:00,5.0,1,L,0.6
T,E145,LNS UUA /OV LRP200005/TM 2113/FL160/TP E145/TB SEV,SEV,,16000.0,40.04168593866964,-76.32727490157622,2023-04-01 21:13:00,5.0,1,M,0.8
T,CRJ9,AVL UUA /OV AVL350015/TM 2158/FL100/TP CRJ9/TB SEV TB,SEV TB,,10000.0,35.67816188062999,-82.5907833922626,2023-04-01 21:58:00,5.0,1,U,0.6
T,B752,BWI UUA /OV DUDDS/TM 2225/FL040/TP B752/TB SEV,SEV,,4000.0,39.17331653,-76.68414363,2023-04-01 22:25:00,5.0,1,M,0.8
T,C560,CVG UUA /OV CVG/TM 2234/FL025/TP C560/TB SEV 025/RM ONE BIG BUMP AT FL025,SEV 025,,2500.0,39.04306,-84.67167,2023-04-01 22:34:00,5.0,1,M,0.8
T,RV12,4S2 UUA /OV VUO-4S2 /TM 2307 /FL012 /TP RV12 /TB SEV ABV 008 /RM DURD,SEV ABV 008,,1200.0,45.646525,-122.096495,2023-04-01 23:07:00,5.0,1,U,0.6
T,GLF4,HPN UUA /OV KHPN160002/TM 2329/FL007/TP GLF4/TB SEV/RM LLWS +/-15 KTS ON APPROACH RWY 34,SEV,,700.0,41.03561437546786,-73.69237736963075,2023-04-01 23:29:00,5.0,1,M,0.8
F,B77W,UUA /OV 51N040W /TM 0649 /FL370 /TP B77W /TB SEV,SEV,,37000.0,51.0,-40.0,2023-04-02 06:49:00,5.0,1,U,0.6
T,H320,GUC UUA /OV HBU055055/TM 1510/FL350/TP H320/TB SEV TURB/RM UNABLE TO HOLD AIRCRAFT ZDV,SEV TURB,,35000.0,38.97582098808145,-106.08111710887172,2023-04-02 15:10:00,5.0,1,U,0.6
T,GLF4,DEN UUA /OV DEN320035/TM 1641/FL100/TP GLF4/TB SEV/RM DURD PINNR,SEV,,10000.0,40.279695454122205,-105.14582078532518,2023-04-02 16:41:00,5.0,1,M,0.8
T,C172,DEN UUA /OV DEN220027/TM 1654/FL075/TP C172/TB SEV,SEV,,7500.0,39.488052078248586,-105.03420460582228,2023-04-02 16:54:00,5.0,1,L,0.6
F,P28A,BJC UA /OV BDU/TM 1743/FL080/TP P28A/TB SEV/RM SEV TB OV BDU MDT IN BJC CLASS D TO SFC,SEV,,8000.0,40.0394297,-105.2258217,2023-04-02 17:43:00,5.0,1,L,0.6
T,PC12,RNO UUA /OV FMG200020/TM 1820/FL100/TP PC12/TB SEV,SEV,,10000.0,39.21674375467857,-119.80782473249104,2023-04-02 18:20:00,5.0,1,L,0.6
