URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,Plane Weight,sample_weight
T,E190,HFD UUA /OV HFD/TM 0311/FL130/TP E190/TB SEV,SEV,,13000.0,41.73672,-72.64944,2022-04-01 03:11:00,5.0,1,U,0.6
T,B757,CXY UUA /OV HAR/TM 0442/FL260/TP B757/TB SEV/RM DURD 260-210,SEV,,26000.0,40.23,-77.02,2022-04-01 04:42:00,5.0,1,M,0.8
F,CL60,UUA /OV 4440N05945W /TM 1520 /FL350 /TP CL60 /TB MDT-SEV 360-380 /RM SMOOTH AT FL350 EBND,MDT-SEV 360-380,,35000.0,44.6666,-59.75,2022-04-01 15:20:00,5.0,1,M,0.8
T,A359,PASY UUA /OV 4418N 17211E /TM 1541 /FL390 /TP A359 /TB SEV /RM ZOACWSU AWC-WEB:,SEV,,39000.0,44.3,172.1833,2022-04-01 15:41:00,5.0,1,U,0.6
F,C172,CHS UA /OV CHS/TM 1613/FL030/TP C172/TB SEV,SEV,,3000.0,32.8986,-80.0405,2022-04-01 16:13:00,5.0,1,L,0.6
T,C172,CHS UUA /OV CHS040020/TM 1613/FL030/TP C172/TB SEV,SEV,,3000.0,33.15396883092698,-79.78529343117854,2022-04-01 16:13:00,5.0,1,L,0.6
F,E545,RSW UA /OV RSW310031/TM 1617/FL110/TP E545/TB SEV TURB,SEV TURB,,11000.0,26.870193832359742,-82.1991679367771,2022-04-01 16:17:00,5.0,1,U,0.6
T,E545,RSW UUA /OV RSW310031/TM 1617/FL110/TP E545/TB SEV TURB,SEV TURB,,11000.0,26.870193832359742,-82.1991679367771,2022-04-01 16:17:00,5.0,1,U,0.6
F,C25B,AMA UA /OV PNH170045/TM 2039/FL175/TP C25B/TB SEV CAT/IC SEV RIME/RM SHORT DURATION ZAB/FDCS,SEV CAT,,17500.0,34.50133435811002,-101.54052903026604,2022-04-01 20:39:00,5.0,1,U,0.6
T,C206,TRK UUA /OV WMC-TRK360010 /TM 2241 /FL085 /TP C206 /TB OCNL SEV,OCNL SEV,,8500.0,39.32004,-120.13956,2022-04-01 22:41:00,5.0,1,L,0.6
F,A21N,UUA /OV 4647N05944W /TM 2243 /FL380 /TP A21N /TB SEV /RM DESCENDED -F340,SEV,,38000.0,46.7833,-59.7333,2022-04-01 22:43:00,5.0,1,U,0.6
F,B77L,UUA /OV 4400N05700W /TM 2330 /FL390 /TP B77L /TB SEV /RM DESCENDED -F370,SEV,,39000.0,44.0,-57.0,2022-04-01 23:30:00,5.0,1,U,0.6
F,A333,UUA /OV 4915N05302W /TM 2350 /FL370 /TP A333 /TB SEV /RM MOMONTARILYSEV TURB MOD BEF AND AFTER,SEV,,37000.0,49.25,-53.333,2022-04-01 23:50:00,5.0,1,H,1.0
T,C206,VIH UUA /OV VIH/TM 1547/FL035/TP C206/TB SEV/RM ZKC FDC,SEV,,3500.0,38.13,-91.77,2022-04-02 15:47:00,5.0,1,L,0.6
T,C172,SUS UUA /OV SUS /TM 1643 /FL020 /TP C172 /TB SEV,SEV,,2000.0,38.65722,-90.65583,2022-04-02 16:43:00,5.0,1,L,0.6
T,C177,FAM UUA /OV FAM298025/TM 1932/FL045/TP C177/TB SEV/RM INCREASE OF 2000 FT VERTICALLY WITHIN A FEW SECONDS ZKC FDC,SEV,,4500.0,37.95665899584188,-90.89400058922048,2022-04-02 19:32:00,5.0,1,L,0.6
T,BE33,RNO UUA /OV M45/TM 2010/FL113/TP BE33/TB EXTRM/RM LOST CTRL OF A/C FOR 3 SECONDS....ZOA CWSU,EXTRM,,11300.0,38.73,-119.76,2022-04-02 20:10:00,7.0,1,L,0.6
T,SR22,TUS UUA /OV TUS105042/TM 2017/FL105/TP SR22/TB SEV TURB 105,SEV TURB 105,,10500.0,31.9390819933737,-110.1395671964626,2022-04-02 20:17:00,5.0,1,L,0.6
T,GLF4,JAX UUA /OV JAX075220/TM 2030/FL290/TP GLF4/TB SEV/RM POSSIBLY SEV A/C ALTITUDE VARIED 500FT,SEV,,29000.0,31.44314003470917,-77.57727646619752,2022-04-02 20:30:00,5.0,1,M,0.8
T,PC12,DEN UUA /OV DEN217039/TM 1731/FL140/TP PC12/TB SEV 140,SEV 140,,14000.0,39.31364487026761,-105.16694499647656,2022-04-04 17:31:00,5.0,1,L,0.6
T,GLF6,BZN UUA /OV BZN010030/TM 1919/FL430/TP GLF6/TB SEV /ZLC,SEV,,43000.0,46.28050376125999,-111.0363078177016,2022-04-04 19:19:00,5.0,1,U,0.6
F,R22,UUA /OV CYBW 340005 /TM 1925 /FL050 /TP R22 /TB SEV 050,SEV 050,,5000.0,51.18137406133036,-114.4198341895024,2022-04-04 19:25:00,5.0,1,L,0.6
F,BE9L,SLC UA /OV TCH190010/TM 1945/FL110/TP BE9L/TB SEV,SEV,,11000.0,40.68585207958001,-112.01826383897853,2022-04-04 19:45:00,5.0,1,L,0.6
T,BE9L,SLC UUA /OV TCH190010/TM 1945/FL110/TP BE9L/TB SEV,SEV,,11000.0,40.68585207958001,-112.01826383897853,2022-04-04 19:45:00,5.0,1,L,0.6
T,E145,OKC UUA /OV IRW140020 /TM 2101 /FL340 /TP E145 /TB SEV EXTRM /RM DURD FL340-310 ZFW AWC-WEB:,SEV EXTRM,,34000.0,35.10463116907302,-97.3472514030154,2022-04-04 21:01:00,6.0,1,M,0.8
T,E145,OKC UUA /OV IRW140020 /TM 2101 /FL340 /TP E145 /TB SEV EXTRM /RM DURD FL340-310 ZFW AWC-WEB,SEV EXTRM,,34000.0,35.10463116907302,-97.3472514030154,2022-04-04 21:01:00,6.0,1,M,0.8
T,GLF6,GTF UUA /OV GTF240010/TM 2350/FL410/TP GLF6/TB MDT-SEV 410/RM MTW +/-15KTS /ZLC,MDT-SEV 410,,41000.0,47.38995991665992,-111.59575534873026,2022-04-04 23:50:00,5.0,1,U,0.6
T,P28A,POC UUA /OV POM/TM 0215/FL035/TP P28A/TB SEV/RM COR SA-ID AND MSG TYPE. ZLA CWSU,SEV,,3500.0,34.08,-117.79,2022-04-05 02:15:00,5.0,1,L,0.6
T,DH8D,IDA UUA /OV DBS250028/TM 0321/FL190/TP DH8D/TB SEV/RM NO DAMAGE NO INJURIES WIND SHIFT 100KTS /ZLC,SEV,,19000.0,43.930377671407015,-112.82059536291524,2022-04-05 03:21:00,5.0,1,M,0.8
F,B789,UUA /OV 50N052W /TM 0406 /FL350 /TP B789 /TB SEV /RM MOD - SEV,SEV,,35000.0,50.0,-52.0,2022-04-05 04:06:00,5.0,1,U,0.6
T,B739,DEN UUA /OV BJC197010 /TM 0835 /FL310 /TP B739 /TB SEV 310 /RM MTN WAVE +/--20KT +/-+80FT AWC-WEB:,SEV 310,,31000.0,39.749412963879045,-105.1807210807656,2022-04-05 08:35:00,5.0,1,M,0.8
T,B739,DEN UUA /OV BJC197010 /TM 0835 /FL310 /TP B739 /TB SEV 310 /RM MTN WAVE +/--20KT +/-+80FT AWC-WEB,SEV 310,,31000.0,39.749412963879045,-105.1807210807656,2022-04-05 08:35:00,5.0,1,M,0.8
T,A306,BHM UUA /OV VUZ201050/TM 0954/FL350/TP A306/TB SEV/RM ZTLFD,SEV,,35000.0,32.89195329451053,-87.25886586120403,2022-04-05 09:54:00,5.0,1,H,1.0
T,E75L,WRB UUA /OV MCN/TM 1346/FL320/TP E75L/TB SEV/RM ZTLFD,SEV,,32000.0,32.69285,-83.64921,2022-04-05 13:46:00,5.0,1,U,0.6
T,C182,MSO UUA /OV MSO120080/TM 1351/FL160/TP C182/TB OCNL SEV FL160-170 /ZLC,OCNL SEV FL160-170,,16000.0,46.254079333279336,-112.40175413013272,2022-04-05 13:51:00,5.0,1,L,0.6
T,TBM8,4BM UUA /OV KAPA240035 /TM 1441 /FL200 /TP TBM8 /TA M20 /TB SEV 200-170 /IC LGT RIME 200-170 /RM DURD,SEV 200-170,,20000.0,39.278309708309706,-105.5054121328286,2022-04-05 14:41:00,5.0,1,U,0.6
T,LJ35,ALS UUA /OV ALS020035/TM 1454/FL390/TP LJ35/TB SEV MTW/RM .08M LOSS......ZDV,SEV MTW,,39000.0,37.987088429312514,-105.61009609078208,2022-04-05 14:54:00,5.0,1,M,0.8
T,B787,LAR UUA /OV LAR175020/TM 1457/FL410/TP B787/TB SEV MTW/RM +20KTS/400FT......ZDV,SEV MTW,,41000.0,40.97996820335234,-105.63631900828378,2022-04-05 14:57:00,5.0,1,U,0.6
T,GLF5,MLD UUA /OV MLD220010/TM 1525/FL450/TP GLF5/TB SEV /ZLC,SEV,,45000.0,42.03890558453652,-112.44118005524282,2022-04-05 15:25:00,5.0,1,M,0.8
T,GLF5,LGU UUA /OV MLD220010/TM 1525/FL450/TP GLF5/TB SEV /ZLC,SEV,,45000.0,42.03890558453652,-112.44118005524282,2022-04-05 15:25:00,5.0,1,M,0.8
T,C56X,ROA UUA /OV BCB090020/TM 1605/FL430/TP C56X/TB SEV,SEV,,43000.0,37.20764,-79.98927186102391,2022-04-05 16:05:00,5.0,1,M,0.8
T,HDJT,JAC UUA /OV JAC190010/TM 1636/FL070/TP HDJT/TB SEV FL070-130 /ZLC,SEV FL070-130,,7000.0,43.44866207958001,-110.77696652098363,2022-04-05 16:36:00,5.0,1,U,0.6
T,C25B,BZN UUA /OV EKS360005/TM 1645/FL130/TP C25B/TB SEV 130-150/RM NEGATIVE DAMAGE,SEV 130-150,,13000.0,45.35514008334008,-111.6486,2022-04-05 16:45:00,5.0,1,U,0.6
T,PRIM,CEW UUA /OV CEW350050/TM 1719/FL410/TP PRIM/TB SEV-EXTRM CAT,SEV-EXTRM CAT,,41000.0,31.600739602099974,-86.68844609139948,2022-04-05 17:19:00,6.0,1,U,0.6
F,BE10,DEN UA /OV 214058DEN/TM 1735/FL140/TP BE10/TB SEV/RM DURD,SEV,,14000.0,39.8328,-104.6575,2022-04-05 17:35:00,5.0,1,L,0.6
T,BE10,DEN UUA /OV 214058DEN/TM 1735/FL140/TP BE10/TB SEV/RM DURD,SEV,,14000.0,39.8328,-104.6575,2022-04-05 17:35:00,5.0,1,L,0.6
F,C56X,GRI UA /OV GRI/TM 1741/FL260/TP C56X/TB SEV 260-240/RM IMPROVED BLO FL230,SEV 260-240,,26000.0,40.96754,-98.30964,2022-04-05 17:41:00,5.0,1,M,0.8
T,C56X,GRI UUA /OV GRI/TM 1741/FL260/TP C56X/TB SEV 260-240/RM IMPROVED BLO FL230,SEV 260-240,,26000.0,40.96754,-98.30964,2022-04-05 17:41:00,5.0,1,M,0.8
T,C750,GUC UUA /OV HBU090040/TM 1820/FL450/TP C750/TB SEV MTN WAVE +-600FT/RM ZDV,SEV MTN WAVE +-600FT,,45000.0,38.45,-106.18866918757271,2022-04-05 18:20:00,5.0,1,M,0.8
