URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
F,B767,CRW UA /OV HVQ090025/TM 1301/FL360/TP B767/TB CONS LGT/RM IMPROVING WBOUND,CONS LGT,,36000.0,38.35,-81.23865377882149,2022-03-23 13:01:00+00:00,1.0,0,0,H,1.0
F,C25A,LAS UA /OV LAS290030 /TM 0220 /FL410 /TP C25A /TB SEV/RM AWC-WEB,SEV,,41000.0,36.251083923492494,-115.73364982813004,2022-03-21 02:20:00+00:00,5.0,1,0,L,0.6
F,A321,BAX UA /OV BAX090050/TM 2331/FL320/TP A321/TB NEG,NEG,,32000.0,43.78022,-81.8311238275684,2022-03-23 23:31:00+00:00,0.0,0,0,M,0.8
F,BE20,RGA UA /OV RGA/TM 1401/FL110/TP BE20/TB NEG/RM VMC,NEG,,11000.0,37.6315,-84.3324,2022-03-05 14:01:00+00:00,0.0,0,0,M,0.8
T,E170,CTY UUA /OV CTY270015/TM 1412/FL350/TP E170/TB SEV,SEV,,35000.0,29.63553,-83.39239791657837,2022-03-10 14:12:00+00:00,5.0,1,1,U,0.6
T,AT72,SPS UUA /OV KONY /TM 0349 /FL210 /TP AT72 /TB SEV 210-180 /RM DURD. ZFW AWC-WEB,SEV 210-180,,21000.0,33.35,-98.81,2022-03-22 03:49:00+00:00,5.0,1,0,M,0.8
F,B38M,PHNL UA /OV 3259N 13938W /TM 1743 /FL360 /TP B38M /TA M60 /WV 254060KT /TB INTMT LGT CHOP /RM SHORT STRETCH OF MODERATE TURBULENCE FOLLOWED BY INTMT LGT CHOP /KSJC-PHOG AWC-WEB,INTMT LGT CHOP,,36000.0,32.9833,-139.6333,2022-03-04 17:43:00+00:00,1.0,0,0,U,0.6
T,TBM8,CTY UUA /OV CTY140025/TM 1706/FL230/TP TBM8/TB SEV 230-240/RM NO DAMAGE OR INJURIES,SEV 230-240,,23000.0,29.31631896134128,-82.79658913878545,2022-03-10 17:06:00+00:00,5.0,1,1,U,0.6
F,B350,MLI UA /OV MZV260030/TM 1738/FL290/TP B350/TB NEG,NEG,,29000.0,41.23316887840831,-91.29568796558289,2022-03-06 17:38:00+00:00,0.0,0,0,M,0.8
T,FA50,SPS UUA /OV UKW030020 /TM 0220 /FL155 /TP FA50 /TB SEV 175-155 /RM ZFW AWC-WEB:,SEV 175-155,,15500.0,33.8286985173041,-97.62002386580524,2022-03-07 02:20:00+00:00,5.0,1,0,M,0.8
T,PA46,AVL UUA /OV SUG050013/TM 1551/FL070/TP PA46/TB SEV CAT 070/RM NO DAMAGE OR INJURIES REPORTED/ ZTLFD,SEV CAT 070,,7000.0,35.54928192969925,-82.06633827426553,2022-03-28 15:51:00+00:00,5.0,1,0,L,0.6
F,B767,ONT UA /OV BNG/TM 1452/FL110/TP B767/TB SEV 060-110,SEV 060-110,,11000.0,33.92,-116.85,2022-03-21 14:52:00+00:00,5.0,1,0,H,1.0
F,B767,DAY UA /OV ROD100020/TM 1253/FL350/TP B767/TB CONS LGT,CONS LGT,,35000.0,40.232112585605535,-83.60960680331907,2022-03-30 12:53:00+00:00,1.0,0,0,H,1.0
F,PA46,AVL UA /OV SUG050013/TM 1551/FL070/TP PA46/TB SEV CAT 070/RM NO DAMAGE OR INJURIES REPORTED/ ZTLFD,SEV CAT 070,,7000.0,35.54928192969925,-82.06633827426553,2022-03-28 15:51:00+00:00,5.0,1,0,L,0.6
F,B737,CMA UA /OV FIM/TM 1515/FL080/TP B737/TB NEG/RM COR SA-ID. ZLA CWSU,NEG,,8000.0,34.36,-118.88,2022-03-23 15:15:00+00:00,0.0,0,0,M,0.8
F,B350,ONT UA /OV BNG/TM 1730/FL090/TP B350/TB SEV TURB IN DESCENT,SEV TURB IN DESCENT,,9000.0,33.92,-116.85,2022-03-21 17:30:00+00:00,5.0,1,0,M,0.8
F,A21N,DAY UA /OV DQN/TM 1220/FL370/TP A21N/TB LGT,LGT,,37000.0,40.02,-84.4,2022-03-06 12:20:00+00:00,1.0,0,0,U,0.6
T,SF50,TOP UUA /OV TOP180015/TM 1726/FL270/TP SF50/TB SEV (CORRECTED TO URGENT)/RM ZKCFDC,SEV (CORRECTED TO URGENT),,27000.0,38.81997974997975,-95.62,2022-03-22 17:26:00+00:00,5.0,1,0,U,0.6
F,A20N,HTS UA /OV HNN020017/TM 0201/FL340/TP A20N/TB LGT CHOP,LGT CHOP,,34000.0,39.01626780852322,-81.90573344675175,2022-03-31 02:01:00+00:00,1.0,0,0,U,0.6
F,BE33,GYR UA /OV KGYR /TM 1700 /FL055 /TP BE33 /SK SKC /TB NEG,NEG,,5500.0,33.42235,-112.37358,2022-03-03 17:00:00+00:00,0.0,0,0,L,0.6
F,A333,UUA /OV 49N050W /TM 1520 /FL270 /TP A333 /TB SEV,SEV,,27000.0,49.0,-50.0,2022-03-25 15:20:00+00:00,5.0,1,0,H,1.0
