URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
F,S22T,LOZ UA /OV LVT005054/TM 1610/FL080/TP S22T/TA M14/TB NEG/IC LGT RIME,NEG,,8000.0,37.47664785094868,-85.07231129965122,2022-01-28 16:10:00+00:00,0.0,0,0,U,0.6
F,BE20,GUC UA /OV HBU260010/TM 0532/FL210/TP BE20/TA M17/TB OCNL LGT CHOP/IC LGT RIME/RM BETWEEN MTJ AND GUC. ZDVFD,OCNL LGT CHOP,,21000.0,38.42105629280277,-107.24959929611416,2022-01-18 05:32:00+00:00,1.0,0,0,M,0.8
F,SH36,LEX UA /OV HYK030020/TM 1126/FL090/TP SH36/TA M5/TB NEG/RM VMC,NEG,,9000.0,38.2586985173041,-84.25856629674578,2022-01-20 11:26:00+00:00,0.0,0,0,M,0.8
F,C208,AEG UA /OV ABQ320020 /TM 1659 /FL120 /TP C208 /SK SKC /WX FV99SM /TA M02 /WV 02037KT /TB NEG,NEG,,12000.0,35.297268830926974,-106.87722153311935,2022-01-15 16:59:00+00:00,0.0,0,0,L,0.6
F,E145,FLO UA /OV TNPIN/TM 1810/FL020/TP E145/WX 10SM/TB LGT CHOP,LGT CHOP,,2000.0,34.13,-115.94,2022-01-02 18:10:00+00:00,1.0,0,0,M,0.8
F,A321,CHS UA /OV CHS/TM 1245/FL340/TP A321/TB LGT,LGT,,34000.0,32.8986,-80.0405,2022-01-10 12:45:00+00:00,1.0,0,0,M,0.8
T,B77W,FAT UUA /OV FRA005035 /TM 0025 /FL350 /TP B77W /TB SEV 320-350 /RM ZOA CWSU AWC-WEB:,SEV 320-350,,35000.0,37.681160644133406,-119.5362512630815,2022-01-22 00:25:00+00:00,5.0,1,0,U,0.6
T,C680,MOD UUA /OV MOD070040 /TM 1955 /FL280 /TP C680 /TB SEV /RM SEVERE WAKE TURBULENCE BEHIND A B77 /ZOACWSU AWC-WEB,SEV,,28000.0,37.85385189798998,-120.16338346233478,2022-01-28 19:55:00+00:00,5.0,1,0,U,0.6
T,BE99,BZN UUA /OV BZN040010/TM 0221/FL130/TP BE99/TB SEV TURB,SEV TURB,,13000.0,45.915744415463486,-111.00718347749698,2022-01-09 02:21:00+00:00,5.0,1,0,L,0.6
F,B77W,UUA /OV 4531N05949W /TM 0005 /FL330 /TP B77W /TB SEV,SEV,,33000.0,45.5166,-59.8166,2022-01-30 00:05:00+00:00,5.0,1,0,U,0.6
