label,issue,expire,fl_low,fl_high,polygon
GOLF 2,2022-05-01 00:05:00+00:00,2022-05-01 04:05:00+00:00,0.0,48000.0,"POLYGON ((-67 18.3, -64.3 17.45, -64.45 15.3, -68 16, -68 18, -67 18.3))"
ECHO 4,2022-05-01 00:15:00+00:00,2022-05-01 04:15:00+00:00,0.0,49000.0,"POLYGON ((-55.15 22, -52.45 21, -53.45 19.15, -58 19.15, -58.15 20.45, -55.15 22))"
1E,2022-05-01 00:55:00+00:00,2022-05-01 02:55:00+00:00,0.0,43000.0,"POLYGON ((-83.65 32.69, -82.97931546023214 31.373168204009552, -84.35 30.833712818262683, -84.28324225923471 32.46710902655985, -83.65 32.69))"
5C,2022-05-01 00:55:00+00:00,2022-05-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-98.46 30.218283757683576, -98.92857195293236 29.23026818207199, -100.30950023601795 29.52518385684876, -100.17517661340487 30.292836311876194, -98.46 30.218283757683576))"
3C,2022-05-01 00:55:00+00:00,2022-05-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-88.94229312806507 35.712725732557736, -91.40482772371003 32.739704381113604, -94.12808794282336 32.880248046427575, -91.1544032115665 35.70912768372638, -88.94229312806507 35.712725732557736))"
3E,2022-05-01 00:55:00+00:00,2022-05-01 02:55:00+00:00,0.0,39000.0,"POLYGON ((-82.47382758360833 30.336465830354832, -78.89055775947249 26.229303019077314, -81.8 24.922737911472787, -83.07778476558454 26.92844540798563, -83.05 29.100893132790826, -82.47382758360833 30.336465830354832))"
2E,2022-05-01 00:55:00+00:00,2022-05-01 02:55:00+00:00,0.0,42000.0,"POLYGON ((-85.95008380351696 29.290904068838216, -85.00517657939814 29.015021064877867, -84.93895341632934 27.89157954242784, -86.68 27.33625192953575, -85.95008380351696 29.290904068838216))"
4C,2022-05-01 00:55:00+00:00,2022-05-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-94.94708650522678 32.41984659497573, -92.31830475390196 32.2844122343806, -93.99580577507679 29.818693376637544, -96.31 29.59184477868197, -96.37019852442019 31.338508877722262, -94.94708650522678 32.41984659497573))"
2C,2022-05-01 00:55:00+00:00,2022-05-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-88.63553732200911 41.78485085754143, -83.71052150499666 41.59467407715029, -85.25939248632041 36.64244578460034, -91.18781996206134 36.57088014937359, -88.63553732200911 41.78485085754143))"
1C,2022-05-01 00:55:00+00:00,2022-05-01 02:55:00+00:00,0.0,43000.0,"POLYGON ((-87.4 46.35, -84.53893542028712 43.5290821899263, -83.71052150499666 41.59467407715029, -88.63553732200911 41.78485085754143, -90.4822428362452 46.33132451987672, -87.4 46.35))"
1W,2022-05-01 00:55:00+00:00,2022-05-01 02:55:00+00:00,0.0,39000.0,"POLYGON ((-115.06640322530716 44.309876129794105, -114.98395907592516 41.10555597469672, -121.1502297971497 40.91841127259239, -118.79339235345766 44.12990272278268, -115.06640322530716 44.309876129794105))"
10C,2022-05-01 01:55:00+00:00,2022-05-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-98.30631668906017 30.65433015930736, -98.65020815837053 29.23916591529141, -100.77 29.36, -100.65978853321846 30.597303392786653, -98.30631668906017 30.65433015930736))"
