label,issue,expire,fl_low,fl_high,polygon
3E,2022-06-01 00:55:00+00:00,2022-06-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-72.48875164557695 43.271282677205896, -71.52595968863426 41.83075336680983, -71.69223969047962 41.71961848935766, -72.65503164742232 43.16014779975372, -72.48875164557695 43.271282677205896))"
2E,2022-06-01 00:55:00+00:00,2022-06-01 02:55:00+00:00,0.0,41000.0,"POLYGON ((-84.75770828139191 30.046444963365285, -82.75530266969302 30.21449395784311, -82.6673218577164 29.59945114411255, -84.93326234313339 29.169065141989194, -84.75770828139191 30.046444963365285))"
1E,2022-06-01 00:55:00+00:00,2022-06-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-82.11520154849487 27.908848520303266, -81.78 26.363631044263613, -82.97790131436908 26.079335843722717, -83.54712498957396 27.588954191126884, -82.11520154849487 27.908848520303266))"
4C,2022-06-01 00:55:00+00:00,2022-06-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-88.54369257923592 43.94463098084894, -87.7490291635359 43.7906200029666, -89.59 40.66089313279081, -93.30917248683927 38.64609730694379, -94.49 38.76910686720919, -88.54369257923592 43.94463098084894))"
1C,2022-06-01 00:55:00+00:00,2022-06-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-90.1 31.93089313279082, -88.24568083542877 31.908223781997542, -88.36 30.73, -91.3 30.812737911472784, -90.1 31.93089313279082))"
2C,2022-06-01 00:55:00+00:00,2022-06-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-95.9250718140011 38.90197705906824, -95.0855124679439 37.79792817001783, -98.66692612256558 34.143680947717215, -101.75639575577044 34.007314789155345, -101.94965927924423 34.67478494407264, -95.9250718140011 38.90197705906824))"
3C,2022-06-01 00:55:00+00:00,2022-06-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-103.79128571636821 31.398247518812603, -102.39803548748212 30.948696402189565, -103.36730441863041 29.069070318372592, -103.95 29.301786265581644, -103.79128571636821 31.398247518812603))"
SIERRA 6,2022-06-01 00:57:00+00:00,2022-06-01 05:00:00+00:00,0.0,53000.0,"POLYGON ((-157.3 6.15, -148.45 9, -146 4.45, -154.45 1.45, -157.3 6.15))"
5E,2022-06-01 01:55:00+00:00,2022-06-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-84.66893927874719 31.26146077585665, -84.55999889127698 30.30024718690875, -84.75872662347065 30.27772412190511, -84.86766701094086 31.238937710853012, -84.66893927874719 31.26146077585665))"
6E,2022-06-01 01:55:00+00:00,2022-06-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-71.82048136696343 42.76491045562251, -70.24235196088014 41.563704293481734, -70.3634854191202 41.40456069387808, -71.94161482520349 42.60576685601886, -71.82048136696343 42.76491045562251))"
4E,2022-06-01 01:55:00+00:00,2022-06-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-82.41316808973497 28.14502412492292, -81.78 26.862737911472784, -83.08160045779324 26.52409163394934, -83.67431775540796 27.395492887903274, -82.41316808973497 28.14502412492292))"
7C,2022-06-01 01:55:00+00:00,2022-06-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-89.23598867009734 42.4101489619791, -88.47690880072409 41.43225262311216, -93.01182656569132 39.0619990367889, -94.09512896634021 39.2882213716973, -89.23598867009734 42.4101489619791))"
5C,2022-06-01 01:55:00+00:00,2022-06-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-96.21 39.201786265581646, -95.0855124679439 37.79792817001783, -98.87298439712576 33.75439460339153, -101.75639575577044 34.007314789155345, -101.8726793839588 34.82866217640802, -96.21 39.201786265581646))"
6C,2022-06-01 01:55:00+00:00,2022-06-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-102.70497857235021 31.18499016254979, -103.36730441863041 29.069070318372592, -103.95 29.301786265581644, -104.1722693088895 30.760926845791154, -102.70497857235021 31.18499016254979))"
8E,2022-06-01 02:55:00+00:00,2022-06-01 04:55:00+00:00,0.0,39000.0,"POLYGON ((-71.3192384798435 42.4377482782541, -69.69672692086986 41.153640534014556, -69.82084489564902 40.99681346895014, -71.44335645462266 42.28092121318968, -71.3192384798435 42.4377482782541))"
7E,2022-06-01 02:55:00+00:00,2022-06-01 04:55:00+00:00,,,"POLYGON ((-75.41790805516625 42.08034730285716, -75.69333692421193 40.75502644366467, -75.5848203712144 40.834114847541876, -73.8632833831471 40.65044922073478, -75.49752081387942 40.71433183795035, -75.22209194483374 42.03965269714284, -73.88450037880965 40.45157780726604, -75.60603736687695 40.63524343407314, -75.41790805516625 42.08034730285716))"
12C,2022-06-01 02:55:00+00:00,2022-06-01 04:55:00+00:00,0.0,45000.0,"POLYGON ((-96.62764605456088 39.244141615992575, -94.49 37.60452417705444, -99.88 35.84089313279083, -100.45104222154504 36.14764047228191, -96.62764605456088 39.244141615992575))"
8C,2022-06-01 02:55:00+00:00,2022-06-01 04:55:00+00:00,0.0,45000.0,"POLYGON ((-99.15524146576765 35.74960267118773, -98.43697859494392 33.682495447604516, -102.10997346409481 33.69983891203634, -102.03252452118056 34.49734396100283, -99.15524146576765 35.74960267118773))"
11C,2022-06-01 02:55:00+00:00,2022-06-01 04:55:00+00:00,0.0,45000.0,"POLYGON ((-83.39 44.94910686720918, -82.72 43.92547582294556, -86.11 42.80273791147278, -85.99178473731666 43.90061673907604, -83.39 44.94910686720918))"
10C,2022-06-01 02:55:00+00:00,2022-06-01 04:55:00+00:00,0.0,45000.0,"POLYGON ((-88.53782227765429 42.458804909725096, -88.97931538661662 40.96738476634084, -93.85428669521963 38.268285055886736, -95.49367911332727 38.69935735359934, -88.53782227765429 42.458804909725096))"
9C,2022-06-01 02:55:00+00:00,2022-06-01 04:55:00+00:00,0.0,45000.0,"POLYGON ((-102.90564347974994 31.103683594920987, -102.98 30.284524177054436, -103.95 30.133631044263606, -104.1722693088895 30.760926845791154, -102.90564347974994 31.103683594920987))"
