URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
T,B38M,RNO UUA /OV RNO165025/TM 0707/FL140/TP B38M/TB SEV 140-130/RM DURD,SEV 140-130,,14000.0,39.08138830568365,-119.63137233642092,2024-02-27 07:07:00+00:00,5.0,1,0,U,0.6
F,A21N,UUA /OV 4518N06654W /TM 2212 /FL320 /TP A21N /TB SEV /RM NIL ATFL300 VCNTY TOPPS,SEV,,32000.0,45.3,-66.9,2024-02-22 22:12:00+00:00,5.0,1,0,U,0.6
F,B737,SPA UA /OV SPA/TM 1232/FL340/TP B737/TB NEG/RM ZTLFD-23,NEG,,34000.0,34.9157222,-81.9565,2024-02-17 12:32:00+00:00,0.0,0,0,M,0.8
F,DHC6,GCN UA /OV GCN270005/TM 2312/FL085/TP DHC6/TB LGT CHOP,LGT CHOP,,8500.0,35.94611,-112.25766370667216,2024-02-26 23:12:00+00:00,1.0,0,0,L,0.6
T,C172,BJC UUA /OV BJC/TM 1715/FL068/TP C172/TB SEV/RM MOD TO OCNL SEV TURB CHATFIELD RESERVOUR TO BJC ALL ALTITUDES,SEV,,6800.0,39.90881,-105.11719,2024-02-21 17:15:00+00:00,5.0,1,0,L,0.6
T,EVSS,GSO UUA /OV GSO310050/TM 2054/FL075/TP EVSS/TB CONS SEV/RM NO DAMAGES OR INJURIES REPORTED ZTLFD 45,CONS SEV,,7500.0,36.633199729612485,-80.73372108683942,2024-02-13 20:54:00+00:00,5.0,1,0,U,0.6
F,A321,TPA UA /OV TPA010020/TM 0138/FL370/TP A321/TB LGT CHOP,LGT CHOP,,37000.0,28.290195840839992,-82.47476160613245,2024-02-08 01:38:00+00:00,1.0,0,0,M,0.8
T,P28A,PSP UUA /OV 7 N PSP/TM 0216/FL7500/TP P28A/TB SEV TURB/RM MINOR INJURIES,SEV TURB,,75000.0,33.94634611667612,-116.50669,2024-02-08 02:16:00+00:00,5.0,1,0,L,0.6
T,C25B,SDB UUA /OV FIM250010 /TM 2229/FL090/TP C25B/TB SEV BLO 090 /RM AWC-WEB,SEV BLO 090,,9000.0,34.302992025502505,-119.06973550354752,2024-02-05 22:29:00+00:00,5.0,1,0,U,0.6
F,C700,MBG UA /OV MBG/TM 1627/FL410/TP C700/TB NEG,NEG,,41000.0,45.54639,-100.40778,2024-02-07 16:27:00+00:00,0.0,0,0,U,0.6
F,BE20,GJT UA /OV JNC080023/TM 2154/FL175/TP BE20/TB NEG/IC NEG/RM ZDV FD,NEG,,17500.0,39.12657052655364,-108.30378393468872,2024-02-22 21:54:00+00:00,0.0,0,0,M,0.8
T,A320,DFW UUA /OV CVE/TM 1142/FL340/TP A320/TB SEV 340,SEV 340,,34000.0,32.89,-96.9,2024-02-17 11:42:00+00:00,5.0,1,0,M,0.8
T,P28A,OLV UUA /OV OLV/TM 1750/FL010/TP P28A/TB SEV BLO 010 DURD RY18 OLV/RM LLWS +/-10 KT SFC-010 DURD RY18 OLV.,SEV BLO 010 DURD RY18 OLV,,1000.0,34.97875,-89.7868611,2024-02-08 17:50:00+00:00,5.0,1,0,L,0.6
