URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
F,C172,CMI UA /OV CMI360005/TM 1936/FL035/TP C172/SK FEW040/TB LGT,LGT,,3500.0,40.115740083340086,-88.2755,2024-07-17 19:36:00+00:00,1.0,0,0,L,0.6
F,BE35,ORD UA /OV MDW180020/TM 2223/FL030/TP BE35/SK SKC/TB SEV,SEV,,3000.0,41.45260966663967,-87.75242,2024-07-07 22:23:00+00:00,5.0,1,1,L,0.6
T,B350,SIK UUA /OV SIK180006/TM 2334/FL021/TP B350/TB SEV/RM DURD. NO INJURIES/NO DAMAGE. ZME,SEV,,2100.0,36.80269189999191,-89.5577,2024-07-03 23:34:00+00:00,5.0,1,1,M,0.8
F,B190,YAK UA /OV YAK /TM 1416 /FL070 /TP B190 /SK BKN020 /TB NEG /IC NEG/RM DURC YAK  BASES BKN020  MULTIPLE BKN-OVC LAYERS WITH TOPS 070(AKFSS),NEG,,7000.0,59.5,-139.66,2024-07-01 14:16:00+00:00,0.0,0,0,M,0.8
F,PA20,PAQ UA /OV PAQ104005 /TM 0127 /FL010 /TP PA20 /TB SEV /RM (AKFSS),SEV,,1000.0,61.569838209058936,-148.91003717558726,2024-07-12 01:27:00+00:00,5.0,1,0,L,0.6
F,BE20,SNP UA /OV SPY/TM 1911/FL010/TP BE20/SK TOP030/TB NEG/RM IMC/ ZAN,NEG,,1000.0,57.17,-170.22,2024-07-03 19:11:00+00:00,0.0,0,0,M,0.8
T,B737,LCH UUA /OV KLCH/TM 2208/FL380/TP B737/TB SEV/RM ZHU,SEV,,38000.0,30.12550085,-93.2277037,2024-07-14 22:08:00+00:00,5.0,1,1,M,0.8
T,PRM1,DPA UUA /OV DPA360005/TM 2121/FL190/TP PRM1/TB SEV,SEV,,19000.0,41.991120083340086,-88.24861,2024-07-22 21:21:00+00:00,5.0,1,0,L,0.6
F,A320,LNK UA /OV LNK/TM 1507/FL360/TP A320/TB NEG,NEG,,36000.0,40.831178,-96.763275,2024-07-03 15:07:00+00:00,0.0,0,0,M,0.8
T,B737,MCN UUA /OV MCN040027/TM 0208/FL240/TP B737/WX TS/TB SEV 240/RM ALT GAIN +1000FT LOSS -500FT NO DAMAGES OR INJURIES REPORTED ZTLFD-19,SEV 240,,24000.0,33.03759792175141,-83.30547740740997,2024-07-24 02:08:00+00:00,5.0,1,1,M,0.8
