URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
F,B350,RMG UA /OV RMG/TM 2015/FL240/TP B350/TB CONS LGT 240/RM ZTLFD-05,CONS LGT 240,202412082000-KMSC-UBUS01-PIREP,24000.0,34.34778,-85.16111,2024-12-08 20:15:00+00:00,1.0,0,0,M,0.8
T,C172,DVT UUA /OV KDVT310006/TM 0255/FL006/TP C172/TB SEV,SEV,202412130300-KMSC-UBUS01-PIREP,600.0,33.7525939675535,-112.17463265858731,2024-12-13 02:55:00+00:00,5.0,1,0,L,0.6
T,C172,RDM UUA /OV DSD020005/TM 1711/FL040/TP C172/TB SEV/RM DURD...ZSE,SEV,202412181700-KMSC-UBUS01-PIREP,4000.0,44.32831406133036,-121.26020674310548,2024-12-18 17:11:00+00:00,5.0,1,0,L,0.6
F,E75S,MPG UA /OV AIR040010/TM 1814/FL280/TP E75S/TB NEG/RM ZOB,NEG,202412031800-KMSC-UBUS01-PIREP,28000.0,40.14768441546349,-80.68009774757827,2024-12-03 18:14:00+00:00,0.0,0,0,U,0.6
F,B190,RDM UA /OV PDX-RDM/TM 1520/FL150/TP B190/SK BKN034/TOPS037/TA M10/TB NEG/IC LGT RIME 150-070,NEG,202412271500-KMSC-UBUS01-PIREP,15000.0,44.92236,-121.87514,2024-12-27 15:20:00+00:00,0.0,0,0,M,0.8
F,PC12,JNU UA /OV JNU /TM 1724 /FL004 /TP PC12 /SK OVC004 /TB NEG /IC NEG /RM DURD RWY 8 (JNU ATCT) (AKFSS,NEG,202412211730-KWBC-UBAK90-PIREP,400.0,58.35,-134.57,2024-12-21 17:24:00+00:00,0.0,0,0,L,0.6
T,B38M,MLC UUA /OV MLC250020/TM 2325/FL340/TP B38M/TB SEV/RM ZFW,SEV,202412262300-KMSC-UBUS01-PIREP,34000.0,34.768204051005,-96.16492642008512,2024-12-26 23:25:00+00:00,5.0,1,1,U,0.6
T,PA31,MRI UUA /OV MRI/TM 0019/FL006/TP PA31/TB OCNL SEV,OCNL SEV,202412100000-KMSC-UBUS01-PIREP,600.0,61.21,-149.84,2024-12-10 00:19:00+00:00,5.0,1,0,L,0.6
T,B738,OAK UUA /OV OAK/TM 0750/FL030/TP B738/TB SEV/RM DURD 030-023,SEV,202412140800-KMSC-UBUS01-PIREP,3000.0,37.72128,-122.22072,2024-12-14 07:50:00+00:00,5.0,1,0,M,0.8
F,H25B,GNV UA /OV GNV330030/TM 1518/FL370/TP H25B/TB NEG,NEG,202412091500-KMSC-UBUS01-PIREP,37000.0,30.12474777595615,-82.56382857189519,2024-12-09 15:18:00+00:00,0.0,0,0,M,0.8
F,A320,ATL UA /OV SPA330005/TM 0106/FL220/TP A320/TB NEG/RM ZTLFD-31,NEG,202412270100-KMSC-UBUS01-PIREP,22000.0,34.98789682932602,-82.00731744340693,2024-12-27 01:06:00+00:00,0.0,0,0,M,0.8
T,PC12,DTA UUA /OV DTA290018/TM 0314/FL200/TP PC12/TB SEV CAT/RM /ZLC,SEV CAT,202412300300-KMSC-UBUS01-PIREP,20000.0,39.483214354095495,-112.87244699262344,2024-12-30 03:14:00+00:00,5.0,1,0,L,0.6
F,BE9L,FMN UA /OV RSK145026/TM 1038/FL170/TP BE9L/TB NEG  LGT CHOP BLW 170/RM ZDVWC-12,NEG  LGT CHOP BLW 170,202412131000-KMSC-UBUS01-PIREP,17000.0,36.39500536187593,-107.78977380487754,2024-12-13 10:38:00+00:00,0.0,0,0,L,0.6
F,FA20,BMI UA /OV BMI/TM 2331/FL360/TP FA20/TB LGT CHOP,LGT CHOP,202412182300-KMSC-UBUS01-PIREP,36000.0,40.47711,-88.91592,2024-12-18 23:31:00+00:00,1.0,0,0,M,0.8
