URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
T,GA6C,MYGF UUA /OV ZFP185015/TM 1521/FL120/TP GA6C/TB OCNL EXTRM,OCNL EXTRM,,12000.0,26.25093115251425,-78.80434893722648,2024-03-23 15:21:00+00:00,7.0,1,0,U,0.6
F,B738,LWD UA /OV LMN270050/TM 1846/FL330/TP B738/TB NEG,NEG,,33000.0,40.6,-95.06763246068938,2024-03-03 18:46:00+00:00,0.0,0,0,M,0.8
T,B350,ILM UUA /OV ILM330030/TM 2125/FL210/TP B350/TB SEV,SEV,,21000.0,34.70304777595615,-78.20254391865019,2024-03-28 21:25:00+00:00,5.0,1,0,M,0.8
F,B788,UUA /OV 4742N06030W /TM 0344 /FL390 /TP B788 /TB SEV,SEV,,39000.0,47.7,-60.5,2024-03-24 03:44:00+00:00,5.0,1,0,U,0.6
T,BE9L,DEN UUA /OV DEN110030/TM 1840/FL100/TP BE9L/TB SEV,SEV,,10000.0,39.66177607650751,-104.04560523107504,2024-03-02 18:40:00+00:00,5.0,1,0,L,0.6
F,GLEX,LKU UA /OV GVE180025/TM 1323/FL335/TP GLEX/TB SEV,SEV,,33500.0,37.739299583299584,-78.1658,2024-03-27 13:23:00+00:00,5.0,1,1,M,0.8
F,A350,UUA /OV 5224N25601W /TM 0922 /FL390 /TP A350 /TB SEV,SEV,,39000.0,52.4,103.834,2024-03-11 09:22:00+00:00,5.0,1,0,H,1.0
T,B738,ORD UUA /OV ORD090030/TM 1048/FL120/TP B738/TB SEV TURB/RM MOD TURB 130 DURD TO 110 SEV TURB AT 130,SEV TURB,,12000.0,41.98754,-87.25919084954822,2024-03-26 10:48:00+00:00,5.0,1,0,M,0.8
T,C402,PWM UUA /OV ENE/TM 1240/FL060/TP C402/TB SEV,SEV,,6000.0,43.43,-70.61,2024-03-07 12:40:00+00:00,5.0,1,0,L,0.6
F,C172,ORL UA /OV X04135007 /TM 2156 /FL040 /TP C172 /SK SKC /WX FV99SM /TA 13 /WV 00000KT /TB NEG /IC NEG,NEG,,4000.0,28.617497526695804,-81.48594216024881,2024-03-29 21:56:00+00:00,0.0,0,0,L,0.6
F,B738,TYS UA /OV VXV080025/TM 2315/FL350/TP B738/TB LGT CHOP/RM ZTLFD-15,LGT CHOP,,35000.0,35.97235926799308,-83.38339665943082,2024-03-08 23:15:00+00:00,1.0,0,0,M,0.8
F,B767,HDN UA /OV CHE120040/TM 2106/FL340/TP B767/TB NEG DURC 260-340/RM ZDV,NEG DURC 260-340,,34000.0,40.18663966663967,-106.55044617365456,2024-03-07 21:06:00+00:00,0.0,0,0,H,1.0
T,B739,HTS UUA /OV ECB/TM 0105/FL350/TP B739/TB SEV,SEV,,35000.0,38.16,-82.91,2024-03-09 01:05:00+00:00,5.0,1,0,M,0.8
T,B737,LUA UUA /OV LDN/TM 1723/FL200/TP B737/TB SEV 200-210,SEV 200-210,,20000.0,38.85,-78.21,2024-03-28 17:23:00+00:00,5.0,1,0,M,0.8
T,E75L,MEM UUA /OV MEM135035/TM 0024/FL350/TP E75L/TB SEV/RM ZME,SEV,,35000.0,34.64859763347903,-89.4810387300432,2024-03-26 00:24:00+00:00,5.0,1,1,U,0.6
F,B738,IND UA /OV SHB/TM 1137/FL350/TP B738/TB LGT CHOP 350,LGT CHOP 350,,35000.0,39.63,-85.82,2024-03-14 11:37:00+00:00,1.0,0,0,M,0.8
F,PC12,PGA UA /OV TBC065043/TM 1927/FL220/TP PC12/TB NEG/IC NEG/RM ZDV FD,NEG,,22000.0,36.4229009539288,-110.46585797916158,2024-03-29 19:27:00+00:00,0.0,0,0,L,0.6
F,E75S,DCA UA /OV AML255048/TM 2115/FL220/TP E75S/TB SEV TURB 220-190/RM TRUPS ARRIVAL DCA,SEV TURB 220-190,,22000.0,38.72292799242709,-78.46342988235058,2024-03-28 21:15:00+00:00,5.0,1,0,U,0.6
F,C310,IND UA /OV LVT/TM 1655/FL210/TP C310/TB NEG,NEG,,21000.0,36.58,-85.17,2024-03-05 16:55:00+00:00,0.0,0,1,L,0.6
F,A320,MYGF UA /OV ZFP358098/TM 1310/FL370/TP A320/TB NEG,NEG,,37000.0,28.13247057033649,-78.84369978730813,2024-03-03 13:10:00+00:00,0.0,0,0,M,0.8
T,SLNG,VNY UUA /OV VNY270012/TM 1710/FL060/TP SLNG/TB SEV/RM LOSS OF 1000 FT 6000-5000. COR SA-ID. ZLA CWSU,SEV,,6000.0,34.20972,-118.73103188372038,2024-03-14 17:10:00+00:00,5.0,1,0,U,0.6
F,A320,PWK UA /OV OBK/TM 1519/FL310/TP A320/TB NEG 310-350/IC NEG,NEG 310-350,,31000.0,42.22,-87.95,2024-03-16 15:19:00+00:00,0.0,0,0,M,0.8
