URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
F,B738,OLU UA /OV OLU/TM 2042/FL380/TP B738/TB CONS LGT CHOP,CONS LGT CHOP,202511172000-KMSC-UBUS01-PIREP,38000.0,41.448,-97.34264,2025-11-17 20:42:00+00:00,1.0,0,0,M,0.8
F,C68A,CYS UA /OV CYS260020/TM 1824/FL430/TP C68A/TB NEG/RM ZDVWC-14,NEG,202511221800-KMSC-UBUS01-PIREP,43000.0,41.097752585605534,-105.24649747875306,2025-11-22 18:24:00+00:00,0.0,0,0,U,0.6
F,B737,GUC UA /OV HBU040010/TM 2225/FL330/TP B737/TB CONS LGT CHOP/RM ZDVWC-25,CONS LGT CHOP,202511222200-KMSC-UBUS01-PIREP,33000.0,38.57768441546349,-106.90319377550684,2025-11-22 22:25:00+00:00,1.0,0,0,M,0.8
F,PC12,TAD UA /OV TBE/TM 2113/FL210/TP PC12/TB OCNL LGT CHOP/RM ZDVWC-41,OCNL LGT CHOP,202511152100-KMSC-UBUS01-PIREP,21000.0,37.27,-103.6,2025-11-15 21:13:00+00:00,1.0,0,0,L,0.6
F,E75L,PGA UA /OV PGA/TM 0135/FL330/TP E75L/TB OCNL LGT CHOP/RM ZDVWC-23,OCNL LGT CHOP,202511180100-KMSC-UBUS01-PIREP,33000.0,36.92608,-111.44836,2025-11-18 01:35:00+00:00,1.0,0,0,U,0.6
T,E75S,BOS UUA /OV BOS310015/TM 1907/FL095/TP E75S/TB SEV/RM DURD 095-090,SEV,202511041900-KMSC-UBUS01-PIREP,9500.0,42.52127991888375,-71.2689283274534,2025-11-04 19:07:00+00:00,5.0,1,0,U,0.6
F,B738,GZH UA /OV MVC/TM 1618/FL340/TP B738/TB NEG/RM ZTLFD 11,NEG,202511221600-KMSC-UBUS01-PIREP,34000.0,31.45,-87.35,2025-11-22 16:18:00+00:00,0.0,0,0,M,0.8
T,C172,ALS UUA /OV ALS016043/TM 1956/FL135/TP C172/TB SEV/RM ZDVWC-41 MOD TO SEV CAT 130-140,SEV,202511072000-KMSC-UBUS01-PIREP,13500.0,38.12785001671971,-105.61257946555622,2025-11-07 19:56:00+00:00,5.0,1,0,L,0.6
F,B738,SNP UA /OV 5306N17347W/TM 2233/FL330/TP B738/WV 300185KT/TB CONS LGT/RM 290 MOSTLY SMOOTH /ZAN/,CONS LGT,202511012200-KMSC-UBUS01-PIREP,33000.0,53.1,-173.7833,2025-11-01 22:33:00+00:00,1.0,0,0,M,0.8
F,B739,MIA UA /OV FLL160010/TM 2031/FL340/TP B739/TB LGT CHOP,LGT CHOP,202511092000-KMSC-UBUS01-PIREP,34000.0,25.922083637339284,-80.09876109998028,2025-11-09 20:31:00+00:00,1.0,0,1,M,0.8
F,CRJ7,BIV UA /OV PMM290030/TM 0123/FL170/TP CRJ7/TB CONS LGT FL150-180,CONS LGT FL150-180,202511230100-KMSC-UBUS01-PIREP,17000.0,42.64102392349249,-86.74701821721969,2025-11-23 01:23:00+00:00,1.0,0,0,M,0.8
T,A319,HRO UUA /OV HRO/TM 0600/FL260/TP A319/TB SEV/RM ZME,SEV,202511250600-KMSC-UBUS01-PIREP,26000.0,36.26152,-93.15473,2025-11-25 06:00:00+00:00,5.0,1,0,M,0.8
T,A388,BZN UUA /OV BZN048039/TM 0316/FL380/TP A388/TB SEV/RM MTW /ZLC,SEV,202511110300-KMSC-UBUS01-PIREP,38000.0,46.22303012389492,-110.46805325060846,2025-11-11 03:16:00+00:00,5.0,1,0,U,0.6
T,C208,HRO UUA /OV HRO135025/TM 1433/FL040/TP C208/TB EXTRM CAT 040/RM NO DMG/NO ING. ZME 04,EXTRM CAT 040,202511291400-KMSC-UBUS01-PIREP,4000.0,35.96686830962787,-92.78930484852178,2025-11-29 14:33:00+00:00,7.0,1,0,L,0.6
F,B359,UUA /OV CYFB 230050 /TM 1555 /FL380 /TP B359 /TB SEV /RM SEV TURB LAST 4 MINUTES WAS CALM RIGHT BEFORE AND AFTER,SEV,202511181608-CYQB-UACN01-PIREP,38000.0,63.22069027038752,-69.99960758108148,2025-11-18 15:55:00+00:00,5.0,1,0,U,0.6
T,A321,ART UUA /OV CURDS/TM 2150/FL260/TP A321/TB SEV/RM 240-260 REPORTED BY MULTIPLE A/C ART040030,SEV,202511092200-KMSC-UBUS01-PIREP,26000.0,43.98883,-76.0262,2025-11-09 21:50:00+00:00,5.0,1,0,M,0.8
F,E75L,UNK UA /OV UNK103091/TM 1740/FL340/TP E75L/TB CONS LGT/RM /ZAN,CONS LGT,202511161700-KMSC-UBUS01-PIREP,34000.0,63.53879659898048,-157.4330311748475,2025-11-16 17:40:00+00:00,1.0,0,0,U,0.6
F,PA44,BJC UA /OV BJC/TM 1459/FL070/TP PA44/TB LGT CHOP,LGT CHOP,202511171500-KMSC-UBUS01-PIREP,7000.0,39.90881,-105.11719,2025-11-17 14:59:00+00:00,1.0,0,0,L,0.6
F,B789,UIL UA /OV TOU/TM 2017/FL280/TP B789/TB LGT CHOP 280/RM /ZSE,LGT CHOP 280,202511052000-KMSC-UBUS01-PIREP,28000.0,48.3,-124.63,2025-11-05 20:17:00+00:00,1.0,0,0,U,0.6
T,C172,HUT UUA /OV HUT350030/TM 2344/FL060/TP C172/TB SEV/RM /ZKC FDC/DL,SEV,202511062300-KMSC-UBUS01-PIREP,6000.0,38.55794376125999,-97.97092885239935,2025-11-06 23:44:00+00:00,5.0,1,0,L,0.6
F,E75L,LDM UA /OV LDM/TM 1903/FL240/TP E75L/TB NEG,NEG,202511241900-KMSC-UBUS01-PIREP,24000.0,43.96253,-86.40792,2025-11-24 19:03:00+00:00,0.0,0,0,U,0.6
T,A320,CXY UUA /OV HAR281015/TM 1044/FL230/TP A320/TB SEV 230-240,SEV 230-240,202511031000-KMSC-UBUS01-PIREP,23000.0,40.27770611273015,-77.34146717395825,2025-11-03 10:44:00+00:00,5.0,1,0,M,0.8
F,AA5,BVX UA /OV BVX135015/TM 2125/FL040/TP AA5/TB SEV/RM LOST 800-1000FT ZME,SEV,202511292100-KMSC-UBUS01-PIREP,4000.0,35.54931898577672,-91.42944813632108,2025-11-29 21:25:00+00:00,5.0,1,0,L,0.6
F,C68A,ALB UA /OV ALB340020/TM 1612/FL340/TP C68A/TB NEG,NEG,202511111600-KMSC-UBUS01-PIREP,34000.0,43.07082624532144,-73.95889582495805,2025-11-11 16:12:00+00:00,0.0,0,0,U,0.6
F,CRJ9,CLT UA /OV CLT/TM 2303/FL300/TP CRJ9/TB CONS LGT CHOP/RM ZTLFD 33,CONS LGT CHOP,202511112300-KMSC-UBUS01-PIREP,30000.0,35.22255,-80.95431,2025-11-11 23:03:00+00:00,1.0,0,0,U,0.6
F,B737,TYS UA /OV VXV170015/TM 1947/FL380/TP B737/TB OCNL CONS LGT CHOP/RM ZTLFD-40,OCNL CONS LGT CHOP,202511031900-KMSC-UBUS01-PIREP,38000.0,35.65377811937,-83.83640329752437,2025-11-03 19:47:00+00:00,1.0,0,0,M,0.8
T,B77W,PASY UUA /OV 5407N17507E/TM 0610/FL310/TP B77W/TB OCNL SEV/RM LASTED FOR 1 MINUTE/ ZAN,OCNL SEV,202511180600-KMSC-UBUS01-PIREP,31000.0,54.1166,175.1166,2025-11-18 06:10:00+00:00,5.0,1,0,U,0.6
T,F2TH,AVP UUA /OV LVZ310030/TM 2055/FL240/TP F2TH/TB SEV,SEV,202511032000-KMSC-UBUS01-PIREP,24000.0,41.591419837767496,-76.19964389364031,2025-11-03 20:55:00+00:00,5.0,1,0,M,0.8
F,SR22,DAG UA /OV HEC025010 /TM 0024 /FL075 /TP SR22 /SK SKC /TA 07 /WV 29205KT /TB NEG,NEG,202511300000-KMSC-UBUS01-PIREP,7500.0,34.9510635330068,-116.37421524672314,2025-11-30 00:24:00+00:00,0.0,0,0,L,0.6
T,A400,BOS UUA /OV 420155N 0504744W/TM 1456/FL310/TP A400/TB SEV,SEV,202511091500-KMSC-UBUS01-PIREP,31000.0,42.36057,-71.00973,2025-11-09 14:56:00+00:00,5.0,1,0,U,0.6
F,B738,ANC UA /OV TED245009/TM 2209/FL030/TP B738/TB NEG/IC NEG/RM DURD,NEG,202511092200-KMSC-UBUS01-PIREP,3000.0,61.10660212592188,-150.2719445707011,2025-11-09 22:09:00+00:00,0.0,0,0,M,0.8
T,P28A,GEV UUA /OV GEV110015/TM 2121/FL075/TP P28A/SK SKC/TB CONS SEV CAT/IC NEG/RM ZTLFD-45,CONS SEV CAT,202511122100-KMSC-UBUS01-PIREP,7500.0,36.34448803825376,-81.1279950835527,2025-11-12 21:21:00+00:00,5.0,1,1,L,0.6
F,E75L,ASE UA /OV DBL/TM 0052/FL140/TP E75L/TA M03/TB LGT CHOP/IC LGT RIME/RM DURD,LGT CHOP,202511180000-KMSC-UBUS01-PIREP,14000.0,39.44,-106.9,2025-11-18 00:52:00+00:00,1.0,0,0,U,0.6
F,RV12,COE UA /OV COE020010/TM 1735/FL045/TP RV12/TB SEV TURB 045-035/RM DURD,SEV TURB 045-035,202511071700-KMSC-UBUS01-PIREP,4500.0,47.93093812266072,-116.73475335443432,2025-11-07 17:35:00+00:00,5.0,1,0,U,0.6
F,BE20,DDC UA /OV DDC135010/TM 2214/FL100/TP BE20/TB EXTRM INTMT/RM ZKC/DC/CW,EXTRM INTMT,202511232200-KMSC-UBUS01-PIREP,10000.0,37.64525932385115,-99.8163329452874,2025-11-23 22:14:00+00:00,7.0,1,1,M,0.8
F,BE36,ATL UA /OV ODF248043/TM 1439/FL075/TP BE36/SK TOP 050/TB NEG/IC NEG/RM ZTLFD 49,NEG,202511091400-KMSC-UBUS01-PIREP,7500.0,34.43151019545077,-84.10829581235299,2025-11-09 14:39:00+00:00,0.0,0,0,L,0.6
F,TBM8,TIF UA /OV TIF/TM 1314/FL090/TP TBM8/SK BASE 060 TOP 065/TB NEG BLO 090/IC NEG BLO 090/RM DURC ZDVWC-31,NEG BLO 090,202511171300-KMSC-UBUS01-PIREP,9000.0,41.96217,-100.56901,2025-11-17 13:14:00+00:00,0.0,0,0,U,0.6
T,E75S,LGA UUA /OV CDW/TM 1645/FL150/TP E75S/TB SEV,SEV,202511101600-KMSC-UBUS01-PIREP,15000.0,40.87639,-74.28306,2025-11-10 16:45:00+00:00,5.0,1,0,U,0.6
T,B350,BZN UUA /OV BZN155050/TM 2123/FL200/TP B350/TB SEV TURB MTN WAVE/RM FL200-175 DURD,SEV TURB MTN WAVE,202511242130-KWBC-UBUS35-PIRUS,20000.0,45.032742334966,-110.65573449656928,2025-11-24 21:23:00+00:00,5.0,1,0,M,0.8
T,E550,PSP UUA /OV PSP/TM 0010/FL200/TP E550/TB SEV TURB,SEV TURB,202511160000-KMSC-UBUS01-PIREP,20000.0,33.82967,-116.50669,2025-11-16 00:10:00+00:00,5.0,1,1,U,0.6
T,B77W,HNL UUA /OV 2800N16400W/TM 0030/FL330/TP B77W/TB SEV,SEV,202511260100-KMSC-UBUS01-PIREP,33000.0,28.0,-164.0,2025-11-26 00:30:00+00:00,5.0,1,0,U,0.6
F,C150,AZK UA /OV GKN235054 /TM 2050 /FL065 /TP C150 /SK OVC065 /TB NEG /RM SMOOTH (AKFSS),NEG,202511212000-KMSC-UBUS01-PIREP,6500.0,61.63373939352003,-147.0282581409795,2025-11-21 20:50:00+00:00,0.0,0,0,L,0.6
T,C208,BFD UUA /OV BFD/TM 2337/FL003/TP C208/WX HEAVY RAIN/TB SEV 042,SEV 042,202511052300-KMSC-UBUS01-PIREP,300.0,41.80307,-78.64012,2025-11-05 23:37:00+00:00,5.0,1,0,L,0.6
T,E75L,MEI UUA /OV MEI225030/TM 1525/FL260/TP E75L/TB SEV TURB/RM ZME,SEV TURB,202511021500-KMSC-UBUS01-PIREP,26000.0,31.98116797155345,-89.16954117677196,2025-11-02 15:25:00+00:00,5.0,1,0,U,0.6
F,E75L,HDN UA /OV CHE091068/TM 0007/FL230/TP E75L/SK UNKN /WX VMC/TA M36/TB NEG/IC NEG/RM ZDVWC-13,NEG,202511300000-KMSC-UBUS01-PIREP,23000.0,40.50021900390524,-105.81922982534913,2025-11-30 00:07:00+00:00,0.0,0,0,U,0.6
F,B738,ENL UA /OV ENL180015/TM 1252/FL370/TP B738/TB CONS LGT CHOP/RM ZKC FDC FN,CONS LGT CHOP,202511261200-KMSC-UBUS01-PIREP,37000.0,38.26505974997975,-89.09114,2025-11-26 12:52:00+00:00,1.0,0,0,M,0.8
T,P28A,BJC UUA /OV BJC160009/TM 1433/FL072/TP P28A/TB SEV,SEV,202511081400-KMSC-UBUS01-PIREP,7200.0,39.76784468960536,-105.05030247942844,2025-11-08 14:33:00+00:00,5.0,1,0,L,0.6
F,E75S,SGH UA /OV SGH/TM 1939/FL260/TP E75S/TB CONS LGT CHOP,CONS LGT CHOP,202511202000-KMSC-UBUS01-PIREP,26000.0,39.8402903,-83.8401601,2025-11-20 19:39:00+00:00,1.0,0,0,U,0.6
T,LJ60,ABQ UUA /OV ABQ030057/TM 1145/FL280/TP LJ60/TB SEV CAT 260-300 DURC/RM ZAB/FDCS,SEV CAT 260-300 DURC,202511231100-KMSC-UBUS01-PIREP,28000.0,35.86469077431668,-106.0352878442664,2025-11-23 11:45:00+00:00,5.0,1,1,M,0.8
F,PC12,SIT UA /OV BKA/TM 2312/FL070/TP PC12/SK OVC025/WX -SN/TB LGT/IC NEG/RM DURC ZAN,LGT,202511172300-KMSC-UBUS01-PIREP,7000.0,56.86,-135.55,2025-11-17 23:12:00+00:00,1.0,0,0,L,0.6
T,B763,MBPV UUA /OV PVN108124/TM 0825/FL370/TP B763/SK TOP 370/TB SEV,SEV,202511201000-KMSC-UBUS01-PIREP,37000.0,21.131313148795183,-70.14336596513765,2025-11-20 08:25:00+00:00,5.0,1,0,H,1.0
