URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,in_sigmet,Plane Weight,sample_weight
F,PC12,HTS UA /OV YRK/TM 2303/FL160/TP PC12/TB NEG,NEG,202502092300-KMSC-UBUS01-PIREP,16000.0,38.64,-82.98,2025-02-09 23:03:00+00:00,0.0,0,0,L,0.6
T,B38M,GPI UUA /OV GPI20040/TM 2129/FL280/TP B38M/TB SEV /ZLC,SEV,202502272100-KMSC-UBUS01-PIREP,28000.0,48.3042,-114.2636,2025-02-27 21:29:00+00:00,5.0,1,0,U,0.6
F,C206,RZT UA /OV RZT /TM 2243/FL060/TP C206/SK SKC/TA M01/TB NEG /IC NEG,NEG,202502072300-KMSC-UBUS01-PIREP,6000.0,39.4404,-83.0231,2025-02-07 22:43:00+00:00,0.0,0,0,L,0.6
F,B739,TYS UA /OV VXV265028/TM 1233/FL370/TP B739/TB NEG/RM ZTLFD-40,NEG,202502251200-KMSC-UBUS01-PIREP,37000.0,35.859324025560724,-84.4639563154443,2025-02-25 12:33:00+00:00,0.0,0,0,M,0.8
T,C208,IAD UUA /OV FDK030016/TM 2034/FL070/TP C208/TB SEV 070,SEV 070,202502172000-KMSC-UBUS01-PIREP,7000.0,39.64853881384328,-77.20170490081675,2025-02-17 20:34:00+00:00,5.0,1,0,L,0.6
T,GLF5,PVU UUA /OV FFU320030/TM 2328/FL200/TP GLF5/TB SEV 170-200/RM /ZLC,SEV 170-200,202502072300-KMSC-UBUS01-PIREP,20000.0,40.65305324639046,-112.36125417834364,2025-02-07 23:28:00+00:00,5.0,1,1,M,0.8
F,B38M,JHW UA /OV JHW170023/TM 2107/FL290/TP B38M/TB CONS LGT 290/RM ZOB,CONS LGT 290,202502082100-KMSC-UBUS01-PIREP,29000.0,41.77584978303401,-79.16823374287931,2025-02-08 21:07:00+00:00,1.0,0,0,U,0.6
T,CRJ9,CMH UUA /OV ROD090030/TM 1306/FL260/TP CRJ9/TB SEV 260-290,SEV 260-290,202502161300-KMSC-UBUS01-PIREP,26000.0,40.29,-83.38445094177341,2025-02-16 13:06:00+00:00,5.0,1,0,U,0.6
F,B38M,ORD UA /OV PMM360010/TM 1948/FL250/TP B38M/TB NEG 320-250,NEG 320-250,202502131900-KMSC-UBUS01-PIREP,25000.0,42.636680166680165,-86.11,2025-02-13 19:48:00+00:00,0.0,0,0,U,0.6
T,CL35,UTS UUA /OV LOA360015/TM 2130/FL310/TP CL35/TB SEV/RM ZHU,SEV,202502122100-KMSC-UBUS01-PIREP,31000.0,31.37002025002025,-95.97,2025-02-12 21:30:00+00:00,5.0,1,0,U,0.6
F,B77W,AUG UA /OV AUG/TM 1924/FL360/TP B77W/TB NEG 320-360,NEG 320-360,202502161900-KMSC-UBUS01-PIREP,36000.0,44.32,-69.8,2025-02-16 19:24:00+00:00,0.0,0,0,U,0.6
T,B767,BOI UUA /OV BOI220035/TM 0236/FL320/TP B767/TB SEV/RM 50KT WINDSHIFT FL270-320 /ZLC,SEV,202502070200-KMSC-UBUS01-PIREP,32000.0,43.1197745458778,-116.7580922028974,2025-02-07 02:36:00+00:00,5.0,1,0,H,1.0
