label,issue,expire,fl_low,fl_high,polygon
ZULU 4,2017-11-01 00:15:00+00:00,2017-11-01 04:15:00+00:00,0.0,48000.0,"POLYGON ((-161.4 27.3, -159.2 25.2, -164.3 21.5, -161.4 27.3))"
ECHO 4,2017-11-01 01:45:00+00:00,2017-11-01 05:45:00+00:00,0.0,40000.0,"POLYGON ((-49.45 24, -44.45 23, -47.15 18, -51 18, -52.45 20.45, -49.45 24))"
1C,2017-11-01 01:55:00+00:00,2017-11-01 03:55:00+00:00,0.0,36000.0,"POLYGON ((-97.96148300841273 30.639271945661896, -96.72428387613833 30.1952279402771, -96.79184621117717 30.006985195704836, -98.02904534345157 30.451029201089632, -97.96148300841273 30.639271945661896))"
2C,2017-11-01 02:55:00+00:00,2017-11-01 04:55:00+00:00,0.0,36000.0,"POLYGON ((-97.27 31.08171624231642, -96.06237869369329 30.57144654084427, -95.81172817224726 29.793220344562354, -97.83929971414611 30.268985945881873, -97.27 31.08171624231642))"
ZULU 5,2017-11-01 03:01:00+00:00,2017-11-01 07:00:00+00:00,0.0,50000.0,"POLYGON ((-161.1 27.5, -159.2 25.4, -163.3 23.2, -161.1 27.5))"
3C,2017-11-01 03:55:00+00:00,2017-11-01 05:55:00+00:00,0.0,34000.0,"POLYGON ((-96.00234820213304 31.16129749387435, -95.80279777968865 31.14789492314094, -95.86826497222235 30.173156107267236, -96.06781539466674 30.186558678000647, -96.00234820213304 31.16129749387435))"
4C,2017-11-01 04:55:00+00:00,2017-11-01 06:55:00+00:00,0.0,30000.0,"POLYGON ((-96.56582959497447 32.803102681288294, -93.29621400401781 32.86892306948221, -93.29218863446458 32.66896358258559, -96.56180422542124 32.60314319439168, -96.56582959497447 32.803102681288294))"
5C,2017-11-01 04:55:00+00:00,2017-11-01 06:55:00+00:00,0.0,32000.0,"POLYGON ((-96.2509408925276 31.655951148463558, -94.40819410809821 31.04897448894024, -94.73195981655546 30.179857392633927, -97.0114872031648 31.12547475303337, -96.2509408925276 31.655951148463558))"
BRAVO 1,2017-11-01 05:05:00+00:00,2017-11-01 09:05:00+00:00,0.0,45000.0,"POLYGON ((-120 15.45, -120 12.45, -122 12.15, -122.45 14.45, -120 15.45))"
ECHO 5,2017-11-01 05:10:00+00:00,2017-11-01 09:10:00+00:00,0.0,43000.0,"POLYGON ((-47.45 27, -44.3 22, -45.45 20, -49.45 24.3, -47.45 27))"
6C,2017-11-01 05:55:00+00:00,2017-11-01 07:55:00+00:00,0.0,28000.0,"POLYGON ((-94.49087063174885 33.05388431975607, -94.48167228676088 32.8540959556067, -96.34689898420892 32.76822009032839, -96.35609732919688 32.96800845447776, -94.49087063174885 33.05388431975607))"
7C,2017-11-01 05:55:00+00:00,2017-11-01 07:55:00+00:00,0.0,32000.0,"POLYGON ((-94.16734898917797 31.629382887404784, -94.49787415974258 30.698694659328147, -96.7199410980242 31.188257217783516, -96.29273930970562 31.656276482818313, -94.16734898917797 31.629382887404784))"
8C,2017-11-01 06:55:00+00:00,2017-11-01 08:55:00+00:00,0.0,30000.0,"POLYGON ((-93.81 32.04714530289553, -94.12588243303985 30.647500071113043, -95.81706085090414 31.54262560718863, -95.35210792266781 31.907431427035267, -93.81 32.04714530289553))"
ZULU 6,2017-11-01 06:59:00+00:00,2017-11-01 11:00:00+00:00,0.0,50000.0,"POLYGON ((-160.2 28, -159.1 26.3, -163 21.5, -163.5 22.3, -160.2 28))"
10C,2017-11-01 07:55:00+00:00,2017-11-01 09:55:00+00:00,0.0,38000.0,"POLYGON ((-96.17614455485284 31.268058395632615, -95.15764771948888 30.360558699865656, -95.96804018344454 30.17985739263394, -97.0114872031648 31.12547475303337, -96.17614455485284 31.268058395632615))"
9C,2017-11-01 07:55:00+00:00,2017-11-01 09:55:00+00:00,0.0,30000.0,"POLYGON ((-94.88069367982149 32.152800244234754, -93.1012100328748 31.769737054686292, -94.24419828618375 30.75021657404912, -95.35210792266781 31.907431427035267, -94.88069367982149 32.152800244234754))"
ECHO 6,2017-11-01 08:15:00+00:00,2017-11-01 12:15:00+00:00,0.0,40000.0,"POLYGON ((-46 29, -44.3 27.3, -47.3 24, -49 25.3, -46 29))"
BRAVO 2,2017-11-01 08:15:00+00:00,2017-11-01 12:15:00+00:00,0.0,45000.0,"POLYGON ((-120 12.45, -120 10.3, -123.3 9, -124.15 10.45, -120 12.45))"
11C,2017-11-01 08:55:00+00:00,2017-11-01 10:55:00+00:00,,,"POLYGON ((-95.14597623570397 31.16546121046384, -95.03831691703216 29.9772959798534, -96.19157619496552 28.73152893725991, -94.94632136468984 31.15371674451906, -95.01187226525487 30.03935729567738, -96.33834176242506 28.86739603485266, -95.1850824844917 30.11316307744615, -95.211527136269 30.05110176162217, -95.14597623570397 31.16546121046384))"
13C,2017-11-01 09:55:00+00:00,2017-11-01 11:55:00+00:00,,,"POLYGON ((-96.17715098273005 28.84120501932509, -96.46544682500125 28.63502458729773, -96.47796392731716 28.62441808944005, -97.39012293672334 27.71283049819655, -96.34910399062021 28.47234593200397, -96.06080814834901 28.67852636403133, -97.24874589771048 27.57136483861814, -96.3365868883043 28.48295242986164, -96.17715098273005 28.84120501932509))"
12C,2017-11-01 09:55:00+00:00,2017-11-01 11:55:00+00:00,,,"POLYGON ((-94.6799295937603 31.30661653117551, -94.49313275164967 30.78739468759833, -96.09719566731481 28.81524325039369, -94.86002899310066 31.2196440852099, -94.66076130744403 30.80700776003522, -96.25235337956319 28.94144184123307, -94.64829046389805 30.91359327843771, -94.48066190810368 30.89398020600083, -94.6799295937603 31.30661653117551))"
ZULU 7,2017-11-01 10:00:00+00:00,2017-11-01 14:00:00+00:00,0.0,50000.0,"POLYGON ((-160.1 27.5, -159 26.4, -165.5 18.2, -166.5 19.2, -160.1 27.5))"
CHARLIE 1,2017-11-01 10:45:00+00:00,2017-11-01 14:45:00+00:00,0.0,47000.0,"POLYGON ((-162 35.15, -158.3 30, -162.15 30.15, -164.15 33.45, -162 35.15))"
15C,2017-11-01 10:55:00+00:00,2017-11-01 12:55:00+00:00,,,"POLYGON ((-93.23179050219542 30.44361326481331, -95.3235211391618 29.95422137070161, -95.37344496203161 29.92550920736344, -97.4162069947896 27.76234481759554, -95.2779585523145 29.75948038713682, -93.18622791534813 30.24887228124852, -97.27079676220268 27.62502816070709, -95.22803472944469 29.78819255047499, -93.23179050219542 30.44361326481331))"
14C,2017-11-01 10:55:00+00:00,2017-11-01 12:55:00+00:00,0.0,36000.0,"POLYGON ((-94.55424680044473 32.01915015599876, -93.12646664584274 31.47978073750293, -94.21316727531577 31.159007422702587, -94.88894529026777 31.159889712652067, -94.55424680044473 32.01915015599876))"
NOVEMBER 1,2017-11-01 11:00:00+00:00,2017-11-01 15:00:00+00:00,0.0,53000.0,"POLYGON ((149.1 19.1, 152 17.3, 149.1 15.4, 147.3 17.4, 145.3 17, 145.5 19, 149.1 19.1))"
BRAVO 3,2017-11-01 11:40:00+00:00,2017-11-01 15:40:00+00:00,0.0,44000.0,"POLYGON ((-120 13.45, -120 10.15, -123.15 9.15, -124 11.15, -120 13.45))"
