label,issue,expire,fl_low,fl_high,polygon
1E,2017-04-01 00:55:00+00:00,2017-04-01 02:55:00+00:00,0.0,43000.0,"POLYGON ((-75.25250583451314 38.746201437218204, -72.72597914373145 37.434453762607674, -75.6537279468731 34.33002969055372, -77.1906390217054 35.43224824078843, -77.32930395690565 36.63651267984104, -75.25250583451314 38.746201437218204))"
1C,2017-04-01 00:55:00+00:00,2017-04-01 02:55:00+00:00,0.0,35000.0,"POLYGON ((-105.95869927759183 37.08278664970413, -103.25547713298472 36.59166838634925, -103.76330317059556 35.12456548086493, -105.79938458895897 35.879504181742604, -105.95869927759183 37.08278664970413))"
1W,2017-04-01 00:55:00+00:00,2017-04-01 02:55:00+00:00,0.0,33000.0,"POLYGON ((-111.45216238076047 39.055013672810375, -110.997616926215 39.055013672810375, -110.997616926215 38.60046821826492, -111.45216238076047 38.60046821826492, -111.45216238076047 39.055013672810375))"
FOXTROT 1,2017-04-01 01:45:00+00:00,2017-04-01 05:45:00+00:00,32000.0,40000.0,"POLYGON ((-54.3 33, -43.3 33, -42.3 30, -53.3 30, -54.3 33))"
2E,2017-04-01 01:55:00+00:00,2017-04-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-74.55547538896373 38.63862918434572, -71.67703125623976 38.03937462876671, -75.25408200029028 34.411943802892225, -77.40212595195875 35.27134227849303, -74.55547538896373 38.63862918434572))"
2C,2017-04-01 01:55:00+00:00,2017-04-01 03:55:00+00:00,0.0,39000.0,"POLYGON ((-103.15863874953817 36.906257398041944, -103.6 35.18, -104.41417282870961 35.17727587432277, -104.87 36.82273791147279, -103.15863874953817 36.906257398041944))"
3E,2017-04-01 02:55:00+00:00,2017-04-01 04:55:00+00:00,0.0,43000.0,"POLYGON ((-72.32 39.58904835410886, -71.4849127585348 37.97036505946073, -75.47369288951381 33.49892397615319, -76.57096196018222 35.49083718574, -73.6706614384017 39.22931115699623, -72.32 39.58904835410886))"
3C,2017-04-01 02:55:00+00:00,2017-04-01 04:55:00+00:00,0.0,38000.0,"POLYGON ((-104.04136125046182 36.906257398041944, -102.86667081059615 36.669528201358446, -103.4120937246158 35.11618821894638, -104.41417282870961 35.17727587432277, -104.04136125046182 36.906257398041944))"
4C,2017-04-01 02:55:00+00:00,2017-04-01 04:55:00+00:00,0.0,43000.0,"POLYGON ((-101.41420595397115 37.392095517893765, -100.82239161776782 37.157549252929094, -101.22461747471102 34.68478507578556, -102.23438776358238 34.49850596030416, -101.41420595397115 37.392095517893765))"
FOXTROT 2,2017-04-01 03:15:00+00:00,2017-04-01 07:15:00+00:00,32000.0,40000.0,"POLYGON ((-50 32.3, -40 30, -40 26, -50 28.3, -50 32.3))"
5C,2017-04-01 03:55:00+00:00,2017-04-01 05:55:00+00:00,0.0,41000.0,"POLYGON ((-103.6 37.0936310442636, -102.44715623072659 36.87239936775596, -103.19290676423967 35.179318954279736, -104.21063559013669 35.17846766053683, -103.6 37.0936310442636))"
6C,2017-04-01 03:55:00+00:00,2017-04-01 05:55:00+00:00,0.0,45000.0,"POLYGON ((-101.57355849665785 37.91698936812068, -100.73 37.42089313279082, -101.0668240222753 34.81808302325164, -102.20359265238348 35.09769193820022, -101.57355849665785 37.91698936812068))"
4E,2017-04-01 03:55:00+00:00,2017-04-01 05:55:00+00:00,,,"POLYGON ((-74.33449995143867 39.19142163381176, -71.79646117355969 40.02994353773588, -76.85985609671482 33.96197097999517, -74.25852778049314 39.00641290633702, -71.83525518757448 40.00150801449593, -77.01341629568992 34.09010866098999, -71.95002137253479 40.15808121873071, -71.91122735852001 40.18651674197066, -74.33449995143867 39.19142163381176))"
5E,2017-04-01 04:55:00+00:00,2017-04-01 06:55:00+00:00,,,"POLYGON ((-73.7984730485895 39.67682471768278, -73.5250148702789 38.65738708241102, -75.20267114779519 35.90557589176839, -73.98991080236416 39.6189318301256, -73.70611719000803 38.68049510710999, -75.37343803347879 36.0096848287235, -73.6957817559625 38.76149601936613, -73.51467943623337 38.73838799466716, -73.7984730485895 39.67682471768278))"
6E,2017-04-01 04:55:00+00:00,2017-04-01 06:55:00+00:00,0.0,40000.0,"POLYGON ((-74.7688278050016 35.82422826764536, -74.62860823917113 35.681615248049276, -76.5124941113547 33.82934636109988, -76.65271367718518 33.971959380695964, -74.7688278050016 35.82422826764536))"
7C,2017-04-01 04:55:00+00:00,2017-04-01 06:55:00+00:00,0.0,45000.0,"POLYGON ((-100.36347505689402 37.919431636394386, -101.14808558371958 35.45497962647934, -103.0693695575413 35.17884289149405, -103.34380951504741 37.05526950930921, -100.36347505689402 37.919431636394386))"
GOLF 1,2017-04-01 05:30:00+00:00,2017-04-01 09:30:00+00:00,0.0,38000.0,"POLYGON ((-71 39.15, -67.3 39.15, -71.3 33.3, -74.3 31.15, -78 31.3, -71 39.15))"
8C,2017-04-01 05:55:00+00:00,2017-04-01 07:55:00+00:00,0.0,45000.0,"POLYGON ((-100.23000000000002 38.59452417705443, -98.55614103556194 38.06431569425654, -101.07374164730987 35.4796814756367, -102.9893644098633 35.17846766053683, -103.30530191874256 37.02435309120733, -100.23000000000002 38.59452417705443))"
7E,2017-04-01 05:55:00+00:00,2017-04-01 07:55:00+00:00,0.0,40000.0,"POLYGON ((-74.75519120688602 35.092093856015715, -74.60894092958489 34.95567224339755, -75.87091574938559 33.60277687879373, -76.01716602668672 33.7391984914119, -74.75519120688602 35.092093856015715))"
9C,2017-04-01 06:55:00+00:00,2017-04-01 08:55:00+00:00,0.0,45000.0,"POLYGON ((-99.62630742060291 38.787873964804376, -98.17894319958904 38.219051386100446, -101.2323543608393 35.28931617397746, -102.9893644098633 35.17846766053683, -103.6 36.428155221318036, -99.62630742060291 38.787873964804376))"
10C,2017-04-01 07:55:00+00:00,2017-04-01 09:55:00+00:00,0.0,45000.0,"POLYGON ((-99.58540500434296 39.25822327103064, -97.7829805548577 38.62247670624085, -100.32012894586228 36.69211636156085, -102.65927977240035 36.10922405789632, -102.09505085193331 37.727931947387354, -99.58540500434296 39.25822327103064))"
GOLF 2,2017-04-01 08:50:00+00:00,2017-04-01 12:50:00+00:00,0.0,38000.0,"POLYGON ((-65.45 39.3, -67.45 35.15, -72.45 30.3, -76.15 30.15, -70 39, -65.45 39.3))"
11C,2017-04-01 08:55:00+00:00,2017-04-01 10:55:00+00:00,0.0,45000.0,"POLYGON ((-99.03245018118126 39.63588409928707, -97.53833403911665 38.77626664727024, -99.88 37.00547582294557, -102.01208931288897 37.03544323732502, -101.47473202014177 39.389801666498286, -99.03245018118126 39.63588409928707))"
12C,2017-04-01 09:55:00+00:00,2017-04-01 11:55:00+00:00,0.0,42000.0,"POLYGON ((-98.69103832746747 39.74861924585445, -97.22553816338186 38.80200237928714, -100.39377240165999 36.847605391390196, -101.91038454136857 37.942751579361754, -101.47473202014177 39.389801666498286, -98.69103832746747 39.74861924585445))"
13C,2017-04-01 10:55:00+00:00,2017-04-01 12:55:00+00:00,0.0,42000.0,"POLYGON ((-97.21145648138393 39.87734114716339, -96.82682352655912 39.18198755793214, -99.88 37.17184477868197, -101.84320804671408 38.19695890565211, -100.87459499565706 39.25822327103064, -97.21145648138393 39.87734114716339))"
14C,2017-04-01 11:55:00+00:00,2017-04-01 13:55:00+00:00,0.0,42000.0,"POLYGON ((-96.3543006434302 39.932777965445695, -96.75816918263898 39.203462135341844, -100.42665264532533 37.03876122800186, -101.95415152200673 38.19770358309501, -101.17029580084211 39.55482011906384, -96.3543006434302 39.932777965445695))"
FOXTROT 1,2017-04-01 12:10:00+00:00,2017-04-01 16:10:00+00:00,34000.0,38000.0,"POLYGON ((168.45 43, 169.45 38.3, -174.3 35.3, -175 40.45, 168.45 43))"
GOLF 3,2017-04-01 12:20:00+00:00,2017-04-01 16:20:00+00:00,0.0,39000.0,"POLYGON ((-65.3 39.3, -65 36, -71.45 30, -75.3 29.3, -68.15 38.45, -65.3 39.3))"
15C,2017-04-01 12:55:00+00:00,2017-04-01 14:55:00+00:00,0.0,44000.0,"POLYGON ((-99.15570727406134 39.25506480840629, -97.42223683647316 38.99349988175651, -99.88 37.00547582294557, -100.137284693287 37.447946985839714, -99.15570727406134 39.25506480840629))"
16C,2017-04-01 13:55:00+00:00,2017-04-01 15:55:00+00:00,0.0,44000.0,"POLYGON ((-100.40444264124963 38.534372807844115, -98.7523686037793 38.12620694403504, -100.49960381867967 36.3384008192057, -101.12888058947271 36.73248415894925, -100.40444264124963 38.534372807844115))"
17C,2017-04-01 14:55:00+00:00,2017-04-01 16:55:00+00:00,0.0,44000.0,"POLYGON ((-98.60348769629788 38.60753164193625, -99.88 35.67452417705444, -102.39560253367048 35.5423195980979, -101.2656761437705 37.27491487799064, -98.60348769629788 38.60753164193625))"
18C,2017-04-01 14:55:00+00:00,2017-04-01 16:55:00+00:00,0.0,42000.0,"POLYGON ((-98.76232674086069 35.414176550312035, -98.5659092848984 35.376491234958465, -98.81439248004206 34.0813863225651, -99.01080993600435 34.11907163791867, -98.76232674086069 35.414176550312035))"
FOXTROT 2,2017-04-01 15:45:00+00:00,2017-04-01 19:45:00+00:00,34000.0,38000.0,"POLYGON ((-172.45 42.15, 178 41.15, 178.15 37.3, -170.3 38.45, -172.45 42.15))"
19C,2017-04-01 15:55:00+00:00,2017-04-01 17:55:00+00:00,0.0,44000.0,"POLYGON ((-100.51365805981523 38.725390119897824, -98.64535638541494 38.593555437195754, -100.15286608045734 35.80542452821307, -102.34846201087133 35.28793453962528, -100.51365805981523 38.725390119897824))"
20C,2017-04-01 16:55:00+00:00,2017-04-01 18:55:00+00:00,0.0,42000.0,"POLYGON ((-99.63608630949078 39.06748970489262, -98.47543658150431 38.92687836921599, -100.60475853423235 35.74960267118773, -102.21987839384829 35.75918147647325, -99.63608630949078 39.06748970489262))"
21C,2017-04-01 16:55:00+00:00,2017-04-01 18:55:00+00:00,0.0,36000.0,"POLYGON ((-98.3518686525728 35.19565649881285, -98.15540362174643 35.15821999707474, -98.49176748458682 33.39299799144737, -98.68823251541319 33.43043449318549, -98.3518686525728 35.19565649881285))"
22C,2017-04-01 17:55:00+00:00,2017-04-01 19:55:00+00:00,0.0,43000.0,"POLYGON ((-100.12965150530442 38.389042075919455, -99.14581962927335 38.24900732104367, -100.91408644530053 35.876040035675935, -101.24623998904246 36.057888435641374, -100.12965150530442 38.389042075919455))"
23C,2017-04-01 17:55:00+00:00,2017-04-01 19:55:00+00:00,0.0,37000.0,"POLYGON ((-98.3518686525728 35.19565649881285, -98.15540362174643 35.15821999707474, -98.49176748458682 33.39299799144737, -98.68823251541319 33.43043449318549, -98.3518686525728 35.19565649881285))"
25C,2017-04-01 18:55:00+00:00,2017-04-01 20:55:00+00:00,0.0,44000.0,"POLYGON ((-99.42756672791393 35.07282674386123, -98.35187700775941 35.14300145890824, -98.22843508842287 32.864381406522625, -99.42756672791393 35.07282674386123))"
24C,2017-04-01 18:55:00+00:00,2017-04-01 20:55:00+00:00,0.0,43000.0,"POLYGON ((-99.83369626998719 39.131994522088945, -98.68927808233695 38.92512254310652, -100.70612963007618 36.337157048602975, -101.3648310928849 36.27081884781991, -99.83369626998719 39.131994522088945))"
26C,2017-04-01 19:55:00+00:00,2017-04-01 21:55:00+00:00,0.0,37000.0,"POLYGON ((-99.98492735299858 38.7986277239824, -98.84926767675259 38.806155396729004, -100.137284693287 37.447946985839714, -100.43269931555481 37.68434428413988, -99.98492735299858 38.7986277239824))"
27C,2017-04-01 19:55:00+00:00,2017-04-01 21:55:00+00:00,0.0,45000.0,"POLYGON ((-98.08595373606805 36.40521020226337, -97.83760654787591 33.14409540790052, -98.83599598449415 33.78530088021244, -98.81747174733339 36.34664445270518, -98.08595373606805 36.40521020226337))"
29C,2017-04-01 20:55:00+00:00,2017-04-01 22:55:00+00:00,0.0,45000.0,"POLYGON ((-97.58 37.75, -96.96406592775993 33.02368194409851, -98.9602037808315 33.862112117463354, -98.42161712270816 37.74700775021389, -97.58 37.75))"
28C,2017-04-01 20:55:00+00:00,2017-04-01 22:55:00+00:00,0.0,37000.0,"POLYGON ((-100.73 37.58726208852721, -99.88 37.17184477868197, -100.34871750782901 35.41685161315762, -100.8247224947678 35.28726475362841, -100.73 37.58726208852721))"
30C,2017-04-01 20:55:00+00:00,2017-04-01 22:55:00+00:00,0.0,35000.0,"POLYGON ((-100.15100168916861 32.771901799774454, -100.05483354642952 32.596540206709975, -101.2894659702435 31.91946887604523, -101.38563411298259 32.09483046910971, -100.15100168916861 32.771901799774454))"
31C,2017-04-01 21:55:00+00:00,2017-04-01 23:55:00+00:00,0.0,37000.0,"POLYGON ((-99.95333443615495 37.66277740130122, -99.97917412719903 34.98442748661664, -100.29 35.035475822945564, -100.73 37.58726208852721, -99.95333443615495 37.66277740130122))"
32C,2017-04-01 21:55:00+00:00,2017-04-01 23:55:00+00:00,0.0,45000.0,"POLYGON ((-97.86394708161087 38.46863072885516, -97.25520869264548 38.364375545657055, -96.96406592775993 33.02368194409851, -98.9602037808315 33.862112117463354, -97.86394708161087 38.46863072885516))"
33C,2017-04-01 21:55:00+00:00,2017-04-01 23:55:00+00:00,0.0,45000.0,"POLYGON ((-100.28214281961922 32.86807610062117, -100.16744285881612 32.70423496112389, -101.28020006121149 31.92522910282883, -101.3949000220146 32.08907024232611, -100.28214281961922 32.86807610062117))"
34C,2017-04-01 22:55:00+00:00,2017-04-02 00:55:00+00:00,0.0,45000.0,"POLYGON ((-97.7612746957315 36.65730495210532, -97.01931771631169 35.869175835046555, -96.96406592775993 33.02368194409851, -98.20948621722326 33.2208886067065, -97.7612746957315 36.65730495210532))"
35C,2017-04-01 22:55:00+00:00,2017-04-02 00:55:00+00:00,0.0,45000.0,"POLYGON ((-99.86 33.20285469710447, -99.94203816822147 31.36899918822688, -101.33755004161304 32.00714967257747, -99.86 33.20285469710447))"
37C,2017-04-01 23:55:00+00:00,2017-04-02 01:55:00+00:00,0.0,45000.0,"POLYGON ((-99.86 33.14547582294556, -99.67060623126986 31.36764383058726, -101.5007363131614 31.419931804965177, -100.84606194345824 32.47615613789508, -99.86 33.14547582294556))"
36C,2017-04-01 23:55:00+00:00,2017-04-02 01:55:00+00:00,0.0,45000.0,"POLYGON ((-96.96892925320249 35.90949802753646, -96.61466059709414 35.92054325510009, -96.90407975220508 33.67544806268543, -97.65210189460645 33.379646827097154, -96.96892925320249 35.90949802753646))"
2C,2017-04-02 00:55:00+00:00,2017-04-02 02:55:00+00:00,0.0,45000.0,"POLYGON ((-99.86 33.14547582294556, -99.0297603520084 31.771427799675823, -99.86545039907723 31.368674640918357, -100.45 31.702737911472784, -99.86 33.14547582294556))"
1C,2017-04-02 00:55:00+00:00,2017-04-02 02:55:00+00:00,0.0,45000.0,"POLYGON ((-97.97653485376107 35.27208218485845, -96.59089456106531 34.847309056890715, -96.73466284966891 33.48444916676013, -98.16610697677672 33.6363505270807, -97.97653485376107 35.27208218485845))"
HOTEL 1,2017-04-02 01:45:00+00:00,2017-04-02 05:45:00+00:00,0.0,36000.0,"POLYGON ((-62.3 34.3, -59.3 33.3, -65.3 31.3, -62.3 34.3))"
3C,2017-04-02 01:55:00+00:00,2017-04-02 03:55:00+00:00,0.0,45000.0,"POLYGON ((-97.4431880484259 35.7073085533572, -96.09266988900575 35.46442038163358, -96.73466284966891 33.48444916676013, -98.16257133267322 34.34218367663692, -97.4431880484259 35.7073085533572))"
4C,2017-04-02 01:55:00+00:00,2017-04-02 03:55:00+00:00,0.0,45000.0,"POLYGON ((-98.92104237309377 33.32172515872774, -98.1933604994306 33.18796531182674, -99.10284466402851 31.21139674257982, -100.76249752271063 31.258971372398964, -98.92104237309377 33.32172515872774))"
INDIA 1,2017-04-02 02:45:00+00:00,2017-04-02 06:45:00+00:00,0.0,38000.0,"POLYGON ((-60 39, -58 37.3, -62 36, -60 39))"
6C,2017-04-02 02:55:00+00:00,2017-04-02 04:55:00+00:00,0.0,45000.0,"POLYGON ((-98.9602037808315 33.862112117463354, -98.02558437379773 33.51814707253503, -98.85504110127808 31.41992584276884, -100.30135187927851 31.062504521338145, -98.9602037808315 33.862112117463354))"
7C,2017-04-02 02:55:00+00:00,2017-04-02 04:55:00+00:00,0.0,42000.0,"POLYGON ((-100.98896079337126 31.17787315193801, -101.17634444960974 29.712306022433808, -102.02796151273816 30.1230252703179, -102.2611960569123 31.202678269722178, -100.98896079337126 31.17787315193801))"
5C,2017-04-02 02:55:00+00:00,2017-04-02 04:55:00+00:00,0.0,44000.0,"POLYGON ((-96.2854993483944 36.033003335708536, -95.79 35.76628718173732, -97.65357608076658 34.043075945595376, -98.0944362486221 34.39791627721302, -96.2854993483944 36.033003335708536))"
HOTEL 2,2017-04-02 03:45:00+00:00,2017-04-02 07:45:00+00:00,0.0,38000.0,"POLYGON ((-60.3 34.3, -58 32.3, -65 31.3, -60.3 34.3))"
9C,2017-04-02 03:55:00+00:00,2017-04-02 05:55:00+00:00,0.0,45000.0,"POLYGON ((-98.59 33.99, -97.85070448443852 33.73312081889757, -98.85504110127808 31.41992584276884, -100.22738823725062 30.908693077753444, -98.59 33.99))"
10C,2017-04-02 03:55:00+00:00,2017-04-02 05:55:00+00:00,,,"POLYGON ((-103.7407055237198 30.30991556261139, -100.6267980679366 31.12777658121669, -100.715434790891 29.39435557301467, -103.6818767607595 30.11876332838809, -100.6972532080521 31.03730719067371, -100.9151738340824 29.40456902615201, -100.8265371111279 31.13799003435403, -100.7560819710124 31.22845942489701, -103.7407055237198 30.30991556261139))"
8C,2017-04-02 03:55:00+00:00,2017-04-02 05:55:00+00:00,0.0,44000.0,"POLYGON ((-96.28760480389712 36.364945701523546, -95.72155702827133 36.06641437262837, -97.65357608076658 34.043075945595376, -98.0944362486221 34.39791627721302, -96.28760480389712 36.364945701523546))"
11C,2017-04-02 04:55:00+00:00,2017-04-02 06:55:00+00:00,0.0,45000.0,"POLYGON ((-96.24374090381653 37.15542335847199, -95.02562869085467 36.45223955216108, -98.17598765774108 31.97513444044588, -99.96746773013163 30.292507092080594, -100.58760881892944 31.25228592573746, -96.24374090381653 37.15542335847199))"
13C,2017-04-02 04:55:00+00:00,2017-04-02 06:55:00+00:00,0.0,45000.0,"POLYGON ((-100.60652504838679 31.42522988011675, -99.82 30.16628718173732, -100.77 29.36, -103.47835672335913 29.890245967058966, -102.51196509169658 31.115131668758398, -100.60652504838679 31.42522988011675))"
