URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,turb_label,Plane Weight,sample_weight
F,C56X,HMN UA /OV ATS/TM 2323/FL220/TP C56X/TB SEV/RM ZAB,SEV,,22000.0,32.85253,-104.46769,2017-06-01 23:23:00,5.0,1,M,0.8
F,PC12,UUA /OV YEG 315013 /TM 0025 /FL110 /TP PC12 /TB SEV 110-120,SEV 110-120,,11000.0,53.4532188789935,-113.83637957132312,2017-06-02 00:25:00,5.0,1,L,0.6
T,A320,EYW UUA /OV EYW040040/TM 1325/FL350/TP A320/TB EXTRM/RM 1000FT LOSS. CWSU ZMA,EXTRM,,35000.0,25.066848761853947,-81.28838022565391,2017-06-02 13:25:00,7.0,1,M,0.8
T,A320,MLB UUA /OV MLB090025/TM 1545/FL320/TP A320/TB SEV/RM LOST 500FT. CWSU ZMA,SEV,,32000.0,28.10275,-80.17286638791202,2017-06-02 15:45:00,5.0,1,M,0.8
T,BE9L,LBB UUA /OV LBB185060/TM 1959/FL210/TP BE9L/TB EXTRM/RM ALTITUDE CHANGES -400FT / +600FT,EXTRM,,21000.0,32.66736461005702,-101.92750445964133,2017-06-02 19:59:00,7.0,1,L,0.6
T,BE9L,LBB UUA /OV LBB185060/TM 1959/FL210/TP BE9L/TB EXTRM/RM ALTITUDE CHANGES -400FT / +600FT. NO DAMAGE/NO INJURIES. FM KZFW,EXTRM,,21000.0,32.66736461005702,-101.92750445964133,2017-06-02 19:59:00,7.0,1,L,0.6
F,COL4,KLFT UA /OV KLFT070025/TM 2019/FL090/TP COL4/TB SEV 090,SEV 090,,9000.0,30.354019936243745,-91.52788478556482,2017-06-02 20:19:00,5.0,1,U,0.6
T,BE40,PBI UUA /OV PBI080025/TM 2109/FL130/TP BE40/TB SEV/RM NO DAMAGE NO INJURIES/ ZMACWSU,SEV,,13000.0,26.75705926799308,-79.64011205569696,2017-06-02 21:09:00,5.0,1,M,0.8
T,E175,MIA UUA /OV MIA284035/TM 2230/FL160/TP E175/TB SEV 160-140/RM DURD/ ZMACWSU,SEV 160-140,,16000.0,25.92918253658747,-80.9455902597219,2017-06-02 22:30:00,5.0,1,U,0.6
T,A320,MIA UUA /OV MIA150030/TM 1703/FL080/TP A320/TB SEV/RM LOSS 400FT ALT...CWSU ZMA...CORRECTION FOR FL LVL,SEV,,8000.0,25.35500222404385,-80.03925607204285,2017-06-03 17:03:00,5.0,1,M,0.8
T,A320,MIA UUA /OV MIA150030/TM 1703/FL100/TP A320/TB SEV/RM LOSS 400FT ALT...CWSU ZMA,SEV,,10000.0,25.35500222404385,-80.03925607204285,2017-06-03 17:03:00,5.0,1,M,0.8
T,A320,MIA UUA /OV 280030/TM 1735/FL100/TP A320/TB SEV/RM CWSU,SEV,,10000.0,25.78805,-80.31693,2017-06-04 17:35:00,5.0,1,M,0.8
T,CL60,LIT UUA /OV LIT 225015/TM 1945/FL370/TP CL60/TB EXTRM/RM ZME,EXTRM,,37000.0,34.55050898577672,-92.45083753934816,2017-06-04 19:45:00,7.0,1,M,0.8
F,FA7X,UUA /OV 49N030W /TM 2216 /FL430 /TP FA7X /TB MDT-SEV/RM,MDT-SEV,,43000.0,49.0,-30.0,2017-06-04 22:16:00,5.0,1,U,0.6
T,LNC2,CMH UUA /OV LCK180/015/TM 2222/FL100/TP LNC2/TB SEV,SEV,,10000.0,39.81378,-82.92781,2017-06-04 22:22:00,5.0,1,L,0.6
F,DH8C,UUA /OV CYMX 000005 /TM 2255 /FL090 /TP DH8C /TB SEV,SEV,,9000.0,45.76284008334008,-74.03867,2017-06-04 22:55:00,5.0,1,M,0.8
T,C25A,ELM UUA /OV ELM120020/TM 1720/FL240/TP C25A/TB SEV/RM CORRECTION,SEV,,24000.0,41.99320983331983,-76.50214771927222,2017-06-05 17:20:00,5.0,1,L,0.6
T,C25A,ELM UUA /OV ELM220020/TM 1720/FL240/TP C25A/TB SEV,SEV,,24000.0,41.90452116907302,-77.18067949772849,2017-06-05 17:20:00,5.0,1,L,0.6
T,C25,ITH UUA /OV ITH130020/TM 1721/FL240/TP C25/TB SEV CAT,SEV CAT,,24000.0,42.276747908155,-76.112126694178,2017-06-05 17:21:00,5.0,1,M,0.8
T,UNKN,BGM UUA /OV ITH135020 /TM 1721 /FL240 /TP UNKN /TB SEV CAT /RM C25,SEV CAT,,24000.0,42.255306447702296,-76.13877156583042,2017-06-05 17:21:00,5.0,1,U,0.6
T,B350,APA UUA /OV APA180030/TM 1835/FL100/TP B350/TB SEV/RM 1000FT BLO BASES,SEV,,10000.0,39.0699594999595,-104.85,2017-06-05 18:35:00,5.0,1,M,0.8
T,C404,FSD UUA /OV FSD 060020/TM 2327/FL070/TP C404/TB SEV,SEV,,7000.0,43.74362016668017,-96.35510247849578,2017-06-05 23:27:00,5.0,1,L,0.6
T,C680,AVP UUA /OV LVZ305010/TM 1737/FL200/TP C680/TB SEV,SEV,,20000.0,41.36560381601481,-75.87165866705901,2017-06-06 17:37:00,5.0,1,U,0.6
T,C750,MIA UUA /OV MIA360015/TM 1958/FL110/TP C750/TB SEV/RM DURC. CWSU ZMA,SEV,,11000.0,26.038070250020247,-80.31693,2017-06-06 19:58:00,5.0,1,M,0.8
T,LJ35,HYS UUA /OV HYS160025/TM 2307/FL430/TP LJ35/TB SEV CAT/RM +/-1000 FT. CWSU ZKC.,SEV CAT,,43000.0,38.45064969334821,-99.09018845727874,2017-06-06 23:07:00,5.0,1,M,0.8
T,LJ35,HYS UUA /OV HYS160025/TM 2307/FL430/TP LJ35/TB SEV CAT/RM +/-1000 FT. CWSU ZKC,SEV CAT,,43000.0,38.45064969334821,-99.09018845727874,2017-06-06 23:07:00,5.0,1,M,0.8
T,CRJ9,SWF UUA /OV CMK315025 /TM 1034 /FL260 /TP CRJ9 /TB SEV,SEV,,26000.0,41.57465169037213,-73.97208763529167,2017-06-07 10:34:00,5.0,1,U,0.6
T,RJ9,DXR UUA /OV CMK315025/TM 1034/FL260/TP RJ9/TB SEV,SEV,,26000.0,41.57465169037213,-73.97208763529167,2017-06-07 10:34:00,5.0,1,U,0.6
F,RJ9,DXR UA /OV CMK/TM 1034/FL260/TP RJ9/TB SEV/RM CORRECTION,SEV,,26000.0,41.28,-73.58,2017-06-07 10:34:00,5.0,1,U,0.6
T,CRJ9,OXC UUA /OV CMK045025 /TM 1034 /FL260 /TP CRJ9 /TB SEV /RM COR,SEV,,26000.0,41.57465169037213,-73.18791236470832,2017-06-07 10:34:00,5.0,1,U,0.6
T,EPIC,LAL UUA /OV LAL360020/TM 1300/FL280/TP EPIC/TB EXTRM/RM LOST 1500FT,EXTRM,,28000.0,28.32228033336033,-82.01856,2017-06-07 13:00:00,7.0,1,U,0.6
T,MD80,MCO UUA /OV ORL090050/TM 1704/FL330/TP MD80/TB SEV/RM NO DAMAGE OR INJURIES,SEV,,33000.0,28.54546,-80.38420986719642,2017-06-07 17:04:00,5.0,1,M,0.8
T,M20P,PTK UUA /OV PTK /TM 1830 /FL070 /TP M20P /TB OCNL SEV,OCNL SEV,,7000.0,42.6655,-83.42008,2017-06-07 18:30:00,5.0,1,L,0.6
T,J328,ATL UUA /OV ATL035060/TM 1959/FL140/TP J328/TB SEV/RM NO DAMAGES OR INJURIES REPORTED ZTLFD,SEV,,14000.0,34.44931839567093,-83.75287140361027,2017-06-07 19:59:00,5.0,1,M,0.8
T,M20P,GCD UUA /OV GCD090015 /TM 2016 /FL105 /TP M20P /TB SEV /RM OVR RIDGE EAST GCD,SEV,,10500.0,44.4041667,-118.61253832289805,2017-06-07 20:16:00,5.0,1,L,0.6
T,C172,TAD UUA /OV TBE300025/TM 2158/FL110/TP C172/TB SEV/RM ZDV,SEV,,11000.0,37.47835020835021,-104.05347748067923,2017-06-07 21:58:00,5.0,1,L,0.6
T,B77W,BOS UUA /OV PUT-BOS/TM 2336/FL330/TP B77W/TB SEV CAT,SEV CAT,,33000.0,42.160285,-71.42486500000001,2017-06-07 23:36:00,5.0,1,U,0.6
T,B752,AVP UUA /OV LVZ302010/TM 0035/FL320/TP B752/TB SEV 320-280 /RM MOD-OCCASIONAL SEVERE 320-280,SEV 320-280,,32000.0,41.35832703128943,-75.8780667793284,2017-06-08 00:35:00,5.0,1,M,0.8
T,A320,MIA UUA /OV VKZ164085/TM 0055/FL220/TP A320/TB SEV 220-250/RM CWSU ZMA,SEV 220-250,,22000.0,24.3881022925308,-79.71642761532875,2017-06-08 00:55:00,5.0,1,M,0.8
F,PA34,CHA UA /OV 25 N CHA/TM 1730/FL100/TP PA34/TB SEV-EXTREME,SEV-EXTREME,,10000.0,35.451980416700415,-85.20381,2017-06-08 17:30:00,5.0,1,L,0.6
T,C172,KSPB UUA /OV 10NW/TM 2016/FL050/TP C172/TB SEV TURB/RM C172 SEV TURB 050 RNAV15 KSPB,SEV TURB,,5000.0,45.77,-122.86,2017-06-09 20:16:00,5.0,1,L,0.6
F,C17,UUA /OV 4723N06239W /TM 2035 /FL330 /TP C17 /TB MDT-SEV /RM DSND TO FL310 REPD SMOOTH FLT,MDT-SEV,,33000.0,47.3833,-62.65,2017-06-09 20:35:00,5.0,1,L,0.6
F,A388,UUA /OV CYQY 180025 /TM 2100 /FL400 /TP A388 /TB MDT-SEV /RM TB LGT F380,MDT-SEV,,40000.0,45.74468958329958,-60.04778,2017-06-09 21:00:00,5.0,1,U,0.6
T,M20P,SLC UUA /OV SLC190015/TM 2218/FL065/TP M20P/TB SEV/RM DURC FROM SLC150040 FL050,SEV,,6500.0,40.533778119370005,-112.02733523053548,2017-06-09 22:18:00,5.0,1,L,0.6
T,C152,SLC UUA /OV SLC090020/TM 2340/FL085/TP C152/TB SEV/RM NO DAMAGE OR INJURY /ZLC,SEV,,8500.0,40.78,-111.5297594223308,2017-06-09 23:40:00,5.0,1,L,0.6
T,CL30,JMS UUA /OV JMS270020/TM 0112/FL430/TP CL30/TB OCNL SEV CHOP,OCNL SEV CHOP,,43000.0,46.93,-99.16816012179936,2017-06-10 01:12:00,5.0,1,U,0.6
F,B789,BIL UA /OV BIL/TM 0441/FL350/TP B789/TB SEV/ZLC,SEV,,35000.0,45.8069,-108.5422,2017-06-10 04:41:00,5.0,1,U,0.6
F,B738,ELM UA /OV ULW360010/TM 1040/FL280/TP B738/TB SEV/RM NO INJURIES/DAMAGE,SEV,,28000.0,42.25668016668017,-77.02,2017-06-10 10:40:00,5.0,1,M,0.8
T,B738,ELM UUA /OV ULW360010/TM 1040/FL280/TP B738/TB SEV/RM NO INJURIES/DAMAGE,SEV,,28000.0,42.25668016668017,-77.02,2017-06-10 10:40:00,5.0,1,M,0.8
T,A306,ABR UUA /OV ABR110070/TM 1218/FL370/TP A306/TB SEV,SEV,,37000.0,45.050944178517526,-96.85713792661493,2017-06-11 12:18:00,5.0,1,H,1.0
T,FA50,HYR UUA /OV HYR/TM 1703/FL040/TP FA50/TB SEV 040-050,SEV 040-050,,4000.0,46.02528,-91.44425,2017-06-11 17:03:00,5.0,1,M,0.8
T,C206,NID UUA /OV NID315010 /TM 2240 /FL105 /TP C206 /TB SEV,SEV,,10500.0,35.80336067614885,-117.83710730338665,2017-06-11 22:40:00,5.0,1,L,0.6
T,DA42,OAK UUA /OV MOD095032/TM 0040/FL130/TP DA42/SK TCU/TB SEV/RM TCU  30 DEGREES LATERAL,SEV,,13000.0,37.5793331720694,-120.28353985269403,2017-06-12 00:40:00,5.0,1,U,0.6
T,PA28,MLF UUA /OV MLF046016/TM 1537/FL095/TP PA28/TB SEV /ZLC,SEV,,9500.0,38.61188723675821,-112.76758083261572,2017-06-12 15:37:00,5.0,1,L,0.6
T,TBM,KCPR UUA /OV 10 S CPR/TM 1845/FL076/TP TBM/TB SEV,SEV,,7600.0,42.74131983331984,-106.46442,2017-06-12 18:45:00,5.0,1,L,0.6
T,PA46,BFL UUA /OV GMN090005/TM 0236/FL100/TP PA46/TB SEV/RM SECTOR 04. ZLA CWSU,SEV,,10000.0,34.8,-118.75850799049296,2017-06-13 02:36:00,5.0,1,L,0.6
T,BE99,HON UUA /OV HON225020/TM 1259/FL050/TP BE99/TB SEV 050-090,SEV 050-090,,5000.0,44.1494686477023,-98.5584000553282,2017-06-13 12:59:00,5.0,1,L,0.6
T,C310,PKD UUA /OV PKD/TM 1335/FL070/TP C310/TB SEV,SEV,,7000.0,46.9,-95.07,2017-06-13 13:35:00,5.0,1,L,0.6
T,BE9T,APA UUA /OV APA /TM 2019 /FL080 /TP BE9T /TB SEV BLO 080 /RM DURD,SEV BLO 080,,8000.0,39.57,-104.85,2017-06-13 20:19:00,5.0,1,L,0.6
T,B737,AKO UUA /OV TXO080035/TM 0410/FL360/TP B737/TB SEV/RM 3000FPM UP DRAFT,SEV,,36000.0,34.60130297519031,-102.14287651405591,2017-06-14 04:10:00,5.0,1,M,0.8
T,PA24,CNU UUA /OV CNU330020/TM 0841/FL100/TP PA24/TB SEV-EXTREME 080-100/RM ZKCFDC/OH,SEV-EXTREME 080-100,,10000.0,37.9589785173041,-95.69474689241224,2017-06-14 08:41:00,5.0,1,L,0.6
T,PC12,SBP UUA /OV 8N SBP/TM 1620/FL040/TP PC12/TB SEV,SEV,,4000.0,35.37143438334413,-120.64408212,2017-06-14 16:20:00,5.0,1,L,0.6
